docket_id,judge_name,lawyer_gender,judge_gender,Segal/Cover,num_male_lawyer,num_female_lawyer,num_male_ratio_lawyer,num_female_ratio_lawyer,num_male_neutral_lawyer,num_female_neutral_lawyer,num_male_judge,num_female_judge,num_male_ratio_judge,num_female_ratio_judge,ratio_male_neutral_judge,num_male_neutral_judge,ratio_female_neutral_judge,num_female_neutral_judge,judge_interrupt_male,judge_interrupt_female,judge_interrupt_male_judge,judge_interrupt_female_judge,judge_interrupt_male_lawyer,judge_interrupt_female_lawyer,judge_interrupt_male_n,judge_interrupt_female_n,judge_interrupt_male_judge_n,judge_interrupt_female_judge_n,judge_interrupt_male_lawyer_n,judge_interrupt_female_lawyer_n,judge_interrupted_male,judge_interrupted_female,judge_interrupted_male_judge,judge_interrupted_female_judge,judge_interrupted_male_lawyer,judge_interrupted_female_lawyer,judge_interrupted_male_n,judge_interrupted_female_n,judge_interrupted_male_judge_n,judge_interrupted_female_judge_n,judge_interrupted_male_lawyer_n,judge_interrupted_female_lawyer_n,decision_general,decision
2004_02_1672,Stephen G. Breyer,0,0,0.475,0,0,0,0,0,0,0.64,0.75,0.55125040249,0.426357733175,1.0,1.0,1.0,0.916083916084,206,15,20,0,186,15,0.69387755102,0.818181818182,0.288461538462,0.0,0.840277777778,0.818181818182,96,9,31,4,65,5,0.88,1.0,0.775,1.0,0.95,1.0,2
2004_02_1672,Stephen G. Breyer,0,0,0.475,0,0,0,0,0,0,0.64,0.75,0.55125040249,0.426357733175,1.0,1.0,1.0,0.916083916084,206,15,20,0,186,15,0.69387755102,0.818181818182,0.288461538462,0.0,0.840277777778,0.818181818182,96,9,31,4,65,5,0.88,1.0,0.775,1.0,0.95,1.0,2
2004_02_1672,Sandra Day O'Connor,,1,0.415,0,0,0,0,0,0,0.48,0.25,0.597579894506,0.205418088737,0.569489974725,0.747641509434,0.257636329881,0.636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2004_02_1672,Sandra Day O'Connor,0,1,0.415,0,0,0,0,0,0,0.48,0.25,0.597579894506,0.205418088737,0.569489974725,0.747641509434,0.257636329881,0.636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2004_02_1672,Sandra Day O'Connor,0,1,0.415,0,0,0,0,0,0,0.48,0.25,0.597579894506,0.205418088737,0.569489974725,0.747641509434,0.257636329881,0.636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2004_03_10198,David H. Souter,0,0,0.325,0,0,0,0,0,0,0.4,0.0,0.622545454547,0.0,0.816960566335,0.587264150943,0.468584967822,0.524475524476,203,15,20,0,183,15,0.678571428571,0.818181818182,0.288461538462,0.0,0.819444444444,0.818181818182,83,7,30,4,53,3,0.75,0.777777777778,0.75,1.0,0.75,0.6,2,0
2004_03_10198,David H. Souter,0,0,0.325,0,0,0,0,0,0,0.4,0.0,0.622545454547,0.0,0.816960566335,0.587264150943,0.468584967822,0.524475524476,203,15,20,0,183,15,0.678571428571,0.818181818182,0.288461538462,0.0,0.819444444444,0.818181818182,83,7,30,4,53,3,0.75,0.777777777778,0.75,1.0,0.75,0.6,2,1
2004_03_10198,David H. Souter,,0,0.325,0,0,0,0,0,0,0.4,0.0,0.622545454547,0.0,0.816960566335,0.587264150943,0.468584967822,0.524475524476,203,15,20,0,183,15,0.678571428571,0.818181818182,0.288461538462,0.0,0.819444444444,0.818181818182,83,7,30,4,53,3,0.75,0.777777777778,0.75,1.0,0.75,0.6,2,1
2004_03_10198,Antonin Scalia,0,0,0.0,0,0,0,0,0,0,1.0,0.5,0.859299710887,0.283568904594,0.738090410073,0.992924528302,0.486388813381,1.0,266,17,57,0,209,17,1.0,1.0,1.0,0.0,1.0,1.0,108,6,40,1,68,5,1.0,0.666666666667,1.0,0.25,1.0,1.0,2,0
2004_03_10198,Antonin Scalia,0,0,0.0,0,0,0,0,0,0,1.0,0.5,0.859299710887,0.283568904594,0.738090410073,0.992924528302,0.486388813381,1.0,266,17,57,0,209,17,1.0,1.0,1.0,0.0,1.0,1.0,108,6,40,1,68,5,1.0,0.666666666667,1.0,0.25,1.0,1.0,2,1
2004_03_10198,Antonin Scalia,,0,0.0,0,0,0,0,0,0,1.0,0.5,0.859299710887,0.283568904594,0.738090410073,0.992924528302,0.486388813381,1.0,266,17,57,0,209,17,1.0,1.0,1.0,0.0,1.0,1.0,108,6,40,1,68,5,1.0,0.666666666667,1.0,0.25,1.0,1.0,2,1
2004_03_10198,John Paul Stevens,0,0,0.25,0,0,0,0,0,0,0.66,1.0,1.0,1.0,0.967643201054,0.584905660377,0.441801361884,0.503496503497,169,12,28,0,141,12,0.505102040816,0.545454545455,0.442307692308,0.0,0.527777777778,0.545454545455,35,4,12,3,23,1,0.27,0.444444444444,0.3,0.75,0.25,0.2,2,0
2004_03_10198,John Paul Stevens,0,0,0.25,0,0,0,0,0,0,0.66,1.0,1.0,1.0,0.967643201054,0.584905660377,0.441801361884,0.503496503497,169,12,28,0,141,12,0.505102040816,0.545454545455,0.442307692308,0.0,0.527777777778,0.545454545455,35,4,12,3,23,1,0.27,0.444444444444,0.3,0.75,0.25,0.2,2,1
2004_03_10198,John Paul Stevens,,0,0.25,0,0,0,0,0,0,0.66,1.0,1.0,1.0,0.967643201054,0.584905660377,0.441801361884,0.503496503497,169,12,28,0,141,12,0.505102040816,0.545454545455,0.442307692308,0.0,0.527777777778,0.545454545455,35,4,12,3,23,1,0.27,0.444444444444,0.3,0.75,0.25,0.2,2,1
2004_03_10198,Anthony M. Kennedy,0,0,0.365,0,0,0,0,0,0,0.36,0.25,0.531652557968,0.243674089069,0.72991722601,0.594339622642,0.365705212147,0.534965034965,145,16,33,0,112,16,0.382653061224,0.909090909091,0.538461538462,0.0,0.326388888889,0.909090909091,68,4,17,3,51,1,0.6,0.444444444444,0.425,0.75,0.716666666667,0.2,2,0
2004_03_10198,Anthony M. Kennedy,0,0,0.365,0,0,0,0,0,0,0.36,0.25,0.531652557968,0.243674089069,0.72991722601,0.594339622642,0.365705212147,0.534965034965,145,16,33,0,112,16,0.382653061224,0.909090909091,0.538461538462,0.0,0.326388888889,0.909090909091,68,4,17,3,51,1,0.6,0.444444444444,0.425,0.75,0.716666666667,0.2,2,1
2004_03_10198,Anthony M. Kennedy,,0,0.365,0,0,0,0,0,0,0.36,0.25,0.531652557968,0.243674089069,0.72991722601,0.594339622642,0.365705212147,0.534965034965,145,16,33,0,112,16,0.382653061224,0.909090909091,0.538461538462,0.0,0.326388888889,0.909090909091,68,4,17,3,51,1,0.6,0.444444444444,0.425,0.75,0.716666666667,0.2,2,1
2004_03_10198,Ruth Bader Ginsburg,0,1,0.68,0,0,0,0,0,0,0.38,0.25,0.70451657618,0.305908513342,0.965700981003,0.471698113208,0.593843115933,0.41958041958,154,15,15,0,139,15,0.428571428571,0.818181818182,0.192307692308,0.0,0.513888888889,0.818181818182,86,2,33,0,53,2,0.78,0.222222222222,0.825,0.0,0.75,0.4,2,0
2004_03_10198,Ruth Bader Ginsburg,0,1,0.68,0,0,0,0,0,0,0.38,0.25,0.70451657618,0.305908513342,0.965700981003,0.471698113208,0.593843115933,0.41958041958,154,15,15,0,139,15,0.428571428571,0.818181818182,0.192307692308,0.0,0.513888888889,0.818181818182,86,2,33,0,53,2,0.78,0.222222222222,0.825,0.0,0.75,0.4,2,1
2004_03_10198,Ruth Bader Ginsburg,,1,0.68,0,0,0,0,0,0,0.38,0.25,0.70451657618,0.305908513342,0.965700981003,0.471698113208,0.593843115933,0.41958041958,154,15,15,0,139,15,0.428571428571,0.818181818182,0.192307692308,0.0,0.513888888889,0.818181818182,86,2,33,0,53,2,0.78,0.222222222222,0.825,0.0,0.75,0.4,2,1
2004_03_10198,Stephen G. Breyer,0,0,0.475,0,0,0,0,0,0,0.64,0.75,0.55125040249,0.426357733175,1.0,1.0,1.0,0.916083916084,206,15,20,0,186,15,0.69387755102,0.818181818182,0.288461538462,0.0,0.840277777778,0.818181818182,96,9,31,4,65,5,0.88,1.0,0.775,1.0,0.95,1.0,2,0
2004_03_10198,Stephen G. Breyer,0,0,0.475,0,0,0,0,0,0,0.64,0.75,0.55125040249,0.426357733175,1.0,1.0,1.0,0.916083916084,206,15,20,0,186,15,0.69387755102,0.818181818182,0.288461538462,0.0,0.840277777778,0.818181818182,96,9,31,4,65,5,0.88,1.0,0.775,1.0,0.95,1.0,2,1
2004_03_10198,Stephen G. Breyer,,0,0.475,0,0,0,0,0,0,0.64,0.75,0.55125040249,0.426357733175,1.0,1.0,1.0,0.916083916084,206,15,20,0,186,15,0.69387755102,0.818181818182,0.288461538462,0.0,0.840277777778,0.818181818182,96,9,31,4,65,5,0.88,1.0,0.775,1.0,0.95,1.0,2,1
2004_03_10198,William H. Rehnquist,0,0,0.045,0,0,0,0,0,0,0.16,0.0,0.334222684974,0.0,0.169259063885,0.441037735849,0.147936205755,0.367132867133,70,6,5,0,65,6,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0
2004_03_10198,William H. Rehnquist,0,0,0.045,0,0,0,0,0,0,0.16,0.0,0.334222684974,0.0,0.169259063885,0.441037735849,0.147936205755,0.367132867133,70,6,5,0,65,6,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
2004_03_10198,William H. Rehnquist,,0,0.045,0,0,0,0,0,0,0.16,0.0,0.334222684974,0.0,0.169259063885,0.441037735849,0.147936205755,0.367132867133,70,6,5,0,65,6,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
2004_03_10198,Sandra Day O'Connor,0,1,0.415,0,0,0,0,0,0,0.48,0.25,0.597579894506,0.205418088737,0.569489974725,0.747641509434,0.257636329881,0.636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2004_03_10198,Sandra Day O'Connor,0,1,0.415,0,0,0,0,0,0,0.48,0.25,0.597579894506,0.205418088737,0.569489974725,0.747641509434,0.257636329881,0.636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2004_03_10198,Sandra Day O'Connor,,1,0.415,0,0,0,0,0,0,0.48,0.25,0.597579894506,0.205418088737,0.569489974725,0.747641509434,0.257636329881,0.636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2004_03_1039,David H. Souter,,0,0.325,0,0,0,0,0,0,0.4,0.0,0.622545454547,0.0,0.816960566335,0.587264150943,0.468584967822,0.524475524476,203,15,20,0,183,15,0.678571428571,0.818181818182,0.288461538462,0.0,0.819444444444,0.818181818182,83,7,30,4,53,3,0.75,0.777777777778,0.75,1.0,0.75,0.6,1
2004_03_1039,David H. Souter,,0,0.325,0,0,0,0,0,0,0.4,0.0,0.622545454547,0.0,0.816960566335,0.587264150943,0.468584967822,0.524475524476,203,15,20,0,183,15,0.678571428571,0.818181818182,0.288461538462,0.0,0.819444444444,0.818181818182,83,7,30,4,53,3,0.75,0.777777777778,0.75,1.0,0.75,0.6,1
2004_03_1039,John Paul Stevens,,0,0.25,0,0,0,0,0,0,0.66,1.0,1.0,1.0,0.967643201054,0.584905660377,0.441801361884,0.503496503497,169,12,28,0,141,12,0.505102040816,0.545454545455,0.442307692308,0.0,0.527777777778,0.545454545455,35,4,12,3,23,1,0.27,0.444444444444,0.3,0.75,0.25,0.2,1
2004_03_1039,John Paul Stevens,,0,0.25,0,0,0,0,0,0,0.66,1.0,1.0,1.0,0.967643201054,0.584905660377,0.441801361884,0.503496503497,169,12,28,0,141,12,0.505102040816,0.545454545455,0.442307692308,0.0,0.527777777778,0.545454545455,35,4,12,3,23,1,0.27,0.444444444444,0.3,0.75,0.25,0.2,1
2004_03_1039,Anthony M. Kennedy,,0,0.365,0,0,0,0,0,0,0.36,0.25,0.531652557968,0.243674089069,0.72991722601,0.594339622642,0.365705212147,0.534965034965,145,16,33,0,112,16,0.382653061224,0.909090909091,0.538461538462,0.0,0.326388888889,0.909090909091,68,4,17,3,51,1,0.6,0.444444444444,0.425,0.75,0.716666666667,0.2,1
2004_03_1039,Anthony M. Kennedy,,0,0.365,0,0,0,0,0,0,0.36,0.25,0.531652557968,0.243674089069,0.72991722601,0.594339622642,0.365705212147,0.534965034965,145,16,33,0,112,16,0.382653061224,0.909090909091,0.538461538462,0.0,0.326388888889,0.909090909091,68,4,17,3,51,1,0.6,0.444444444444,0.425,0.75,0.716666666667,0.2,1
2004_03_1039,Ruth Bader Ginsburg,,1,0.68,0,0,0,0,0,0,0.38,0.25,0.70451657618,0.305908513342,0.965700981003,0.471698113208,0.593843115933,0.41958041958,154,15,15,0,139,15,0.428571428571,0.818181818182,0.192307692308,0.0,0.513888888889,0.818181818182,86,2,33,0,53,2,0.78,0.222222222222,0.825,0.0,0.75,0.4,1
2004_03_1039,Ruth Bader Ginsburg,,1,0.68,0,0,0,0,0,0,0.38,0.25,0.70451657618,0.305908513342,0.965700981003,0.471698113208,0.593843115933,0.41958041958,154,15,15,0,139,15,0.428571428571,0.818181818182,0.192307692308,0.0,0.513888888889,0.818181818182,86,2,33,0,53,2,0.78,0.222222222222,0.825,0.0,0.75,0.4,1
2004_03_1039,Stephen G. Breyer,,0,0.475,0,0,0,0,0,0,0.64,0.75,0.55125040249,0.426357733175,1.0,1.0,1.0,0.916083916084,206,15,20,0,186,15,0.69387755102,0.818181818182,0.288461538462,0.0,0.840277777778,0.818181818182,96,9,31,4,65,5,0.88,1.0,0.775,1.0,0.95,1.0,1
2004_03_1039,Stephen G. Breyer,,0,0.475,0,0,0,0,0,0,0.64,0.75,0.55125040249,0.426357733175,1.0,1.0,1.0,0.916083916084,206,15,20,0,186,15,0.69387755102,0.818181818182,0.288461538462,0.0,0.840277777778,0.818181818182,96,9,31,4,65,5,0.88,1.0,0.775,1.0,0.95,1.0,1
2004_03_1039,Sandra Day O'Connor,,1,0.415,0,0,0,0,0,0,0.48,0.25,0.597579894506,0.205418088737,0.569489974725,0.747641509434,0.257636329881,0.636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004_03_1039,Sandra Day O'Connor,,1,0.415,0,0,0,0,0,0,0.48,0.25,0.597579894506,0.205418088737,0.569489974725,0.747641509434,0.257636329881,0.636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004_03_1116,David H. Souter,0,0,0.325,0,0,0,0,0,0,0.4,0.0,0.622545454547,0.0,0.816960566335,0.587264150943,0.468584967822,0.524475524476,203,15,20,0,183,15,0.678571428571,0.818181818182,0.288461538462,0.0,0.819444444444,0.818181818182,83,7,30,4,53,3,0.75,0.777777777778,0.75,1.0,0.75,0.6,2
2004_03_1116,David H. Souter,,0,0.325,0,0,0,0,0,0,0.4,0.0,0.622545454547,0.0,0.816960566335,0.587264150943,0.468584967822,0.524475524476,203,15,20,0,183,15,0.678571428571,0.818181818182,0.288461538462,0.0,0.819444444444,0.818181818182,83,7,30,4,53,3,0.75,0.777777777778,0.75,1.0,0.75,0.6,2
2004_03_1116,David H. Souter,,0,0.325,0,0,0,0,0,0,0.4,0.0,0.622545454547,0.0,0.816960566335,0.587264150943,0.468584967822,0.524475524476,203,15,20,0,183,15,0.678571428571,0.818181818182,0.288461538462,0.0,0.819444444444,0.818181818182,83,7,30,4,53,3,0.75,0.777777777778,0.75,1.0,0.75,0.6,2
2004_03_1116,David H. Souter,,0,0.325,0,0,0,0,0,0,0.4,0.0,0.622545454547,0.0,0.816960566335,0.587264150943,0.468584967822,0.524475524476,203,15,20,0,183,15,0.678571428571,0.818181818182,0.288461538462,0.0,0.819444444444,0.818181818182,83,7,30,4,53,3,0.75,0.777777777778,0.75,1.0,0.75,0.6,2
2004_03_1116,Antonin Scalia,0,0,0.0,0,0,0,0,0,0,1.0,0.5,0.859299710887,0.283568904594,0.738090410073,0.992924528302,0.486388813381,1.0,266,17,57,0,209,17,1.0,1.0,1.0,0.0,1.0,1.0,108,6,40,1,68,5,1.0,0.666666666667,1.0,0.25,1.0,1.0,2
2004_03_1116,Antonin Scalia,,0,0.0,0,0,0,0,0,0,1.0,0.5,0.859299710887,0.283568904594,0.738090410073,0.992924528302,0.486388813381,1.0,266,17,57,0,209,17,1.0,1.0,1.0,0.0,1.0,1.0,108,6,40,1,68,5,1.0,0.666666666667,1.0,0.25,1.0,1.0,2
2004_03_1116,Antonin Scalia,,0,0.0,0,0,0,0,0,0,1.0,0.5,0.859299710887,0.283568904594,0.738090410073,0.992924528302,0.486388813381,1.0,266,17,57,0,209,17,1.0,1.0,1.0,0.0,1.0,1.0,108,6,40,1,68,5,1.0,0.666666666667,1.0,0.25,1.0,1.0,2
2004_03_1116,Antonin Scalia,,0,0.0,0,0,0,0,0,0,1.0,0.5,0.859299710887,0.283568904594,0.738090410073,0.992924528302,0.486388813381,1.0,266,17,57,0,209,17,1.0,1.0,1.0,0.0,1.0,1.0,108,6,40,1,68,5,1.0,0.666666666667,1.0,0.25,1.0,1.0,2
2004_03_1116,John Paul Stevens,0,0,0.25,0,0,0,0,0,0,0.66,1.0,1.0,1.0,0.967643201054,0.584905660377,0.441801361884,0.503496503497,169,12,28,0,141,12,0.505102040816,0.545454545455,0.442307692308,0.0,0.527777777778,0.545454545455,35,4,12,3,23,1,0.27,0.444444444444,0.3,0.75,0.25,0.2,2
2004_03_1116,John Paul Stevens,,0,0.25,0,0,0,0,0,0,0.66,1.0,1.0,1.0,0.967643201054,0.584905660377,0.441801361884,0.503496503497,169,12,28,0,141,12,0.505102040816,0.545454545455,0.442307692308,0.0,0.527777777778,0.545454545455,35,4,12,3,23,1,0.27,0.444444444444,0.3,0.75,0.25,0.2,2
2004_03_1116,John Paul Stevens,,0,0.25,0,0,0,0,0,0,0.66,1.0,1.0,1.0,0.967643201054,0.584905660377,0.441801361884,0.503496503497,169,12,28,0,141,12,0.505102040816,0.545454545455,0.442307692308,0.0,0.527777777778,0.545454545455,35,4,12,3,23,1,0.27,0.444444444444,0.3,0.75,0.25,0.2,2
2004_03_1116,John Paul Stevens,,0,0.25,0,0,0,0,0,0,0.66,1.0,1.0,1.0,0.967643201054,0.584905660377,0.441801361884,0.503496503497,169,12,28,0,141,12,0.505102040816,0.545454545455,0.442307692308,0.0,0.527777777778,0.545454545455,35,4,12,3,23,1,0.27,0.444444444444,0.3,0.75,0.25,0.2,2
2004_03_1116,Anthony M. Kennedy,0,0,0.365,0,0,0,0,0,0,0.36,0.25,0.531652557968,0.243674089069,0.72991722601,0.594339622642,0.365705212147,0.534965034965,145,16,33,0,112,16,0.382653061224,0.909090909091,0.538461538462,0.0,0.326388888889,0.909090909091,68,4,17,3,51,1,0.6,0.444444444444,0.425,0.75,0.716666666667,0.2,2
2004_03_1116,Anthony M. Kennedy,,0,0.365,0,0,0,0,0,0,0.36,0.25,0.531652557968,0.243674089069,0.72991722601,0.594339622642,0.365705212147,0.534965034965,145,16,33,0,112,16,0.382653061224,0.909090909091,0.538461538462,0.0,0.326388888889,0.909090909091,68,4,17,3,51,1,0.6,0.444444444444,0.425,0.75,0.716666666667,0.2,2
2004_03_1116,Anthony M. Kennedy,,0,0.365,0,0,0,0,0,0,0.36,0.25,0.531652557968,0.243674089069,0.72991722601,0.594339622642,0.365705212147,0.534965034965,145,16,33,0,112,16,0.382653061224,0.909090909091,0.538461538462,0.0,0.326388888889,0.909090909091,68,4,17,3,51,1,0.6,0.444444444444,0.425,0.75,0.716666666667,0.2,2
2004_03_1116,Anthony M. Kennedy,,0,0.365,0,0,0,0,0,0,0.36,0.25,0.531652557968,0.243674089069,0.72991722601,0.594339622642,0.365705212147,0.534965034965,145,16,33,0,112,16,0.382653061224,0.909090909091,0.538461538462,0.0,0.326388888889,0.909090909091,68,4,17,3,51,1,0.6,0.444444444444,0.425,0.75,0.716666666667,0.2,2
2004_03_1116,Ruth Bader Ginsburg,0,1,0.68,0,0,0,0,0,0,0.38,0.25,0.70451657618,0.305908513342,0.965700981003,0.471698113208,0.593843115933,0.41958041958,154,15,15,0,139,15,0.428571428571,0.818181818182,0.192307692308,0.0,0.513888888889,0.818181818182,86,2,33,0,53,2,0.78,0.222222222222,0.825,0.0,0.75,0.4,2
2004_03_1116,Ruth Bader Ginsburg,,1,0.68,0,0,0,0,0,0,0.38,0.25,0.70451657618,0.305908513342,0.965700981003,0.471698113208,0.593843115933,0.41958041958,154,15,15,0,139,15,0.428571428571,0.818181818182,0.192307692308,0.0,0.513888888889,0.818181818182,86,2,33,0,53,2,0.78,0.222222222222,0.825,0.0,0.75,0.4,2
2004_03_1116,Ruth Bader Ginsburg,,1,0.68,0,0,0,0,0,0,0.38,0.25,0.70451657618,0.305908513342,0.965700981003,0.471698113208,0.593843115933,0.41958041958,154,15,15,0,139,15,0.428571428571,0.818181818182,0.192307692308,0.0,0.513888888889,0.818181818182,86,2,33,0,53,2,0.78,0.222222222222,0.825,0.0,0.75,0.4,2
2004_03_1116,Ruth Bader Ginsburg,,1,0.68,0,0,0,0,0,0,0.38,0.25,0.70451657618,0.305908513342,0.965700981003,0.471698113208,0.593843115933,0.41958041958,154,15,15,0,139,15,0.428571428571,0.818181818182,0.192307692308,0.0,0.513888888889,0.818181818182,86,2,33,0,53,2,0.78,0.222222222222,0.825,0.0,0.75,0.4,2
2004_03_1116,Stephen G. Breyer,0,0,0.475,0,0,0,0,0,0,0.64,0.75,0.55125040249,0.426357733175,1.0,1.0,1.0,0.916083916084,206,15,20,0,186,15,0.69387755102,0.818181818182,0.288461538462,0.0,0.840277777778,0.818181818182,96,9,31,4,65,5,0.88,1.0,0.775,1.0,0.95,1.0,2
2004_03_1116,Stephen G. Breyer,,0,0.475,0,0,0,0,0,0,0.64,0.75,0.55125040249,0.426357733175,1.0,1.0,1.0,0.916083916084,206,15,20,0,186,15,0.69387755102,0.818181818182,0.288461538462,0.0,0.840277777778,0.818181818182,96,9,31,4,65,5,0.88,1.0,0.775,1.0,0.95,1.0,2
2004_03_1116,Stephen G. Breyer,,0,0.475,0,0,0,0,0,0,0.64,0.75,0.55125040249,0.426357733175,1.0,1.0,1.0,0.916083916084,206,15,20,0,186,15,0.69387755102,0.818181818182,0.288461538462,0.0,0.840277777778,0.818181818182,96,9,31,4,65,5,0.88,1.0,0.775,1.0,0.95,1.0,2
2004_03_1116,Stephen G. Breyer,,0,0.475,0,0,0,0,0,0,0.64,0.75,0.55125040249,0.426357733175,1.0,1.0,1.0,0.916083916084,206,15,20,0,186,15,0.69387755102,0.818181818182,0.288461538462,0.0,0.840277777778,0.818181818182,96,9,31,4,65,5,0.88,1.0,0.775,1.0,0.95,1.0,2
2004_03_1116,Sandra Day O'Connor,0,1,0.415,0,0,0,0,0,0,0.48,0.25,0.597579894506,0.205418088737,0.569489974725,0.747641509434,0.257636329881,0.636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2004_03_1116,Sandra Day O'Connor,,1,0.415,0,0,0,0,0,0,0.48,0.25,0.597579894506,0.205418088737,0.569489974725,0.747641509434,0.257636329881,0.636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2004_03_1116,Sandra Day O'Connor,,1,0.415,0,0,0,0,0,0,0.48,0.25,0.597579894506,0.205418088737,0.569489974725,0.747641509434,0.257636329881,0.636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2004_03_1116,Sandra Day O'Connor,,1,0.415,0,0,0,0,0,0,0.48,0.25,0.597579894506,0.205418088737,0.569489974725,0.747641509434,0.257636329881,0.636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2004_03_1160,David H. Souter,0,0,0.325,0,0,0,0,0,0,0.4,0.0,0.622545454547,0.0,0.816960566335,0.587264150943,0.468584967822,0.524475524476,203,15,20,0,183,15,0.678571428571,0.818181818182,0.288461538462,0.0,0.819444444444,0.818181818182,83,7,30,4,53,3,0.75,0.777777777778,0.75,1.0,0.75,0.6,2
2004_03_1160,David H. Souter,0,0,0.325,0,0,0,0,0,0,0.4,0.0,0.622545454547,0.0,0.816960566335,0.587264150943,0.468584967822,0.524475524476,203,15,20,0,183,15,0.678571428571,0.818181818182,0.288461538462,0.0,0.819444444444,0.818181818182,83,7,30,4,53,3,0.75,0.777777777778,0.75,1.0,0.75,0.6,2
2004_03_1160,Antonin Scalia,0,0,0.0,0,0,0,0,0,0,1.0,0.5,0.859299710887,0.283568904594,0.738090410073,0.992924528302,0.486388813381,1.0,266,17,57,0,209,17,1.0,1.0,1.0,0.0,1.0,1.0,108,6,40,1,68,5,1.0,0.666666666667,1.0,0.25,1.0,1.0,2
2004_03_1160,Antonin Scalia,0,0,0.0,0,0,0,0,0,0,1.0,0.5,0.859299710887,0.283568904594,0.738090410073,0.992924528302,0.486388813381,1.0,266,17,57,0,209,17,1.0,1.0,1.0,0.0,1.0,1.0,108,6,40,1,68,5,1.0,0.666666666667,1.0,0.25,1.0,1.0,2
2004_03_1160,John Paul Stevens,0,0,0.25,0,0,0,0,0,0,0.66,1.0,1.0,1.0,0.967643201054,0.584905660377,0.441801361884,0.503496503497,169,12,28,0,141,12,0.505102040816,0.545454545455,0.442307692308,0.0,0.527777777778,0.545454545455,35,4,12,3,23,1,0.27,0.444444444444,0.3,0.75,0.25,0.2,2
2004_03_1160,John Paul Stevens,0,0,0.25,0,0,0,0,0,0,0.66,1.0,1.0,1.0,0.967643201054,0.584905660377,0.441801361884,0.503496503497,169,12,28,0,141,12,0.505102040816,0.545454545455,0.442307692308,0.0,0.527777777778,0.545454545455,35,4,12,3,23,1,0.27,0.444444444444,0.3,0.75,0.25,0.2,2
2004_03_1160,Anthony M. Kennedy,0,0,0.365,0,0,0,0,0,0,0.36,0.25,0.531652557968,0.243674089069,0.72991722601,0.594339622642,0.365705212147,0.534965034965,145,16,33,0,112,16,0.382653061224,0.909090909091,0.538461538462,0.0,0.326388888889,0.909090909091,68,4,17,3,51,1,0.6,0.444444444444,0.425,0.75,0.716666666667,0.2,2
2004_03_1160,Anthony M. Kennedy,0,0,0.365,0,0,0,0,0,0,0.36,0.25,0.531652557968,0.243674089069,0.72991722601,0.594339622642,0.365705212147,0.534965034965,145,16,33,0,112,16,0.382653061224,0.909090909091,0.538461538462,0.0,0.326388888889,0.909090909091,68,4,17,3,51,1,0.6,0.444444444444,0.425,0.75,0.716666666667,0.2,2
2004_03_1160,Ruth Bader Ginsburg,0,1,0.68,0,0,0,0,0,0,0.38,0.25,0.70451657618,0.305908513342,0.965700981003,0.471698113208,0.593843115933,0.41958041958,154,15,15,0,139,15,0.428571428571,0.818181818182,0.192307692308,0.0,0.513888888889,0.818181818182,86,2,33,0,53,2,0.78,0.222222222222,0.825,0.0,0.75,0.4,2
2004_03_1160,Ruth Bader Ginsburg,0,1,0.68,0,0,0,0,0,0,0.38,0.25,0.70451657618,0.305908513342,0.965700981003,0.471698113208,0.593843115933,0.41958041958,154,15,15,0,139,15,0.428571428571,0.818181818182,0.192307692308,0.0,0.513888888889,0.818181818182,86,2,33,0,53,2,0.78,0.222222222222,0.825,0.0,0.75,0.4,2
