,speaker_name,year,sum_male,sum_female,sum_neutral_female,sum_neutral_male,sum_neutral,ratio_neutral_male,ratio_neutral_female,ratio_male,ratio_female
1096,Carter G. Phillips,2006,0,0,0,0,0,0,0,0.0,0.0
1097,Thomas G. Hungar,2006,0,0,0,0,0,0,0,0.0,0.0
1098,Sean H. Donahue,2006,0,0,0,0,0,0,0,0.0,0.0
1099,David C. Frederick,2006,0,0,0,0,0,0,0,0.0,0.0
1100,Douglas Hallward-Driemeier,2006,0,0,0,0,0,0,0,0.0,0.0
1101,Leonard B. Simon,2006,0,0,0,0,0,0,0,0.0,0.0
1102,Mary Catherine Bonner,2006,0,0,0,0,0,0,0,0.0,0.0
1103,Christopher M. Kise,2006,0,0,0,0,0,0,0,0.0,0.0
1104,Paul D. Clement,2006,0,0,0,0,0,0,0,0.0,0.0
1105,Harry J.F. Korrell,2006,0,0,0,0,0,0,0,0.0,0.0
1106,Michael F. Madden,2006,0,0,0,0,0,0,0,0.0,0.0
1107,Paul D. Clement,2006,0,0,0,0,0,0,0,0.0,0.0
1108,"Francis J. Mellen, Jr.",2006,0,0,0,0,0,0,0,0.0,0.0
1109,Teddy B. Gordon,2006,0,0,0,0,0,0,0,0.0,0.0
1110,William B. Collins,2006,0,0,0,0,0,0,0,0.0,0.0
1111,Matthew D. Roberts,2006,0,0,0,0,0,0,0,0.0,0.0
1112,Jeffrey L. Fisher,2006,0,0,0,0,0,0,0,0.0,0.0
1113,Craig L. Crawford,2006,0,0,0,0,0,0,0,0.0,0.0
1114,Jonathan L. Marcus,2006,0,0,0,0,0,0,0,0.0,0.0
1115,Jean-Claude Andre,2006,0,0,0,0,0,0,0,0.0,0.0
1116,David B. Salmons,2006,0,0,0,0,0,0,0,0.0,0.0
1117,Pierre H. Bergeron,2006,0,0,0,0,0,0,0,0.0,0.0
1118,David G. Baker,2006,0,0,0,0,0,0,0,0.0,0.0
1119,"G. Eric Brunstad, Jr.",2006,0,0,0,0,0,0,0,0.0,0.0
1120,Lisa S. Blatt,2006,0,0,0,0,0,0,0,0.0,0.0
1121,Atmore Baggot,2006,0,0,0,0,0,0,0,0.0,0.0
1122,Michael R. Dreeben,2006,0,0,0,0,0,0,0,0.0,0.0
1123,Gregory A. Castanias,2006,0,0,0,0,0,0,0,0.0,0.0
1124,Gregory A. Castanias,2006,0,0,0,0,0,0,0,0.0,0.0
1125,Gregory Andrew Castanias,2006,0,0,0,0,0,0,0,0.0,0.0
1126,Douglas Hallward-Driemeier,2006,0,0,0,0,0,0,0,0.0,0.0
1127,Ann-Michele G. Higgins,2006,0,0,0,0,0,0,0,0.0,0.0
1128,Beth S. Brinkmann,2006,0,0,0,0,0,0,0,0.0,0.0
1129,Seth P. Waxman,2006,0,0,0,0,0,0,0,0.0,0.0
1130,John J.P. Howley,2006,0,0,0,0,0,0,0,0.0,0.0
1131,Sri Srinivasan,2006,0,0,0,0,0,0,0,0.0,0.0
1132,Michael A. Cardozo,2006,0,0,0,0,0,0,0,0.0,0.0
1133,Andrea K. Spillars,2006,0,0,0,0,0,0,0,0.0,0.0
1134,John H. Blume,2006,0,0,0,0,0,0,0,0.0,0.0
1135,Thomas E. Redding,2006,0,0,0,0,0,0,0,0.0,0.0
1136,Suzanne Lee Elliott,2006,0,0,0,0,0,0,0,0.0,0.0
1137,Theodore B. Olson,2006,0,0,0,0,0,0,0,0.0,0.0
1138,Thomas G. Hungar,2006,0,0,0,0,0,0,0,0.0,0.0
1139,Robert W. Coykendall,2006,0,0,0,0,0,0,0,0.0,0.0
1140,Barbara D. Underwood,2006,0,0,0,0,0,0,0,0.0,0.0
1141,Carter G. Phillips,2006,0,0,0,0,0,0,0,0.0,0.0
1142,Kannon K. Shanmugam,2006,0,0,0,0,0,0,0,0.0,0.0
1143,Arthur R. Miller,2006,0,0,0,0,0,0,0,0.0,0.0
1144,Victor S. Haltom,2006,0,0,0,0,0,0,0,0.0,0.0
1145,Paul Mancino Jr.,2006,0,0,0,0,0,0,0,0.0,0.0
1146,William P. Marshall,2006,0,0,0,0,0,0,0,0.0,0.0
1147,Seth M. Galanter,2006,0,0,0,0,0,0,0,0.0,0.0
1148,Michael R. Dreeben,2006,0,0,0,0,0,0,0,0.0,0.0
1149,Michael Dwyer,2006,0,0,0,0,0,0,0,0.0,0.0
1150,Thomas G. Hungar,2006,0,0,0,0,0,0,0,0.0,0.0
1151,Owen T. Armstrong Jr.,2006,0,0,0,0,0,0,0,0.0,0.0
1152,Jay D. Geck,2006,0,0,0,0,0,0,0,0.0,0.0
1153,Thomas N. Cochran,2006,0,0,0,0,0,0,0,0.0,0.0
1154,Michael R. Dreeben,2006,0,0,0,0,0,0,0,0.0,0.0
1155,Harold C. Becker,2006,0,0,0,0,0,0,0,0.0,0.0
1156,Thomas E. Caballero,2006,0,0,0,0,0,0,0,0.0,0.0
1157,Jean M. Manning,2006,0,0,0,0,0,0,0,0.0,0.0
1158,Richard A. Salzman,2006,0,0,0,0,0,0,0,0.0,0.0
1159,Gregory W. Wiercioch,2006,0,0,0,0,0,0,0,0.0,0.0
1160,R. Ted Cruz,2006,0,0,0,0,0,0,0,0.0,0.0
1161,Elizabeth M. Campbell,2006,0,0,0,0,0,0,0,0.0,0.0
1162,Clifford E. Zall,2006,0,0,0,0,0,0,0,0.0,0.0
1163,Michael K. Kellogg,2006,0,0,0,0,0,0,0,0.0,0.0
1164,Scott A. Shorr,2006,0,0,0,0,0,0,0,0.0,0.0
1165,Maureen E. Mahoney,2006,0,0,0,0,0,0,0,0.0,0.0
1166,Steve Bullock,2006,0,0,0,0,0,0,0,0.0,0.0
1167,Peter Kenneth Michael,2006,0,0,0,0,0,0,0,0.0,0.0
1168,William M. Jay,2006,0,0,0,0,0,0,0,0.0,0.0
1169,Todd G. Vare,2007,0,0,0,0,0,0,0,0.0,0.0
1170,Matthew D. Roberts,2007,0,0,0,0,0,0,0,0.0,0.0
1171,Terry M. Boudreaux,2007,0,0,0,0,0,0,0,0.0,0.0
1172,Stephen B. Bright,2007,0,0,0,0,0,0,0,0.0,0.0
1173,Robert D. Klausner,2007,0,0,0,0,0,0,0,0.0,0.0
1174,Malcolm L. Stewart,2007,0,0,0,0,0,0,0,0.0,0.0
1175,Michael R. Dreeben,2007,0,0,0,0,0,0,0,0.0,0.0
1176,Thomas C. Goldstein,2007,0,0,0,0,0,0,0,0.0,0.0
1177,Nicole A. Saharsky,2007,0,0,0,0,0,0,0,0.0,0.0
1178,Jeffrey L. Fisher,2007,0,0,0,0,0,0,0,0.0,0.0
1179,Margaret A. Katze,2007,0,0,0,0,0,0,0,0.0,0.0
1180,Leondra R. Kruger,2007,0,0,0,0,0,0,0,0.0,0.0
1181,Lisa S. Blatt,2007,0,0,0,0,0,0,0,0.0,0.0
1182,Brent E. Newton,2007,0,0,0,0,0,0,0,0.0,0.0
1183,Malcolm L. Stewart,2007,0,0,0,0,0,0,0,0.0,0.0
1184,Jeffrey K. Haynes,2007,0,0,0,0,0,0,0,0.0,0.0
1185,Edwin S. Kneedler,2007,0,0,0,0,0,0,0,0.0,0.0
1186,Christopher J. Meade,2007,0,0,0,0,0,0,0,0.0,0.0
1187,Paul D. Clement,2007,0,0,0,0,0,0,0,0.0,0.0
1188,Seth P. Waxman,2007,0,0,0,0,0,0,0,0.0,0.0
1189,Edwin S. Kneedler,2007,0,0,0,0,0,0,0,0.0,0.0
1190,Charles A. Rothfeld,2007,0,0,0,0,0,0,0,0.0,0.0
1191,Robert A. Swift,2007,0,0,0,0,0,0,0,0.0,0.0
1192,Dennis E. Egan,2007,0,0,0,0,0,0,0,0.0,0.0
1193,"Paul W. Cane, Jr.",2007,0,0,0,0,0,0,0,0.0,0.0
1194,Gregory G. Garre,2007,0,0,0,0,0,0,0,0.0,0.0
1195,Andrew J. Pincus,2007,0,0,0,0,0,0,0,0.0,0.0
1196,Malcolm L. Stewart,2007,0,0,0,0,0,0,0,0.0,0.0
1197,"Drew S. Days, III",2007,0,0,0,0,0,0,0,0.0,0.0
1198,Eric D. Miller,2007,0,0,0,0,0,0,0,0.0,0.0
1199,Peter J. Rubin,2007,0,0,0,0,0,0,0,0.0,0.0
1200,Warren R. Calvert,2007,0,0,0,0,0,0,0,0.0,0.0
1201,Carter G. Phillips,2007,0,0,0,0,0,0,0,0.0,0.0
1202,Douglas Hallward-Driemeier,2007,0,0,0,0,0,0,0,0.0,0.0
1203,Gregory G. Garre,2007,0,0,0,0,0,0,0,0.0,0.0
1204,David L. Rose,2007,0,0,0,0,0,0,0,0.0,0.0
1205,Toby J. Heytens,2007,0,0,0,0,0,0,0,0.0,0.0
1206,Connie L. Lensing,2007,0,0,0,0,0,0,0,0.0,0.0
1207,Beth S. Brinkmann,2007,0,0,0,0,0,0,0,0.0,0.0
1208,Brian F. Barov,2007,0,0,0,0,0,0,0,0.0,0.0
1209,Paul D. Clement,2007,0,0,0,0,0,0,0,0.0,0.0
1210,Cynthia H. Hyndman,2007,0,0,0,0,0,0,0,0.0,0.0
1211,Michael W. Hawkins,2007,0,0,0,0,0,0,0,0.0,0.0
1212,Jerry V. Beard,2007,0,0,0,0,0,0,0,0.0,0.0
1213,Lisa H. Schertler,2007,0,0,0,0,0,0,0,0.0,0.0
1214,Edwin S. Kneedler,2007,0,0,0,0,0,0,0,0.0,0.0
1215,"Walter E. Dellinger, III",2007,0,0,0,0,0,0,0,0.0,0.0
1216,Christopher J. Wright,2007,0,0,0,0,0,0,0,0.0,0.0
1217,"G. Eric Brunstad, Jr.",2007,0,0,0,0,0,0,0,0.0,0.0
1218,Joseph D. Schleimer,2007,0,0,0,0,0,0,0,0.0,0.0
1219,Allison M. Zieve,2007,0,0,0,0,0,0,0,0.0,0.0
1220,Carter G. Phillips,2007,0,0,0,0,0,0,0,0.0,0.0
1221,Daryl Joseffer,2007,0,0,0,0,0,0,0,0.0,0.0
1222,John D. Cline,2007,0,0,0,0,0,0,0,0.0,0.0
1223,Deanne E. Maynard,2007,0,0,0,0,0,0,0,0.0,0.0
1224,Charles A. Rothfeld,2007,0,0,0,0,0,0,0,0.0,0.0
1225,Kannon K. Shanmugam,2007,0,0,0,0,0,0,0,0.0,0.0
1226,Joseph Margulies,2007,0,0,0,0,0,0,0,0.0,0.0
1227,Gregory G. Garre,2007,0,0,0,0,0,0,0,0.0,0.0
1228,Anthony A. Yang,2007,0,0,0,0,0,0,0,0.0,0.0
1229,Brian Wolfman,2007,0,0,0,0,0,0,0,0.0,0.0
1230,Allison M. Zieve,2007,0,0,0,0,0,0,0,0.0,0.0
1231,Edwin S. Kneedler,2007,0,0,0,0,0,0,0,0.0,0.0
1232,Theodore B. Olson,2007,0,0,0,0,0,0,0,0.0,0.0
1233,Stephen M. Shapiro,2007,0,0,0,0,0,0,0,0.0,0.0
1234,Thomas G. Hungar,2007,0,0,0,0,0,0,0,0.0,0.0
1235,Stanley M. Grossman,2007,0,0,0,0,0,0,0,0.0,0.0
1236,Beth S. Brinkmann,2007,0,0,0,0,0,0,0,0.0,0.0
1237,Paul Stern,2007,0,0,0,0,0,0,0,0.0,0.0
1238,Douglas Hallward-Driemeier,2007,0,0,0,0,0,0,0,0.0,0.0
1239,Karl J. Koch,2007,0,0,0,0,0,0,0,0.0,0.0
1240,Deanne E. Maynard,2007,0,0,0,0,0,0,0,0.0,0.0
1241,Michael S. Nachmanoff,2007,0,0,0,0,0,0,0,0.0,0.0
1242,Michael R. Dreeben,2007,0,0,0,0,0,0,0,0.0,0.0
1243,Leonard J. Koerner,2007,0,0,0,0,0,0,0,0.0,0.0
1244,Paul G. Gardephe,2007,0,0,0,0,0,0,0,0.0,0.0
1245,Gregory G. Garre,2007,0,0,0,0,0,0,0,0.0,0.0
1246,"G. Eric Brunstad, Jr.",2007,0,0,0,0,0,0,0,0.0,0.0
1247,C. Christopher Trower,2007,0,0,0,0,0,0,0,0.0,0.0
1248,Richard A. Coad,2007,0,0,0,0,0,0,0,0.0,0.0
1249,Daryl Joseffer,2007,0,0,0,0,0,0,0,0.0,0.0
1250,Paul D. Clement,2007,0,0,0,0,0,0,0,0.0,0.0
1251,Richard J. Diaz,2007,0,0,0,0,0,0,0,0.0,0.0
1252,Robert M. McKenna,2007,0,0,0,0,0,0,0,0.0,0.0
1253,"John J. White, Jr.",2007,0,0,0,0,0,0,0,0.0,0.0
1254,"Arthur J. Madden, III",2007,0,0,0,0,0,0,0,0.0,0.0
1255,Matthew D. Roberts,2007,0,0,0,0,0,0,0,0.0,0.0
1256,Peter B. Rutledge,2007,0,0,0,0,0,0,0,0.0,0.0
1257,Andrew J. Rossman,2007,0,0,0,0,0,0,0,0.0,0.0
1258,"Frederick A.O. Schwarz, Jr.",2007,0,0,0,0,0,0,0,0.0,0.0
1259,Theodore B. Olson,2007,0,0,0,0,0,0,0,0.0,0.0
1260,Michael R. Dreeben,2007,0,0,0,0,0,0,0,0.0,0.0
1261,Jeffrey T. Green,2007,0,0,0,0,0,0,0,0.0,0.0
1262,Benjamin J. Butler,2007,0,0,0,0,0,0,0,0.0,0.0
1263,Patrick C. Diamond,2007,0,0,0,0,0,0,0,0.0,0.0
1264,Matthew D. Roberts,2007,0,0,0,0,0,0,0,0.0,0.0
1265,Peter K. Stris,2007,0,0,0,0,0,0,0,0.0,0.0
1266,Thomas P. Gies,2007,0,0,0,0,0,0,0,0.0,0.0
1267,Kannon K. Shanmugam,2007,0,0,0,0,0,0,0,0.0,0.0
1268,Jean-Claude Andre,2007,0,0,0,0,0,0,0,0.0,0.0
1269,Amy L. Posner,2007,0,0,0,0,0,0,0,0.0,0.0
1270,E. Joshua Rosenkranz,2007,0,0,0,0,0,0,0,0.0,0.0
1271,Nicole A. Saharsky,2007,0,0,0,0,0,0,0,0.0,0.0
1272,Maureen E. Mahoney,2007,0,0,0,0,0,0,0,0.0,0.0
1273,Carter G. Phillips,2007,0,0,0,0,0,0,0,0.0,0.0
1274,Thomas G. Hungar,2007,0,0,0,0,0,0,0,0.0,0.0
1275,Thomas G. Hungar,2007,0,0,0,0,0,0,0,0.0,0.0
1276,Michael H. Gottesman,2007,0,0,0,0,0,0,0,0.0,0.0
1277,Willis J. Goldsmith,2007,0,0,0,0,0,0,0,0.0,0.0
1278,R. Ted Cruz,2007,0,0,0,0,0,0,0,0.0,0.0
1279,Paul D. Clement,2007,0,0,0,0,0,0,0,0.0,0.0
1280,Donald Francis Donovan,2007,0,0,0,0,0,0,0,0.0,0.0
1281,Carter G. Phillips,2007,0,0,0,0,0,0,0,0.0,0.0
1282,Beth S. Brinkmann,2007,0,0,0,0,0,0,0,0.0,0.0
1283,Mark T. Stancil,2007,0,0,0,0,0,0,0,0.0,0.0
1284,Thomas M. Fisher,2007,0,0,0,0,0,0,0,0.0,0.0
1285,Michael R. Dreeben,2007,0,0,0,0,0,0,0,0.0,0.0
1286,Paul D. Clement,2007,0,0,0,0,0,0,0,0.0,0.0
1287,Paul M. Smith,2007,0,0,0,0,0,0,0,0.0,0.0
1288,Thomas M. Fisher,2007,0,0,0,0,0,0,0,0.0,0.0
1289,Theodore M. Becker,2007,0,0,0,0,0,0,0,0.0,0.0
1290,Eric D. Miller,2007,0,0,0,0,0,0,0,0.0,0.0
1291,David W. DeBruin,2007,0,0,0,0,0,0,0,0.0,0.0
1292,Malcolm L. Stewart,2007,0,0,0,0,0,0,0,0.0,0.0
1293,"James B. Helmer, Jr.",2007,0,0,0,0,0,0,0,0.0,0.0
1294,Theodore B. Olson,2007,0,0,0,0,0,0,0,0.0,0.0
1295,Jeffrey L. Fisher,2007,0,0,0,0,0,0,0,0.0,0.0
1296,"Walter E. Dellinger, III",2007,0,0,0,0,0,0,0,0.0,0.0
1297,"Walter E. Dellinger, III",2007,0,0,0,0,0,0,0,0.0,0.0
1298,Paul D. Clement,2007,0,0,0,0,0,0,0,0.0,0.0
1299,Alan Gura,2007,0,0,0,0,0,0,0,0.0,0.0
1300,Patricia A. Millett,2007,0,0,0,0,0,0,0,0.0,0.0
1301,William M. Jay,2007,0,0,0,0,0,0,0,0.0,0.0
1302,"G. Eric Brunstad, Jr.",2007,0,0,0,0,0,0,0,0.0,0.0
1303,Scott D. Makar,2007,0,0,0,0,0,0,0,0.0,0.0
1304,Andrew D. Herman,2007,0,0,0,0,0,0,0,0.0,0.0
1305,Paul D. Clement,2007,0,0,0,0,0,0,0,0.0,0.0
1306,Deanne E. Maynard,2007,0,0,0,0,0,0,0,0.0,0.0
1307,Amy Howe,2007,0,0,0,0,0,0,0,0.0,0.0
1308,Jay T. Jorgensen,2007,0,0,0,0,0,0,0,0.0,0.0
1309,R. Ted Cruz,2007,0,0,0,0,0,0,0,0.0,0.0
1310,Juliet L. Clark,2007,0,0,0,0,0,0,0,0.0,0.0
1311,Jeffrey L. Fisher,2007,0,0,0,0,0,0,0,0.0,0.0
1312,Adina H. Rosenbaum,2007,0,0,0,0,0,0,0,0.0,0.0
1313,Catherine E. Stetson,2007,0,0,0,0,0,0,0,0.0,0.0
1314,Douglas Hallward-Driemeier,2007,0,0,0,0,0,0,0,0.0,0.0
1315,Paul A. Banker,2007,0,0,0,0,0,0,0,0.0,0.0
1316,David C. Frederick,2007,0,0,0,0,0,0,0,0.0,0.0
1317,Curtis E. Gannon,2007,0,0,0,0,0,0,0,0.0,0.0
1318,Gregory S. Coleman,2007,0,0,0,0,0,0,0,0.0,0.0
1319,Danielle Spinelli,2007,0,0,0,0,0,0,0,0.0,0.0
1320,Gen. Michael B. Mukasey,2007,0,0,0,0,0,0,0,0.0,0.0
1321,"Thomas W. Hillier, II",2007,0,0,0,0,0,0,0,0.0,0.0
1322,Neal Kumar Katyal,2007,0,0,0,0,0,0,0,0.0,0.0
1323,Janet A. Metcalf,2007,0,0,0,0,0,0,0,0.0,0.0
1324,Lisa S. Blatt,2007,0,0,0,0,0,0,0,0.0,0.0
1325,"Roy T. Englert, Jr.",2007,0,0,0,0,0,0,0,0.0,0.0
1326,"Roy T. Englert, Jr.",2007,0,0,0,0,0,0,0,0.0,0.0
1327,"Donald B. Verrilli, Jr.",2007,0,0,0,0,0,0,0,0.0,0.0
1328,"Donald B. Verrilli, Jr.",2007,0,0,0,0,0,0,0,0.0,0.0
1329,Gregory G. Garre,2007,0,0,0,0,0,0,0,0.0,0.0
1330,Carter G. Phillips,2007,0,0,0,0,0,0,0,0.0,0.0
1331,"Roy T. Englert, Jr.",2007,0,0,0,0,0,0,0,0.0,0.0
1332,Marilyn G. Burkhardt,2007,0,0,0,0,0,0,0,0.0,0.0
1333,Donald E. De Nicola,2007,0,0,0,0,0,0,0,0.0,0.0
1334,Pamela S. Karlan,2007,0,0,0,0,0,0,0,0.0,0.0
1335,Kevin C. Newsom,2007,0,0,0,0,0,0,0,0.0,0.0
1336,Kannon K. Shanmugam,2007,0,0,0,0,0,0,0,0.0,0.0
1337,"H. Bartow Farr, III",2007,0,0,0,0,0,0,0,0.0,0.0
1338,David C. Frederick,2007,0,0,0,0,0,0,0,0.0,0.0
1339,Robert N. Hochman,2008,0,0,0,0,0,0,0,0.0,0.0
1340,Matthew D. Roberts,2008,0,0,0,0,0,0,0,0.0,0.0
1341,Seth P. Waxman,2008,0,0,0,0,0,0,0,0.0,0.0
1342,Edwin S. Kneedler,2008,0,0,0,0,0,0,0,0.0,0.0
1343,David C. Frederick,2008,0,0,0,0,0,0,0,0.0,0.0
1344,Eric Schnapper,2008,0,0,0,0,0,0,0,0.0,0.0
1345,Theodore S. Allison,2008,0,0,0,0,0,0,0,0.0,0.0
1346,Lisa S. Blatt,2008,0,0,0,0,0,0,0,0.0,0.0
1347,Francis H. Young,2008,0,0,0,0,0,0,0,0.0,0.0
1348,Gregory G. Garre,2008,0,0,0,0,0,0,0,0.0,0.0
1349,Alexander A. Reinert,2008,0,0,0,0,0,0,0,0.0,0.0
1350,Jason E. Murtagh,2008,0,0,0,0,0,0,0,0.0,0.0
1351,Barbara D. Underwood,2008,0,0,0,0,0,0,0,0.0,0.0
1352,David L. McColgin,2008,0,0,0,0,0,0,0,0.0,0.0
1353,Michael R. Dreeben,2008,0,0,0,0,0,0,0,0.0,0.0
1354,Malcolm L. Stewart,2008,0,0,0,0,0,0,0,0.0,0.0
1355,"H. Bartow Farr, III",2008,0,0,0,0,0,0,0,0.0,0.0
1356,Caitlin J. Halligan,2008,0,0,0,0,0,0,0,0.0,0.0
1357,Jonathan S. Franklin,2008,0,0,0,0,0,0,0,0.0,0.0
1358,Douglas Hallward-Driemeier,2008,0,0,0,0,0,0,0,0.0,0.0
1359,Thomas C. Goldstein,2008,0,0,0,0,0,0,0,0.0,0.0
1360,Thomas C. Goldstein,2008,0,0,0,0,0,0,0,0.0,0.0
1361,Jennifer L. Smith,2008,0,0,0,0,0,0,0,0.0,0.0
1362,Joseph L. Parkhurst,2008,0,0,0,0,0,0,0,0.0,0.0
1363,Toby J. Heytens,2008,0,0,0,0,0,0,0,0.0,0.0
1364,Andrew J. Pincus,2008,0,0,0,0,0,0,0,0.0,0.0
1365,Charles A. Rothfeld,2008,0,0,0,0,0,0,0,0.0,0.0
1366,Kay H. Hodge,2008,0,0,0,0,0,0,0,0.0,0.0
1367,Eric D. Miller,2008,0,0,0,0,0,0,0,0.0,0.0
1368,Christopher J. Meade,2008,0,0,0,0,0,0,0,0.0,0.0
1369,Mark R. Lippman,2008,0,0,0,0,0,0,0,0.0,0.0
1370,Stephen M. Shapiro,2008,0,0,0,0,0,0,0,0.0,0.0
1371,Robert S. Peck,2008,0,0,0,0,0,0,0,0.0,0.0
1372,Richard P. Bress,2008,0,0,0,0,0,0,0,0.0,0.0
1373,Katherine Burnett,2008,0,0,0,0,0,0,0,0.0,0.0
1374,Gregory G. Garre,2008,0,0,0,0,0,0,0,0.0,0.0
1375,Richard B. Kendall,2008,0,0,0,0,0,0,0,0.0,0.0
1376,Marc Fernich,2008,0,0,0,0,0,0,0,0.0,0.0
1377,Anthony A. Yang,2008,0,0,0,0,0,0,0,0.0,0.0
1378,Steven E. Mercer,2008,0,0,0,0,0,0,0,0.0,0.0
1379,Charles M. Sevilla,2008,0,0,0,0,0,0,0,0.0,0.0
1380,Stephen R. McAllister,2008,0,0,0,0,0,0,0,0.0,0.0
1381,Nicole A. Saharsky,2008,0,0,0,0,0,0,0,0.0,0.0
1382,Matthew J. Edge,2008,0,0,0,0,0,0,0,0.0,0.0
1383,Mark J. Bennett,2008,0,0,0,0,0,0,0,0.0,0.0
1384,William M. Jay,2008,0,0,0,0,0,0,0,0.0,0.0
1385,Kannon K. Shanmugam,2008,0,0,0,0,0,0,0,0.0,0.0
1386,Edwin S. Kneedler,2008,0,0,0,0,0,0,0,0.0,0.0
1387,Carter G. Phillips,2008,0,0,0,0,0,0,0,0.0,0.0
1388,Gregory S. Coleman,2008,0,0,0,0,0,0,0,0.0,0.0
1389,Edwin S. Kneedler,2008,0,0,0,0,0,0,0,0.0,0.0
1390,Christopher J. Meade,2008,0,0,0,0,0,0,0,0.0,0.0
1391,Glenn W. Rhodes,2008,0,0,0,0,0,0,0,0.0,0.0
1392,"Donald B. Verrilli, Jr.",2008,0,0,0,0,0,0,0,0.0,0.0
1393,Kathryn W. Landry,2008,0,0,0,0,0,0,0,0.0,0.0
1394,Kathleen M. Sullivan,2008,0,0,0,0,0,0,0,0.0,0.0
1395,Maureen E. Mahoney,2008,0,0,0,0,0,0,0,0.0,0.0
1396,Malcolm L. Stewart,2008,0,0,0,0,0,0,0,0.0,0.0
1397,Edwin S. Kneedler,2008,0,0,0,0,0,0,0,0.0,0.0
1398,Matt G. Kenna,2008,0,0,0,0,0,0,0,0.0,0.0
1399,Andrew J. Pincus,2008,0,0,0,0,0,0,0,0.0,0.0
1400,Gregory G. Katsas,2008,0,0,0,0,0,0,0,0.0,0.0
1401,Aaron M. Panner,2008,0,0,0,0,0,0,0,0.0,0.0
1402,Deanne E. Maynard,2008,0,0,0,0,0,0,0,0.0,0.0
1403,Maxwell M. Blecher,2008,0,0,0,0,0,0,0,0.0,0.0
1404,Richard M. Brunell,2008,0,0,0,0,0,0,0,0.0,0.0
1405,Pamela S. Karlan,2008,0,0,0,0,0,0,0,0.0,0.0
1406,Michael R. Dreeben,2008,0,0,0,0,0,0,0,0.0,0.0
1407,Theodore B. Olson,2008,0,0,0,0,0,0,0,0.0,0.0
1408,Deanne E. Maynard,2008,0,0,0,0,0,0,0,0.0,0.0
1409,Joseph T. Maziarz,2008,0,0,0,0,0,0,0,0.0,0.0
1410,Anthony A. Yang,2008,0,0,0,0,0,0,0,0.0,0.0
1411,Thomas F. Jacobs,2008,0,0,0,0,0,0,0,0.0,0.0
1412,Carter G. Phillips,2008,0,0,0,0,0,0,0,0.0,0.0
1413,Lisa S. Blatt,2008,0,0,0,0,0,0,0,0.0,0.0
1414,Kevin K. Russell,2008,0,0,0,0,0,0,0,0.0,0.0
1415,Jeremy Friedlander,2008,0,0,0,0,0,0,0,0.0,0.0
1416,Pratik A. Shah,2008,0,0,0,0,0,0,0,0.0,0.0
1417,J. Bradley O'Connell,2008,0,0,0,0,0,0,0,0.0,0.0
1418,Theodore B. Olson,2008,0,0,0,0,0,0,0,0.0,0.0
1419,David C. Frederick,2008,0,0,0,0,0,0,0,0.0,0.0
1420,Douglas Hallward-Driemeier,2008,0,0,0,0,0,0,0,0.0,0.0
1421,Paul Salvatore,2008,0,0,0,0,0,0,0,0.0,0.0
1422,David C. Frederick,2008,0,0,0,0,0,0,0,0.0,0.0
1423,Curtis E. Gannon,2008,0,0,0,0,0,0,0,0.0,0.0
1424,Gregory G. Garre,2008,0,0,0,0,0,0,0,0.0,0.0
1425,Carter G. Phillips,2008,0,0,0,0,0,0,0,0.0,0.0
1426,Daryl Joseffer,2008,0,0,0,0,0,0,0,0.0,0.0
1427,Maureen E. Mahoney,2008,0,0,0,0,0,0,0,0.0,0.0
1428,Richard J. Lazarus,2008,0,0,0,0,0,0,0,0.0,0.0
1429,Jeffrey L. Fisher,2008,0,0,0,0,0,0,0,0.0,0.0
1430,Martha Coakley,2008,0,0,0,0,0,0,0,0.0,0.0
1431,Lisa H. Schertler,2008,0,0,0,0,0,0,0,0.0,0.0
1432,Nicole A. Saharsky,2008,0,0,0,0,0,0,0,0.0,0.0
1433,Troy N. Giatras,2008,0,0,0,0,0,0,0,0.0,0.0
1434,W. James Young,2008,0,0,0,0,0,0,0,0.0,0.0
1435,Jeremiah A. Collins,2008,0,0,0,0,0,0,0,0.0,0.0
1436,David J. Bederman,2008,0,0,0,0,0,0,0,0.0,0.0
1437,Douglas Hallward-Driemeier,2008,0,0,0,0,0,0,0,0.0,0.0
1438,Carter G. Phillips,2008,0,0,0,0,0,0,0,0.0,0.0
1439,David A. Furlow,2008,0,0,0,0,0,0,0,0.0,0.0
1440,Leondra R. Kruger,2008,0,0,0,0,0,0,0,0.0,0.0
1441,Mark I. Levy,2008,0,0,0,0,0,0,0,0.0,0.0
1442,Jay A. Sekulow,2008,0,0,0,0,0,0,0,0.0,0.0
1443,Daryl Joseffer,2008,0,0,0,0,0,0,0,0.0,0.0
1444,Pamela Harris,2008,0,0,0,0,0,0,0,0.0,0.0
1445,"Christopher G. Browning, Jr.",2008,0,0,0,0,0,0,0,0.0,0.0
1446,Carl W. Thurman III,2008,0,0,0,0,0,0,0,0.0,0.0
1447,Daryl Joseffer,2008,0,0,0,0,0,0,0,0.0,0.0
1448,Thomas C. Goldstein,2008,0,0,0,0,0,0,0,0.0,0.0
1449,Sean D. Jordan,2008,0,0,0,0,0,0,0,0.0,0.0
1450,Peter Stirba,2008,0,0,0,0,0,0,0,0.0,0.0
1451,Malcolm L. Stewart,2008,0,0,0,0,0,0,0,0.0,0.0
1452,Theodore P. Metzler Jr.,2008,0,0,0,0,0,0,0,0.0,0.0
