,speaker_name,year,sum_male,sum_female,sum_neutral_female,sum_neutral_male,sum_neutral,ratio_neutral_male,ratio_neutral_female,ratio_male,ratio_female
357,Thomas A. Barnico,1999,0,0,0,0,0,0,0,0.0,0.0
358,Timothy B. Dyk,1999,0,0,0,0,0,0,0,0.0,0.0
359,Seth P. Waxman,1999,0,0,0,0,0,0,0,0.0,0.0
360,Joseph D. O'Neill,1999,0,0,0,0,0,0,0,0.0,0.0
361,Edward C. DuMont,1999,0,0,0,0,0,0,0,0.0,0.0
362,Lisa S. Gochman,1999,0,0,0,0,0,0,0,0.0,0.0
363,Michael E. Rosman,1999,0,0,0,0,0,0,0,0.0,0.0
364,Julie Goldscheid,1999,0,0,0,0,0,0,0,0.0,0.0
365,Seth P. Waxman,1999,0,0,0,0,0,0,0,0.0,0.0
366,Debra J. Dixon,1999,0,0,0,0,0,0,0,0.0,0.0
367,Jack A. Wheat,1999,0,0,0,0,0,0,0,0.0,0.0
368,Dennis P. Riordan,1999,0,0,0,0,0,0,0,0.0,0.0
369,Seth M. Hufstedler,1999,0,0,0,0,0,0,0,0.0,0.0
370,Rita La Lumia,1999,0,0,0,0,0,0,0,0.0,0.0
371,Paul R. Q. Wolfson,1999,0,0,0,0,0,0,0,0.0,0.0
372,Patricia A. Millett,1999,0,0,0,0,0,0,0,0.0,0.0
373,Taylor B. Smith,1999,0,0,0,0,0,0,0,0.0,0.0
374,Jim Waide,1999,0,0,0,0,0,0,0,0.0,0.0
375,Paul G. Cassell,1999,0,0,0,0,0,0,0,0.0,0.0
376,James W. Hundley,1999,0,0,0,0,0,0,0,0.0,0.0
377,Seth P. Waxman,1999,0,0,0,0,0,0,0,0.0,0.0
378,Donald J. McCauley,1999,0,0,0,0,0,0,0,0.0,0.0
379,David C. Frederick,1999,0,0,0,0,0,0,0,0.0,0.0
380,Donald M. Falk,1999,0,0,0,0,0,0,0,0.0,0.0
381,Michael R. Dreeben,1999,0,0,0,0,0,0,0,0.0,0.0
382,Mark E. Olive,1999,0,0,0,0,0,0,0,0.0,0.0
383,"Robert H. Anderson, III",1999,0,0,0,0,0,0,0,0.0,0.0
384,Beth S. Brinkmann,1999,0,0,0,0,0,0,0,0.0,0.0
385,Peter C. Hein,1999,0,0,0,0,0,0,0,0.0,0.0
386,"Robert A. Long, Jr.",1999,0,0,0,0,0,0,0,0.0,0.0
387,John Cornyn,1999,0,0,0,0,0,0,0,0.0,0.0
388,Jay A. Sekulow,1999,0,0,0,0,0,0,0,0.0,0.0
389,Anthony P. Griffin,1999,0,0,0,0,0,0,0,0.0,0.0
390,James K. Robinson,1999,0,0,0,0,0,0,0,0.0,0.0
391,Stephen P. Halbrook,1999,0,0,0,0,0,0,0,0.0,0.0
392,Donald R. Curry,1999,0,0,0,0,0,0,0,0.0,0.0
393,John H. Blume,1999,0,0,0,0,0,0,0,0.0,0.0
394,George A. Davidson,1999,0,0,0,0,0,0,0,0.0,0.0
395,Evan Wolfson,1999,0,0,0,0,0,0,0,0.0,0.0
396,Katherine P. Baldwin,1999,0,0,0,0,0,0,0,0.0,0.0
397,David I. Bruck,1999,0,0,0,0,0,0,0,0.0,0.0
398,Donald B. Stenberg,1999,0,0,0,0,0,0,0,0.0,0.0
399,Simon Heller,1999,0,0,0,0,0,0,0,0.0,0.0
400,H. Candace Gorman,2003,0,0,0,0,0,0,0,0.0,0.0
401,Edward L. Marshall,2003,0,0,0,0,0,0,0,0.0,0.0
402,Robert C. Owen,2003,0,0,0,0,0,0,0,0.0,0.0
403,"G. Eric Brunstad, Jr.",2003,0,0,0,0,0,0,0,0.0,0.0
404,David B. Salmons,2003,0,0,0,0,0,0,0,0.0,0.0
405,Rebecca J. Harper,2003,0,0,0,0,0,0,0,0.0,0.0
406,Thomas F. Jacobs,2003,0,0,0,0,0,0,0,0.0,0.0
407,Eric J. Olsson,2003,0,0,0,0,0,0,0,0.0,0.0
408,Patricia A. Millett,2003,0,0,0,0,0,0,0,0.0,0.0
409,Donald J. Ramsell,2003,0,0,0,0,0,0,0,0.0,0.0
410,Gary Feinerman,2003,0,0,0,0,0,0,0,0.0,0.0
411,Paul D. Clement,2003,0,0,0,0,0,0,0,0.0,0.0
412,Mark W. Biggerman,2003,0,0,0,0,0,0,0,0.0,0.0
413,"Donald B. Verrilli, Jr.",2003,0,0,0,0,0,0,0,0.0,0.0
414,Michael R. Dreeben,2003,0,0,0,0,0,0,0,0.0,0.0
415,Jill M. Wichlens,2003,0,0,0,0,0,0,0,0.0,0.0
416,Theodore B. Olson,2003,0,0,0,0,0,0,0,0.0,0.0
417,Michael K. Wolensky,2003,0,0,0,0,0,0,0,0.0,0.0
418,Kevin C. Newsom,2003,0,0,0,0,0,0,0,0.0,0.0
419,Carter G. Phillips,2003,0,0,0,0,0,0,0,0.0,0.0
420,Gregory G. Garre,2003,0,0,0,0,0,0,0,0.0,0.0
421,Ronald S. Molteni,2003,0,0,0,0,0,0,0,0.0,0.0
422,David A. Strauss,2003,0,0,0,0,0,0,0,0.0,0.0
423,James A. Feldman,2003,0,0,0,0,0,0,0,0.0,0.0
424,Edwin S. Kneedler,2003,0,0,0,0,0,0,0,0.0,0.0
425,Harold J. Krent,2003,0,0,0,0,0,0,0,0.0,0.0
426,Narda Pierce,2003,0,0,0,0,0,0,0,0.0,0.0
427,Jay A. Sekulow,2003,0,0,0,0,0,0,0,0.0,0.0
428,Theodore B. Olson,2003,0,0,0,0,0,0,0,0.0,0.0
429,Carter G. Phillips,2003,0,0,0,0,0,0,0,0.0,0.0
430,Theodore B. Olson,2003,0,0,0,0,0,0,0,0.0,0.0
431,Seth P. Waxman,2003,0,0,0,0,0,0,0,0.0,0.0
432,Barbara B. McDowell,2003,0,0,0,0,0,0,0,0.0,0.0
433,Andrew J. Harakas,2003,0,0,0,0,0,0,0,0.0,0.0
434,"H. Bartow Farr, III",2003,0,0,0,0,0,0,0,0.0,0.0
435,Amy M. Bartholow,2003,0,0,0,0,0,0,0,0.0,0.0
436,Karen K. Mitchell,2003,0,0,0,0,0,0,0,0.0,0.0
437,Irving L. Gornstein,2003,0,0,0,0,0,0,0,0.0,0.0
438,Jack William Campbell IV,2003,0,0,0,0,0,0,0,0.0,0.0
439,Malcolm L. Stewart,2003,0,0,0,0,0,0,0,0.0,0.0
440,David R. Haberbush,2003,0,0,0,0,0,0,0,0.0,0.0
441,Kent L. Jones,2003,0,0,0,0,0,0,0,0.0,0.0
442,Thomas J. Miller,2003,0,0,0,0,0,0,0,0.0,0.0
443,Malcolm L. Stewart,2003,0,0,0,0,0,0,0,0.0,0.0
444,Theresa R. Wilson,2003,0,0,0,0,0,0,0,0.0,0.0
445,"John P. Krill, Jr.",2003,0,0,0,0,0,0,0,0.0,0.0
446,Paul M. Smith,2003,0,0,0,0,0,0,0,0.0,0.0
447,J. Bart DeLone,2003,0,0,0,0,0,0,0,0.0,0.0
448,R. Timothy McCrum,2003,0,0,0,0,0,0,0,0.0,0.0
449,Thomas L. Sansonetti,2003,0,0,0,0,0,0,0,0.0,0.0
450,Ronald Eisenberg,2003,0,0,0,0,0,0,0,0.0,0.0
451,"Albert J. Flora, Jr.",2003,0,0,0,0,0,0,0,0.0,0.0
452,Daryl J. Brand,2003,0,0,0,0,0,0,0,0.0,0.0
453,Leonard H. Gerson,2003,0,0,0,0,0,0,0,0.0,0.0
454,Douglas R. Cole,2003,0,0,0,0,0,0,0,0.0,0.0
455,J. Andrew Nathan,2003,0,0,0,0,0,0,0,0.0,0.0
456,Michael W. Gross,2003,0,0,0,0,0,0,0,0.0,0.0
457,Terence J. Cassidy,2003,0,0,0,0,0,0,0,0.0,0.0
458,Michael A. Newdow,2003,0,0,0,0,0,0,0,0.0,0.0
459,Theodore B. Olson,2003,0,0,0,0,0,0,0,0.0,0.0
460,"John Knodell, III",2003,0,0,0,0,0,0,0,0.0,0.0
461,Jeffrey L. Fisher,2003,0,0,0,0,0,0,0,0.0,0.0
462,Michael R. Dreeben,2003,0,0,0,0,0,0,0,0.0,0.0
463,Jeffrey P. Minear,2003,0,0,0,0,0,0,0,0.0,0.0
464,Brian Wolfman,2003,0,0,0,0,0,0,0,0.0,0.0
465,Paul D. Clement,2003,0,0,0,0,0,0,0,0.0,0.0
466,William J. Brown,2003,0,0,0,0,0,0,0,0.0,0.0
467,Michael E. Moore,2003,0,0,0,0,0,0,0,0.0,0.0
468,Paul D. Clement,2003,0,0,0,0,0,0,0,0.0,0.0
469,Bobby R. Burchfield,2003,0,0,0,0,0,0,0,0.0,0.0
470,Kenneth W. Starr,2003,0,0,0,0,0,0,0,0.0,0.0
471,Jay A. Sekulow,2003,0,0,0,0,0,0,0,0.0,0.0
472,Theodore B. Olson,2003,0,0,0,0,0,0,0,0.0,0.0
473,Laurence E. Gold,2003,0,0,0,0,0,0,0,0.0,0.0
474,Seth P. Waxman,2003,0,0,0,0,0,0,0,0.0,0.0
475,Floyd Abrams,2003,0,0,0,0,0,0,0,0.0,0.0
476,John P. Elwood,2003,0,0,0,0,0,0,0,0.0,0.0
477,Deborah Jane Chuang,2003,0,0,0,0,0,0,0,0.0,0.0
478,Tara K. Allen,2003,0,0,0,0,0,0,0,0.0,0.0
479,William J. Boyce,2003,0,0,0,0,0,0,0,0.0,0.0
480,Roger B. Greenberg,2003,0,0,0,0,0,0,0,0.0,0.0
481,Lisa S. Blatt,2003,0,0,0,0,0,0,0,0.0,0.0
482,Steven F. Hubachek,2003,0,0,0,0,0,0,0,0.0,0.0
483,Marvin S. Cohen,2003,0,0,0,0,0,0,0,0.0,0.0
484,Thomas G. Hungar,2003,0,0,0,0,0,0,0,0.0,0.0
485,Samuel Goddard,2003,0,0,0,0,0,0,0,0.0,0.0
486,R. Ted Cruz,2003,0,0,0,0,0,0,0,0.0,0.0
487,Matthew D. Roberts,2003,0,0,0,0,0,0,0,0.0,0.0
488,Eric M. Albritton,2003,0,0,0,0,0,0,0,0.0,0.0
489,Miguel A. Estrada,2003,0,0,0,0,0,0,0,0.0,0.0
490,David C. Mattax,2003,0,0,0,0,0,0,0,0.0,0.0
491,George Parker Young,2003,0,0,0,0,0,0,0,0.0,0.0
492,James A. Feldman,2003,0,0,0,0,0,0,0,0.0,0.0
493,Matthew D. Roberts,2003,0,0,0,0,0,0,0,0.0,0.0
494,Conrad M. Troutman,2003,0,0,0,0,0,0,0,0.0,0.0
495,"James Al Holifield, Jr.",2003,0,0,0,0,0,0,0,0.0,0.0
496,Randall J. Roske,2003,0,0,0,0,0,0,0,0.0,0.0
497,David B. Salmons,2003,0,0,0,0,0,0,0,0.0,0.0
498,Jeffrey P. Minear,2003,0,0,0,0,0,0,0,0.0,0.0
499,Carter G. Phillips,2003,0,0,0,0,0,0,0,0.0,0.0
500,Patrick Lynch,2003,0,0,0,0,0,0,0,0.0,0.0
501,Seth P. Waxman,2003,0,0,0,0,0,0,0,0.0,0.0
502,Timothy S. Bishop,2003,0,0,0,0,0,0,0,0.0,0.0
503,Jeffrey P. Minear,2003,0,0,0,0,0,0,0,0.0,0.0
504,Dexter W. Lehtinen,2003,0,0,0,0,0,0,0,0.0,0.0
505,R. Ted Cruz,2003,0,0,0,0,0,0,0,0.0,0.0
506,Susan Finkelstein Zinn,2003,0,0,0,0,0,0,0,0.0,0.0
507,Michael R. Dreeben,2003,0,0,0,0,0,0,0,0.0,0.0
508,Seth P. Waxman,2003,0,0,0,0,0,0,0,0.0,0.0
509,Thomas G. Hungar,2003,0,0,0,0,0,0,0,0.0,0.0
510,Jonathan S. Franklin,2003,0,0,0,0,0,0,0,0.0,0.0
511,Dan Himmelfarb,2003,0,0,0,0,0,0,0,0.0,0.0
512,Michael G. Frick,2003,0,0,0,0,0,0,0,0.0,0.0
513,"Donald B. Verrilli, Jr.",2003,0,0,0,0,0,0,0,0.0,0.0
514,Richard G. Taranto,2003,0,0,0,0,0,0,0,0.0,0.0
515,Theodore B. Olson,2003,0,0,0,0,0,0,0,0.0,0.0
516,Lisa S. Blatt,2003,0,0,0,0,0,0,0,0.0,0.0
517,Thomas C. Goldstein,2003,0,0,0,0,0,0,0,0.0,0.0
518,Paul D. Clement,2003,0,0,0,0,0,0,0,0.0,0.0
519,Stephen G. Montoya,2003,0,0,0,0,0,0,0,0.0,0.0
520,Carter G. Phillips,2003,0,0,0,0,0,0,0,0.0,0.0
521,Jeffrey A. Lamken,2003,0,0,0,0,0,0,0,0.0,0.0
522,Abraham S. Alter,2003,0,0,0,0,0,0,0,0.0,0.0
523,Gary E. Bair,2003,0,0,0,0,0,0,0,0.0,0.0
524,Sri Srinivasan,2003,0,0,0,0,0,0,0,0.0,0.0
525,Nancy S. Forster,2003,0,0,0,0,0,0,0,0.0,0.0
526,Richard A. Cordray,2003,0,0,0,0,0,0,0,0.0,0.0
527,Vincent J. Kozakiewicz,2003,0,0,0,0,0,0,0,0.0,0.0
528,Austin C. Schlick,2003,0,0,0,0,0,0,0,0.0,0.0
529,E. King Poor,2003,0,0,0,0,0,0,0,0.0,0.0
530,Kent L. Jones,2003,0,0,0,0,0,0,0,0.0,0.0
531,James R. Figliulo,2003,0,0,0,0,0,0,0,0.0,0.0
532,Gena A. Bunn,2003,0,0,0,0,0,0,0,0.0,0.0
533,George H. Kendall,2003,0,0,0,0,0,0,0,0.0,0.0
534,Barbara B. McDowell,2003,0,0,0,0,0,0,0,0.0,0.0
535,Sylvia Antalis Goldsmith,2003,0,0,0,0,0,0,0,0.0,0.0
536,Seth P. Waxman,2003,0,0,0,0,0,0,0,0.0,0.0
537,John P. Elwood,2003,0,0,0,0,0,0,0,0.0,0.0
538,Thomas C. Goldstein,2003,0,0,0,0,0,0,0,0.0,0.0
539,David M. Gossett,2003,0,0,0,0,0,0,0,0.0,0.0
540,Thomas L. Casey,2003,0,0,0,0,0,0,0,0.0,0.0
541,Corinne A. Beckwith,2003,0,0,0,0,0,0,0,0.0,0.0
542,Steven C. Sherman,2003,0,0,0,0,0,0,0,0.0,0.0
543,Jeffrey L. Fisher,2003,0,0,0,0,0,0,0,0.0,0.0
544,Michael R. Dreeben,2003,0,0,0,0,0,0,0,0.0,0.0
545,Patricia A. Millett,2003,0,0,0,0,0,0,0,0.0,0.0
546,James Hamilton,2003,0,0,0,0,0,0,0,0.0,0.0
547,Allan J. Favish,2003,0,0,0,0,0,0,0,0.0,0.0
548,Dennis Balske,2003,0,0,0,0,0,0,0,0.0,0.0
549,Hardy Myers,2003,0,0,0,0,0,0,0,0.0,0.0
550,Edwin S. Kneedler,2003,0,0,0,0,0,0,0,0.0,0.0
551,Paul M. Smith,2003,0,0,0,0,0,0,0,0.0,0.0
552,Paul D. Clement,2003,0,0,0,0,0,0,0,0.0,0.0
553,Jennifer Martinez,2003,0,0,0,0,0,0,0,0.0,0.0
554,Edwin S. Kneedler,2003,0,0,0,0,0,0,0,0.0,0.0
555,Alexander F. Reichert,2003,0,0,0,0,0,0,0,0.0,0.0
556,Scott P. Cooper,2003,0,0,0,0,0,0,0,0.0,0.0
557,E. Randol Schoenberg,2003,0,0,0,0,0,0,0,0.0,0.0
558,Thomas G. Hungar,2003,0,0,0,0,0,0,0,0.0,0.0
559,Myra D Mossman,2003,0,0,0,0,0,0,0,0.0,0.0
560,Dan Himmelfarb,2003,0,0,0,0,0,0,0,0.0,0.0
561,Ann E. Beeson,2003,0,0,0,0,0,0,0,0.0,0.0
562,Theodore B. Olson,2003,0,0,0,0,0,0,0,0.0,0.0
563,Lisa M. Bassis,2003,0,0,0,0,0,0,0,0.0,0.0
564,Theodore B. Olson,2003,0,0,0,0,0,0,0,0.0,0.0
565,John J. Gibbons,2003,0,0,0,0,0,0,0,0.0,0.0
566,Paul D. Clement,2003,0,0,0,0,0,0,0,0.0,0.0
567,Carter G. Phillips,2003,0,0,0,0,0,0,0,0.0,0.0
568,Paul L. Hoffman,2003,0,0,0,0,0,0,0,0.0,0.0
569,Edwin S. Kneedler,2003,0,0,0,0,0,0,0,0.0,0.0
570,Jonathan Weissglass,2003,0,0,0,0,0,0,0,0.0,0.0
571,Andrew Stuart Birrell,2003,0,0,0,0,0,0,0,0.0,0.0
572,Michael R. Dreeben,2003,0,0,0,0,0,0,0,0.0,0.0
573,Alan B. Morrison,2003,0,0,0,0,0,0,0,0.0,0.0
574,Theodore B. Olson,2003,0,0,0,0,0,0,0,0.0,0.0
575,Paul J. Orfanedes,2003,0,0,0,0,0,0,0,0.0,0.0
576,"Frank W. Dunham, Jr.",2003,0,0,0,0,0,0,0,0.0,0.0
577,Gregory G. Garre,2003,0,0,0,0,0,0,0,0.0,0.0
578,Ken Murray,2003,0,0,0,0,0,0,0,0.0,0.0
579,John Pressley Todd,2003,0,0,0,0,0,0,0,0.0,0.0
580,James A. Feldman,2003,0,0,0,0,0,0,0,0.0,0.0
581,Sri Srinivasan,2003,0,0,0,0,0,0,0,0.0,0.0
582,Conrad Hafen,2003,0,0,0,0,0,0,0,0.0,0.0
583,Robert E. Dolan,2003,0,0,0,0,0,0,0,0.0,0.0
584,Stephen B. Bedrick,2003,0,0,0,0,0,0,0,0.0,0.0
585,Seth K. Schalit,2003,0,0,0,0,0,0,0,0.0,0.0
586,Paul D. Clement,2003,0,0,0,0,0,0,0,0.0,0.0
587,"Frank W. Dunham, Jr.",2003,0,0,0,0,0,0,0,0.0,0.0
588,Kevin C. Newsom,2003,0,0,0,0,0,0,0,0.0,0.0
589,Bryan A. Stevenson,2003,0,0,0,0,0,0,0,0.0,0.0
590,"R. Hewitt Pate, III",2003,0,0,0,0,0,0,0,0.0,0.0
591,Stephen M. Shapiro,2003,0,0,0,0,0,0,0,0.0,0.0
592,Thomas C. Goldstein,2003,0,0,0,0,0,0,0,0.0,0.0
593,Donald A. Bailey,2003,0,0,0,0,0,0,0,0.0,0.0
594,"John George Knorr, III",2003,0,0,0,0,0,0,0,0.0,0.0
595,Irving L. Gornstein,2003,0,0,0,0,0,0,0,0.0,0.0
596,Andrew H. Baida,2003,0,0,0,0,0,0,0,0.0,0.0
597,Stuart A. Raphael,2003,0,0,0,0,0,0,0,0.0,0.0
598,Carter G. Phillips,2004,0,0,0,0,0,0,0,0.0,0.0
599,Thomas G. Hungar,2004,0,0,0,0,0,0,0,0.0,0.0
600,David C. Frederick,2004,0,0,0,0,0,0,0,0.0,0.0
601,Jeffrey P. Minear,2004,0,0,0,0,0,0,0,0.0,0.0
602,William Bradford Reynolds,2004,0,0,0,0,0,0,0,0.0,0.0
603,Richard O. Faulk,2004,0,0,0,0,0,0,0,0.0,0.0
604,Lloyd B. Miller,2004,0,0,0,0,0,0,0,0.0,0.0
605,Sri Srinivasan,2004,0,0,0,0,0,0,0,0.0,0.0
606,Kenneth L. Thomas,2004,0,0,0,0,0,0,0,0.0,0.0
607,"Walter E. Dellinger, III",2004,0,0,0,0,0,0,0,0.0,0.0
608,Irving L. Gornstein,2004,0,0,0,0,0,0,0,0.0,0.0
609,David A. Moran,2004,0,0,0,0,0,0,0,0.0,0.0
610,Bernard E. Restuccia,2004,0,0,0,0,0,0,0,0.0,0.0
611,Gene C. Schaerr,2004,0,0,0,0,0,0,0,0.0,0.0
612,Andrea N. Cortina,2004,0,0,0,0,0,0,0,0.0,0.0
613,Dean R. Gits,2004,0,0,0,0,0,0,0,0.0,0.0
614,Thomas L. Casey,2004,0,0,0,0,0,0,0,0.0,0.0
615,Clint Bolick,2004,0,0,0,0,0,0,0,0.0,0.0
616,Kathleen M. Sullivan,2004,0,0,0,0,0,0,0,0.0,0.0
617,Caitlin J. Halligan,2004,0,0,0,0,0,0,0,0.0,0.0
618,Glen D. Nager,2004,0,0,0,0,0,0,0,0.0,0.0
619,Thomas C. Goldstein,2004,0,0,0,0,0,0,0,0.0,0.0
620,Edwin S. Kneedler,2004,0,0,0,0,0,0,0,0.0,0.0
621,Laurence H. Tribe,2004,0,0,0,0,0,0,0,0.0,0.0
622,Gregory G. Garre,2004,0,0,0,0,0,0,0,0.0,0.0
623,Henry J. Boynton,2004,0,0,0,0,0,0,0,0.0,0.0
624,Malcolm L. Stewart,2004,0,0,0,0,0,0,0,0.0,0.0
625,James H. Hanson,2004,0,0,0,0,0,0,0,0.0,0.0
626,"Robert Digges, Jr.",2004,0,0,0,0,0,0,0,0.0,0.0
627,Henry J. Boynton,2004,0,0,0,0,0,0,0,0.0,0.0
628,Malcolm L. Stewart,2004,0,0,0,0,0,0,0,0.0,0.0
629,James H. Hanson,2004,0,0,0,0,0,0,0,0.0,0.0
630,"Robert Digges, Jr.",2004,0,0,0,0,0,0,0,0.0,0.0
631,E. Joshua Rosenkranz,2004,0,0,0,0,0,0,0,0.0,0.0
632,Daryl Joseffer,2004,0,0,0,0,0,0,0,0.0,0.0
633,Mauricio A. Flores,2004,0,0,0,0,0,0,0,0.0,0.0
634,Jonathan L. Marcus,2004,0,0,0,0,0,0,0,0.0,0.0
635,Sharon C. Samek,2004,0,0,0,0,0,0,0,0.0,0.0
636,David B. Salmons,2004,0,0,0,0,0,0,0,0.0,0.0
637,David C. Frederick,2004,0,0,0,0,0,0,0,0.0,0.0
638,Thomas C. Goldstein,2004,0,0,0,0,0,0,0,0.0,0.0
639,Gregory G. Garre,2004,0,0,0,0,0,0,0,0.0,0.0
640,Paul D. Clement,2004,0,0,0,0,0,0,0,0.0,0.0
641,David J. Burman,2004,0,0,0,0,0,0,0,0.0,0.0
642,Pamela S. Karlan,2004,0,0,0,0,0,0,0,0.0,0.0
643,Colli C. McKiever,2004,0,0,0,0,0,0,0,0.0,0.0
644,Carter G. Phillips,2004,0,0,0,0,0,0,0,0.0,0.0
645,Kannon K. Shanmugam,2004,0,0,0,0,0,0,0,0.0,0.0
646,Paul L. Hoffman,2004,0,0,0,0,0,0,0,0.0,0.0
647,Paul D. Clement,2004,0,0,0,0,0,0,0,0.0,0.0
648,Randy E. Barnett,2004,0,0,0,0,0,0,0,0.0,0.0
649,Erwin Chemerinsky,2004,0,0,0,0,0,0,0,0.0,0.0
650,Jonathan B. Cole,2004,0,0,0,0,0,0,0,0.0,0.0
651,Erwin Chemerinsky,2004,0,0,0,0,0,0,0,0.0,0.0
652,Paul D. Clement,2004,0,0,0,0,0,0,0,0.0,0.0
653,Greg Abbott,2004,0,0,0,0,0,0,0,0.0,0.0
654,Jeffrey P. Minear,2004,0,0,0,0,0,0,0,0.0,0.0
655,Stuart L. Somach,2004,0,0,0,0,0,0,0,0.0,0.0
656,William M. Smiland,2004,0,0,0,0,0,0,0,0.0,0.0
657,James A. Feldman,2004,0,0,0,0,0,0,0,0.0,0.0
658,Jeffrey A. Lamken,2004,0,0,0,0,0,0,0,0.0,0.0
659,Seth P. Waxman,2004,0,0,0,0,0,0,0,0.0,0.0
660,Paul D. Clement,2004,0,0,0,0,0,0,0,0.0,0.0
661,Mathew D. Staver,2004,0,0,0,0,0,0,0,0.0,0.0
662,David A. Friedman,2004,0,0,0,0,0,0,0,0.0,0.0
663,Gregory S. Coleman,2004,0,0,0,0,0,0,0,0.0,0.0
664,Stephen M. Shapiro,2004,0,0,0,0,0,0,0,0.0,0.0
665,Thomas G. Hungar,2004,0,0,0,0,0,0,0,0.0,0.0
666,Douglas R. Cole,2004,0,0,0,0,0,0,0,0.0,0.0
667,Alan Edward Untereiner,2004,0,0,0,0,0,0,0,0.0,0.0
668,John Q. Lewis,2004,0,0,0,0,0,0,0,0.0,0.0
669,A. Hugo Blankingship,2004,0,0,0,0,0,0,0,0.0,0.0
670,Donald B. Ayer,2004,0,0,0,0,0,0,0,0.0,0.0
671,Lisa S. Blatt,2004,0,0,0,0,0,0,0,0.0,0.0
672,David C. Frederick,2004,0,0,0,0,0,0,0,0.0,0.0
673,Seth P. Waxman,2004,0,0,0,0,0,0,0,0.0,0.0
674,Thomas L. Casey,2004,0,0,0,0,0,0,0,0.0,0.0
675,David A. Moran,2004,0,0,0,0,0,0,0,0.0,0.0
676,Beth S. Brinkmann,2004,0,0,0,0,0,0,0,0.0,0.0
677,Michael Machat,2004,0,0,0,0,0,0,0,0.0,0.0
678,Patricia A. Millett,2004,0,0,0,0,0,0,0,0.0,0.0
679,"Joseph S. Sollers, III",2004,0,0,0,0,0,0,0,0.0,0.0
680,Dan Himmelfarb,2004,0,0,0,0,0,0,0,0.0,0.0
681,James R. Layton,2004,0,0,0,0,0,0,0,0.0,0.0
682,Seth P. Waxman,2004,0,0,0,0,0,0,0,0.0,0.0
683,Paul D. Clement,2004,0,0,0,0,0,0,0,0.0,0.0
684,Bert H. Deixler,2004,0,0,0,0,0,0,0,0.0,0.0
685,Frances T. Grunder,2004,0,0,0,0,0,0,0,0.0,0.0
686,Jeffrey J. Keyes,2004,0,0,0,0,0,0,0,0.0,0.0
687,Malcolm L. Stewart,2004,0,0,0,0,0,0,0,0.0,0.0
688,James B. Comey,2004,0,0,0,0,0,0,0,0.0,0.0
689,Randolph Stuart Phillips,2004,0,0,0,0,0,0,0,0.0,0.0
690,Maureen A. Hart,2004,0,0,0,0,0,0,0,0.0,0.0
691,Laura W. Brill,2004,0,0,0,0,0,0,0,0.0,0.0
692,Michael R. Dreeben,2004,0,0,0,0,0,0,0,0.0,0.0
693,Paul D. Boas,2004,0,0,0,0,0,0,0,0.0,0.0
694,Patricia A. Millett,2004,0,0,0,0,0,0,0,0.0,0.0
695,"Frederick E. Connelly, Jr.",2004,0,0,0,0,0,0,0,0.0,0.0
696,Lisa S. Blatt,2004,0,0,0,0,0,0,0,0.0,0.0
697,David B. Kaplan,2004,0,0,0,0,0,0,0,0.0,0.0
698,Malcolm L. Stewart,2004,0,0,0,0,0,0,0,0.0,0.0
699,Michael R. Smith,2004,0,0,0,0,0,0,0,0.0,0.0
700,Ira S. Sacks,2004,0,0,0,0,0,0,0,0.0,0.0
701,Caitlin J. Halligan,2004,0,0,0,0,0,0,0,0.0,0.0
702,Cathryn A. Neaves,2004,0,0,0,0,0,0,0,0.0,0.0
703,David J. Nathanson,2004,0,0,0,0,0,0,0,0.0,0.0
704,Sri Srinivasan,2004,0,0,0,0,0,0,0,0.0,0.0
705,Edwin S. Kneedler,2004,0,0,0,0,0,0,0,0.0,0.0
706,John S. Mills,2004,0,0,0,0,0,0,0,0.0,0.0
707,Christine S. Dahl,2004,0,0,0,0,0,0,0,0.0,0.0
708,James R. Carty,2004,0,0,0,0,0,0,0,0.0,0.0
709,David B. Salmons,2004,0,0,0,0,0,0,0,0.0,0.0
710,Philip N. Jones,2004,0,0,0,0,0,0,0,0.0,0.0
711,Roberto A. Lange,2004,0,0,0,0,0,0,0,0.0,0.0
712,Lawrence E. Long,2004,0,0,0,0,0,0,0,0.0,0.0
713,John P. Elwood,2004,0,0,0,0,0,0,0,0.0,0.0
714,Linda J. Thompson,2004,0,0,0,0,0,0,0,0.0,0.0
715,Ralph E. Meczyk,2004,0,0,0,0,0,0,0,0.0,0.0
716,Lisa Madigan,2004,0,0,0,0,0,0,0,0.0,0.0
717,Christopher A. Wray,2004,0,0,0,0,0,0,0,0.0,0.0
718,Edward H. Tillinghast,2004,0,0,0,0,0,0,0,0.0,0.0
719,Irving L. Gornstein,2004,0,0,0,0,0,0,0,0.0,0.0
720,George S. Lemieux,2004,0,0,0,0,0,0,0,0.0,0.0
721,Patrick J. Coughlin,2004,0,0,0,0,0,0,0,0.0,0.0
722,William F. Sullivan,2004,0,0,0,0,0,0,0,0.0,0.0
723,Thomas G. Hungar,2004,0,0,0,0,0,0,0,0.0,0.0
724,Ronnie M. Mitchell,2004,0,0,0,0,0,0,0,0.0,0.0
725,"James M. Hood, III",2004,0,0,0,0,0,0,0,0.0,0.0
726,Ronald Eisenberg,2004,0,0,0,0,0,0,0,0.0,0.0
727,David Wycoff,2004,0,0,0,0,0,0,0,0.0,0.0
728,Gena A. Bunn,2004,0,0,0,0,0,0,0,0.0,0.0
