docket_id,interrupt_gender,interrupt_identity,interrupt,interrupted_gender,interrupted_identity,interrupted,num
2004_04_5928,0,lawyer,Donald Francis Donovan,0,judge,Anthony M. Kennedy,1
2004_04_5928,0,lawyer,Donald Francis Donovan,0,judge,David H. Souter,1
2004_04_5928,0,lawyer,Donald Francis Donovan,0,judge,William H. Rehnquist,3
2004_04_5928,0,lawyer,Donald Francis Donovan,0,judge,Antonin Scalia,4
2004_04_5928,0,lawyer,Donald Francis Donovan,-1,,,3
2004_04_5928,-1,,,0,lawyer,Donald Francis Donovan,6
2004_04_5928,-1,,,0,lawyer,Michael R. Dreeben,1
2004_04_5928,-1,,,0,judge,Stephen G. Breyer,1
2004_04_5928,-1,,,0,lawyer,R. Ted Cruz,4
2004_04_5928,0,judge,David H. Souter,0,lawyer,Donald Francis Donovan,2
2004_04_5928,0,judge,David H. Souter,0,lawyer,R. Ted Cruz,3
2004_04_5928,0,judge,William H. Rehnquist,0,lawyer,Donald Francis Donovan,8
2004_04_5928,0,judge,William H. Rehnquist,0,lawyer,Michael R. Dreeben,1
2004_04_5928,0,judge,William H. Rehnquist,0,lawyer,R. Ted Cruz,1
2004_04_5928,0,judge,Antonin Scalia,0,lawyer,Donald Francis Donovan,10
2004_04_5928,0,judge,Antonin Scalia,0,lawyer,Michael R. Dreeben,1
2004_04_5928,0,lawyer,R. Ted Cruz,0,judge,Stephen G. Breyer,2
2004_04_5928,0,lawyer,R. Ted Cruz,0,judge,David H. Souter,1
2004_04_5928,0,lawyer,R. Ted Cruz,0,judge,John Paul Stevens,1
2004_04_5928,0,lawyer,R. Ted Cruz,-1,,,1
2004_04_603,1,judge,Ruth Bader Ginsburg,,lawyer,Eric H. Zagrans,5
2004_04_603,1,judge,Ruth Bader Ginsburg,0,lawyer,Michael C. Walton,1
2004_04_603,0,judge,Anthony M. Kennedy,0,judge,David H. Souter,1
2004_04_603,0,judge,Anthony M. Kennedy,,lawyer,Eric H. Zagrans,2
2004_04_603,0,judge,Anthony M. Kennedy,0,lawyer,Irving L. Gornstein,2
2004_04_603,0,lawyer,Michael C. Walton,0,judge,Ruth Bader Ginsburg,3
2004_04_603,0,lawyer,Michael C. Walton,0,judge,Anthony M. Kennedy,1
2004_04_603,,lawyer,Eric H. Zagrans,0,judge,Anthony M. Kennedy,2
2004_04_603,,lawyer,Eric H. Zagrans,0,judge,Antonin Scalia,1
2004_04_603,0,lawyer,Irving L. Gornstein,0,judge,Anthony M. Kennedy,1
2004_04_603,0,lawyer,Irving L. Gornstein,0,judge,Antonin Scalia,1
2004_04_603,0,judge,David H. Souter,,lawyer,Eric H. Zagrans,1
2004_04_603,0,judge,Antonin Scalia,0,judge,Ruth Bader Ginsburg,1
2004_04_603,0,judge,Antonin Scalia,,lawyer,Eric H. Zagrans,4
2004_04_603,0,judge,Antonin Scalia,0,lawyer,Irving L. Gornstein,1
2004_04_603,0,judge,Antonin Scalia,0,judge,Stephen G. Breyer,1
2004_04_603,0,judge,Antonin Scalia,0,judge,John Paul Stevens,1
2004_04_603,-1,,,,lawyer,Eric H. Zagrans,2
2004_04_637,0,lawyer,Douglas R. Cole,0,judge,Stephen G. Breyer,1
2004_04_637,0,lawyer,Douglas R. Cole,0,judge,David H. Souter,1
2004_04_637,1,judge,Ruth Bader Ginsburg,,lawyer,Alan M. Freedman,5
2004_04_637,1,judge,Ruth Bader Ginsburg,0,lawyer,Douglas R. Cole,1
2004_04_637,0,judge,Anthony M. Kennedy,,lawyer,Alan M. Freedman,2
2004_04_637,0,judge,Anthony M. Kennedy,0,lawyer,Douglas R. Cole,1
2004_04_637,0,judge,Stephen G. Breyer,,lawyer,Alan M. Freedman,2
2004_04_637,0,judge,Stephen G. Breyer,0,lawyer,Douglas R. Cole,4
2004_04_637,0,judge,John Paul Stevens,,lawyer,Alan M. Freedman,1
2004_04_637,0,judge,John Paul Stevens,0,lawyer,Douglas R. Cole,5
2004_04_637,,lawyer,Alan M. Freedman,0,judge,Stephen G. Breyer,1
2004_04_637,,lawyer,Alan M. Freedman,0,judge,David H. Souter,1
2004_04_637,,lawyer,Alan M. Freedman,0,judge,Antonin Scalia,2
2004_04_637,0,judge,David H. Souter,,lawyer,Alan M. Freedman,2
2004_04_637,0,judge,David H. Souter,0,lawyer,Douglas R. Cole,11
2004_04_637,0,judge,William H. Rehnquist,,lawyer,Alan M. Freedman,3
2004_04_637,0,judge,William H. Rehnquist,0,lawyer,Douglas R. Cole,1
2004_04_637,0,judge,Antonin Scalia,,lawyer,Alan M. Freedman,6
2004_04_637,0,judge,Antonin Scalia,0,lawyer,Douglas R. Cole,4
2004_04_637,0,judge,Antonin Scalia,0,judge,Anthony M. Kennedy,1
2004_04_637,-1,,,,lawyer,Alan M. Freedman,2
2004_04_637,-1,,,0,lawyer,Douglas R. Cole,4
2004_04_637,-1,,,0,judge,David H. Souter,1
2004_04_6432,1,judge,Ruth Bader Ginsburg,0,lawyer,Christopher M. Kise,4
2004_04_6432,1,judge,Ruth Bader Ginsburg,,lawyer,Patricia A. Millett,2
2004_04_6432,0,judge,Anthony M. Kennedy,0,judge,David H. Souter,1
2004_04_6432,0,judge,Anthony M. Kennedy,0,lawyer,Paul M. Rashkind,1
2004_04_6432,0,lawyer,Paul M. Rashkind,0,judge,Stephen G. Breyer,2
2004_04_6432,0,lawyer,Paul M. Rashkind,0,judge,Anthony M. Kennedy,1
2004_04_6432,0,lawyer,Paul M. Rashkind,-1,,,2
2004_04_6432,0,judge,Stephen G. Breyer,0,lawyer,Christopher M. Kise,3
2004_04_6432,0,judge,Stephen G. Breyer,,lawyer,Patricia A. Millett,3
2004_04_6432,0,judge,Stephen G. Breyer,0,lawyer,Paul M. Rashkind,2
2004_04_6432,0,judge,John Paul Stevens,0,lawyer,Christopher M. Kise,3
2004_04_6432,0,judge,John Paul Stevens,,lawyer,Patricia A. Millett,2
2004_04_6432,0,lawyer,Christopher M. Kise,0,judge,Ruth Bader Ginsburg,3
2004_04_6432,0,lawyer,Christopher M. Kise,0,judge,Stephen G. Breyer,1
2004_04_6432,,lawyer,Patricia A. Millett,0,judge,Ruth Bader Ginsburg,1
2004_04_6432,,lawyer,Patricia A. Millett,0,judge,David H. Souter,1
2004_04_6432,0,judge,David H. Souter,0,lawyer,Christopher M. Kise,6
2004_04_6432,0,judge,David H. Souter,,lawyer,Patricia A. Millett,1
2004_04_6432,0,judge,David H. Souter,0,judge,Stephen G. Breyer,1
2004_04_6432,0,judge,William H. Rehnquist,0,lawyer,Christopher M. Kise,1
2004_04_6432,0,judge,William H. Rehnquist,0,lawyer,Paul M. Rashkind,1
2004_04_6432,0,judge,Antonin Scalia,0,lawyer,Paul M. Rashkind,1
2004_04_6432,-1,,,,lawyer,Patricia A. Millett,2
2004_04_6432,-1,,,0,lawyer,Paul M. Rashkind,2
2004_04_6964,1,judge,Ruth Bader Ginsburg,0,lawyer,Stephen B. Bedrick,1
2004_04_6964,1,judge,Ruth Bader Ginsburg,0,lawyer,Seth K. Schalit,2
2004_04_6964,0,judge,Anthony M. Kennedy,0,judge,Stephen G. Breyer,1
2004_04_6964,0,judge,Anthony M. Kennedy,0,lawyer,Stephen B. Bedrick,3
2004_04_6964,0,judge,Anthony M. Kennedy,0,lawyer,Seth K. Schalit,5
2004_04_6964,0,lawyer,Seth K. Schalit,0,judge,Ruth Bader Ginsburg,1
2004_04_6964,0,lawyer,Seth K. Schalit,0,judge,Stephen G. Breyer,2
2004_04_6964,0,lawyer,Seth K. Schalit,0,judge,Anthony M. Kennedy,1
2004_04_6964,0,lawyer,Seth K. Schalit,0,judge,John Paul Stevens,1
2004_04_6964,0,judge,David H. Souter,0,lawyer,Stephen B. Bedrick,5
2004_04_6964,0,judge,Stephen G. Breyer,0,lawyer,Stephen B. Bedrick,1
2004_04_6964,0,judge,Stephen G. Breyer,0,judge,Antonin Scalia,1
2004_04_6964,0,judge,Stephen G. Breyer,0,lawyer,Seth K. Schalit,2
2004_04_6964,0,judge,John Paul Stevens,0,lawyer,Seth K. Schalit,4
2004_04_6964,0,lawyer,Stephen B. Bedrick,0,judge,Anthony M. Kennedy,1
2004_04_6964,0,lawyer,Stephen B. Bedrick,0,judge,David H. Souter,2
2004_04_6964,0,lawyer,Stephen B. Bedrick,0,judge,Antonin Scalia,4
2004_04_6964,0,lawyer,Stephen B. Bedrick,0,judge,Ruth Bader Ginsburg,1
2004_04_6964,0,judge,William H. Rehnquist,0,judge,Antonin Scalia,1
2004_04_6964,0,judge,William H. Rehnquist,0,lawyer,Seth K. Schalit,2
2004_04_6964,0,judge,Antonin Scalia,0,lawyer,Stephen B. Bedrick,6
2004_04_6964,0,judge,Antonin Scalia,0,lawyer,Seth K. Schalit,7
2004_04_6964,-1,,,0,lawyer,Stephen B. Bedrick,1
2004_04_6964,-1,,,0,lawyer,Seth K. Schalit,3
2004_04_70,1,judge,Ruth Bader Ginsburg,0,lawyer,"Robert A. Long, Jr.",2
2004_04_70,1,judge,Ruth Bader Ginsburg,0,lawyer,Carter G. Phillips,5
2004_04_70,1,judge,Ruth Bader Ginsburg,,lawyer,Eugene E. Stearns,6
2004_04_70,0,lawyer,"Robert A. Long, Jr.",0,judge,Ruth Bader Ginsburg,1
2004_04_70,0,lawyer,"Robert A. Long, Jr.",0,judge,Stephen G. Breyer,4
2004_04_70,0,lawyer,"Robert A. Long, Jr.",0,judge,Anthony M. Kennedy,1
2004_04_70,0,judge,Anthony M. Kennedy,0,judge,Ruth Bader Ginsburg,1
2004_04_70,0,judge,Anthony M. Kennedy,0,lawyer,"Robert A. Long, Jr.",4
2004_04_70,0,lawyer,Donald B. Ayer,0,judge,Stephen G. Breyer,2
2004_04_70,0,lawyer,Donald B. Ayer,0,judge,David H. Souter,2
2004_04_70,0,judge,Stephen G. Breyer,0,lawyer,Donald B. Ayer,3
2004_04_70,0,judge,Stephen G. Breyer,0,lawyer,"Robert A. Long, Jr.",10
2004_04_70,0,judge,Stephen G. Breyer,0,lawyer,Carter G. Phillips,2
2004_04_70,0,judge,Stephen G. Breyer,,lawyer,Eugene E. Stearns,5
2004_04_70,0,lawyer,Carter G. Phillips,0,judge,Ruth Bader Ginsburg,1
2004_04_70,0,lawyer,Carter G. Phillips,0,judge,Stephen G. Breyer,2
2004_04_70,0,judge,John Paul Stevens,0,lawyer,Carter G. Phillips,2
2004_04_70,0,judge,John Paul Stevens,,lawyer,Eugene E. Stearns,6
2004_04_70,0,judge,Antonin Scalia,0,lawyer,Donald B. Ayer,1
2004_04_70,0,judge,David H. Souter,0,lawyer,Donald B. Ayer,1
2004_04_70,,lawyer,Eugene E. Stearns,0,judge,Ruth Bader Ginsburg,3
2004_04_70,,lawyer,Eugene E. Stearns,0,judge,John Paul Stevens,2
2004_04_70,-1,,,0,lawyer,Carter G. Phillips,3
2004_105_orig,,lawyer,David W. Robbins,0,judge,Stephen G. Breyer,1
2004_105_orig,,lawyer,David W. Robbins,0,judge,Anthony M. Kennedy,1
2004_105_orig,,lawyer,David W. Robbins,0,judge,William H. Rehnquist,1
2004_105_orig,,lawyer,David W. Robbins,0,judge,John Paul Stevens,1
2004_105_orig,0,judge,Anthony M. Kennedy,,lawyer,David W. Robbins,2
2004_105_orig,0,judge,Anthony M. Kennedy,,lawyer,John B. Draper,2
2004_105_orig,0,judge,Anthony M. Kennedy,0,judge,Stephen G. Breyer,1
2004_105_orig,1,judge,Ruth Bader Ginsburg,,lawyer,John B. Draper,3
2004_105_orig,0,judge,Stephen G. Breyer,,lawyer,David W. Robbins,2
2004_105_orig,0,judge,Stephen G. Breyer,0,judge,David H. Souter,1
2004_105_orig,0,judge,John Paul Stevens,,lawyer,David W. Robbins,3
2004_105_orig,0,judge,John Paul Stevens,0,judge,Ruth Bader Ginsburg,1
2004_105_orig,0,judge,John Paul Stevens,,lawyer,James A. Feldman,2
2004_105_orig,,lawyer,James A. Feldman,0,judge,John Paul Stevens,1
2004_105_orig,,lawyer,John B. Draper,0,judge,Ruth Bader Ginsburg,2
2004_105_orig,,lawyer,John B. Draper,0,judge,Anthony M. Kennedy,1
2004_105_orig,,lawyer,John B. Draper,0,judge,Antonin Scalia,2
2004_105_orig,0,judge,David H. Souter,,lawyer,David W. Robbins,3
2004_105_orig,0,judge,David H. Souter,,lawyer,John B. Draper,1
2004_105_orig,0,judge,William H. Rehnquist,,lawyer,David W. Robbins,1
2004_105_orig,0,judge,Antonin Scalia,,lawyer,John B. Draper,4
2004_105_orig,0,judge,Antonin Scalia,,lawyer,James A. Feldman,1
2004_105_orig,-1,,,,lawyer,David W. Robbins,1
2005_04_1131,1,judge,Ruth Bader Ginsburg,0,lawyer,Malcolm L. Stewart,4
2005_04_1131,0,judge,Anthony M. Kennedy,0,lawyer,Malcolm L. Stewart,2
2005_04_1131,0,judge,Anthony M. Kennedy,0,judge,Antonin Scalia,1
2005_04_1131,0,judge,David H. Souter,,lawyer,Pamela S. Karlan,3
2005_04_1131,0,judge,Stephen G. Breyer,0,lawyer,Malcolm L. Stewart,6
2005_04_1131,0,judge,Stephen G. Breyer,,lawyer,Pamela S. Karlan,7
2005_04_1131,0,lawyer,Malcolm L. Stewart,0,judge,Ruth Bader Ginsburg,2
2005_04_1131,0,lawyer,Malcolm L. Stewart,0,judge,Anthony M. Kennedy,1
2005_04_1131,0,lawyer,Malcolm L. Stewart,0,judge,John Paul Stevens,1
2005_04_1131,0,judge,John Paul Stevens,0,lawyer,Malcolm L. Stewart,7
2005_04_1131,0,judge,John Paul Stevens,,lawyer,Pamela S. Karlan,7
2005_04_1131,,lawyer,Pamela S. Karlan,0,judge,Anthony M. Kennedy,1
2005_04_1131,,lawyer,Pamela S. Karlan,0,judge,Stephen G. Breyer,8
2005_04_1131,,lawyer,Pamela S. Karlan,0,judge,David H. Souter,1
2005_04_1131,,lawyer,Pamela S. Karlan,0,judge,Antonin Scalia,2
2005_04_1131,0,judge,"John G. Roberts, Jr.",0,judge,Stephen G. Breyer,1
2005_04_1131,0,judge,"John G. Roberts, Jr.",0,lawyer,Malcolm L. Stewart,2
2005_04_1131,0,judge,"John G. Roberts, Jr.",,lawyer,Pamela S. Karlan,1
2005_04_1131,0,judge,Antonin Scalia,0,judge,Ruth Bader Ginsburg,1
2005_04_1131,0,judge,Antonin Scalia,0,lawyer,Malcolm L. Stewart,4
2005_04_1131,0,judge,Antonin Scalia,,lawyer,Pamela S. Karlan,6
2005_04_1131,-1,,,0,lawyer,Malcolm L. Stewart,3
2005_04_1131,-1,,,,lawyer,Pamela S. Karlan,1
2005_04_1544,1,judge,Ruth Bader Ginsburg,,lawyer,Deanne E. Maynard,1
2005_04_1544,1,judge,Ruth Bader Ginsburg,0,lawyer,"G. Eric Brunstad, Jr.",6
2005_04_1544,1,judge,Ruth Bader Ginsburg,0,lawyer,Kent L. Richland,2
2005_04_1544,0,judge,Anthony M. Kennedy,0,lawyer,"G. Eric Brunstad, Jr.",1
2005_04_1544,0,judge,Anthony M. Kennedy,0,lawyer,Kent L. Richland,1
2005_04_1544,0,judge,David H. Souter,0,lawyer,"G. Eric Brunstad, Jr.",6
2005_04_1544,0,judge,David H. Souter,0,lawyer,Kent L. Richland,1
2005_04_1544,0,judge,Stephen G. Breyer,0,lawyer,"G. Eric Brunstad, Jr.",5
2005_04_1544,0,judge,Stephen G. Breyer,0,lawyer,Kent L. Richland,2
2005_04_1544,0,lawyer,Kent L. Richland,0,judge,Ruth Bader Ginsburg,2
2005_04_1544,0,lawyer,Kent L. Richland,0,judge,Stephen G. Breyer,4
2005_04_1544,0,lawyer,Kent L. Richland,0,judge,Anthony M. Kennedy,1
2005_04_1544,0,lawyer,Kent L. Richland,0,judge,Antonin Scalia,1
2005_04_1544,0,judge,John Paul Stevens,,lawyer,Deanne E. Maynard,1
2005_04_1544,0,judge,John Paul Stevens,0,lawyer,"G. Eric Brunstad, Jr.",3
2005_04_1544,0,lawyer,"G. Eric Brunstad, Jr.",0,judge,Stephen G. Breyer,2
2005_04_1544,0,lawyer,"G. Eric Brunstad, Jr.",0,judge,John Paul Stevens,1
2005_04_1544,0,judge,"John G. Roberts, Jr.",0,lawyer,"G. Eric Brunstad, Jr.",1
2005_04_1544,0,judge,"John G. Roberts, Jr.",0,lawyer,Kent L. Richland,1
2005_04_1544,0,judge,Antonin Scalia,,lawyer,Deanne E. Maynard,3
2005_04_1544,0,judge,Antonin Scalia,0,lawyer,"G. Eric Brunstad, Jr.",4
2005_04_1544,0,judge,Antonin Scalia,0,lawyer,Kent L. Richland,3
2005_04_1618,1,judge,Ruth Bader Ginsburg,0,lawyer,R. Jonathan Hart,2
2005_04_1618,0,judge,Anthony M. Kennedy,0,lawyer,Miguel A. Estrada,1
2005_04_1618,0,lawyer,Miguel A. Estrada,0,judge,Antonin Scalia,2
2005_04_1618,0,judge,John Paul Stevens,0,lawyer,R. Jonathan Hart,1
2005_04_1618,0,lawyer,R. Jonathan Hart,0,judge,"Samuel A. Alito, Jr.",1
2005_04_1618,0,lawyer,R. Jonathan Hart,0,judge,Ruth Bader Ginsburg,1
2005_04_1618,0,lawyer,R. Jonathan Hart,0,judge,"John G. Roberts, Jr.",1
2005_04_1618,0,lawyer,R. Jonathan Hart,0,judge,Antonin Scalia,4
2005_04_1618,0,judge,"Samuel A. Alito, Jr.",0,lawyer,R. Jonathan Hart,1
2005_04_1618,0,judge,"John G. Roberts, Jr.",,lawyer,Dan Himmelfarb,1
2005_04_1618,0,judge,"John G. Roberts, Jr.",0,lawyer,Miguel A. Estrada,3
2005_04_1618,0,judge,"John G. Roberts, Jr.",0,lawyer,R. Jonathan Hart,4
2005_04_1618,0,judge,Antonin Scalia,,lawyer,Dan Himmelfarb,1
2005_04_1618,0,judge,Antonin Scalia,0,lawyer,Miguel A. Estrada,3
2005_04_1618,0,judge,Antonin Scalia,0,lawyer,R. Jonathan Hart,2
2005_04_1739,1,judge,Ruth Bader Ginsburg,,lawyer,Jere Krakoff,2
2005_04_1739,1,judge,Ruth Bader Ginsburg,,lawyer,Louis J. Rovelli,2
2005_04_1739,1,judge,Ruth Bader Ginsburg,,lawyer,Jonathan L. Marcus,1
2005_04_1739,,lawyer,Jere Krakoff,0,judge,"John G. Roberts, Jr.",2
2005_04_1739,,lawyer,Jere Krakoff,0,judge,Stephen G. Breyer,4
2005_04_1739,,lawyer,Jere Krakoff,0,judge,David H. Souter,2
2005_04_1739,,lawyer,Jere Krakoff,0,judge,Antonin Scalia,2
2005_04_1739,,lawyer,Jere Krakoff,0,judge,Ruth Bader Ginsburg,1
2005_04_1739,0,judge,Anthony M. Kennedy,,lawyer,Jere Krakoff,3
2005_04_1739,,lawyer,Louis J. Rovelli,0,judge,"John G. Roberts, Jr.",1
2005_04_1739,,lawyer,Louis J. Rovelli,0,judge,Stephen G. Breyer,1
2005_04_1739,,lawyer,Louis J. Rovelli,0,judge,David H. Souter,2
2005_04_1739,,lawyer,Louis J. Rovelli,0,judge,Ruth Bader Ginsburg,1
2005_04_1739,0,judge,David H. Souter,,lawyer,Jere Krakoff,4
2005_04_1739,0,judge,David H. Souter,,lawyer,Louis J. Rovelli,3
2005_04_1739,0,judge,David H. Souter,,lawyer,Jonathan L. Marcus,3
2005_04_1739,0,judge,Stephen G. Breyer,,lawyer,Jere Krakoff,2
2005_04_1739,0,judge,Stephen G. Breyer,0,judge,John Paul Stevens,1
2005_04_1739,0,judge,Stephen G. Breyer,,lawyer,Louis J. Rovelli,2
2005_04_1739,0,judge,John Paul Stevens,,lawyer,Jere Krakoff,2
2005_04_1739,0,judge,John Paul Stevens,,lawyer,Louis J. Rovelli,2
2005_04_1739,0,judge,John Paul Stevens,,lawyer,Jonathan L. Marcus,6
2005_04_1739,,lawyer,Jonathan L. Marcus,0,judge,Ruth Bader Ginsburg,1
2005_04_1739,,lawyer,Jonathan L. Marcus,0,judge,John Paul Stevens,1
2005_04_1739,0,judge,"John G. Roberts, Jr.",0,judge,Ruth Bader Ginsburg,1
2005_04_1739,0,judge,"John G. Roberts, Jr.",,lawyer,Jere Krakoff,6
2005_04_1739,0,judge,Antonin Scalia,,lawyer,Jere Krakoff,3
2005_04_1739,0,judge,Antonin Scalia,,lawyer,Jonathan L. Marcus,1
2005_04_593,1,judge,Ruth Bader Ginsburg,0,judge,Anthony M. Kennedy,1
2005_04_593,1,judge,Ruth Bader Ginsburg,1,lawyer,Maureen E. Mahoney,2
2005_04_593,1,judge,Ruth Bader Ginsburg,0,judge,"John G. Roberts, Jr.",1
2005_04_593,1,judge,Ruth Bader Ginsburg,,lawyer,Allen Lichtenstein,2
2005_04_593,0,judge,Anthony M. Kennedy,0,judge,Ruth Bader Ginsburg,1
2005_04_593,0,judge,Anthony M. Kennedy,1,lawyer,Maureen E. Mahoney,3
2005_04_593,0,judge,Anthony M. Kennedy,0,judge,Stephen G. Breyer,1
2005_04_593,0,judge,Anthony M. Kennedy,,lawyer,Allen Lichtenstein,1
2005_04_593,0,judge,David H. Souter,1,lawyer,Maureen E. Mahoney,2
2005_04_593,0,judge,David H. Souter,0,judge,Stephen G. Breyer,1
2005_04_593,0,judge,David H. Souter,,lawyer,Allen Lichtenstein,4
2005_04_593,1,lawyer,Maureen E. Mahoney,0,judge,Anthony M. Kennedy,1
2005_04_593,1,lawyer,Maureen E. Mahoney,0,judge,David H. Souter,1
2005_04_593,1,lawyer,Maureen E. Mahoney,-1,,,1
2005_04_593,0,judge,Stephen G. Breyer,1,lawyer,Maureen E. Mahoney,2
2005_04_593,0,judge,Stephen G. Breyer,,lawyer,Allen Lichtenstein,8
2005_04_593,0,judge,John Paul Stevens,1,lawyer,Maureen E. Mahoney,1
2005_04_593,0,judge,John Paul Stevens,,lawyer,Allen Lichtenstein,1
2005_04_593,,lawyer,Allen Lichtenstein,0,judge,Ruth Bader Ginsburg,2
2005_04_593,,lawyer,Allen Lichtenstein,0,judge,Stephen G. Breyer,1
2005_04_593,,lawyer,Allen Lichtenstein,0,judge,Anthony M. Kennedy,1
2005_04_593,,lawyer,Allen Lichtenstein,0,judge,John Paul Stevens,2
2005_04_593,,lawyer,Allen Lichtenstein,0,judge,Antonin Scalia,5
2005_04_593,0,judge,"John G. Roberts, Jr.",1,lawyer,Maureen E. Mahoney,3
2005_04_593,0,judge,"John G. Roberts, Jr.",,lawyer,Allen Lichtenstein,2
2005_04_593,0,judge,Antonin Scalia,0,judge,Ruth Bader Ginsburg,1
2005_04_593,0,judge,Antonin Scalia,0,judge,"John G. Roberts, Jr.",1
2005_04_593,0,judge,Antonin Scalia,,lawyer,Allen Lichtenstein,9
2005_04_593,-1,,,1,lawyer,Maureen E. Mahoney,1
2005_04_593,-1,,,,lawyer,Allen Lichtenstein,1
2005_04_881,1,judge,Ruth Bader Ginsburg,-1,,,1
2005_04_881,0,judge,Anthony M. Kennedy,0,lawyer,Brian Wolfman,6
2005_04_881,0,judge,Anthony M. Kennedy,-1,,,1
2005_04_881,-1,,,0,judge,Ruth Bader Ginsburg,1
2005_04_881,-1,,,0,judge,Stephen G. Breyer,2
2005_04_881,-1,,,0,judge,John Paul Stevens,2
2005_04_881,0,judge,David H. Souter,0,lawyer,Brian Wolfman,3
2005_04_881,0,judge,Stephen G. Breyer,0,lawyer,Brian Wolfman,8
2005_04_881,0,judge,Stephen G. Breyer,-1,,,4
2005_04_881,0,judge,John Paul Stevens,0,lawyer,Brian Wolfman,11
2005_04_881,0,judge,John Paul Stevens,-1,,,8
2005_04_881,0,judge,"John G. Roberts, Jr.",0,lawyer,Brian Wolfman,1
2005_04_881,0,judge,"John G. Roberts, Jr.",-1,,,1
2005_04_881,0,lawyer,Brian Wolfman,0,judge,Anthony M. Kennedy,4
2005_04_881,0,lawyer,Brian Wolfman,0,judge,Stephen G. Breyer,8
2005_04_881,0,lawyer,Brian Wolfman,0,judge,John Paul Stevens,5
2005_04_881,0,lawyer,Brian Wolfman,0,judge,David H. Souter,3
2005_04_881,0,lawyer,Brian Wolfman,0,judge,Antonin Scalia,1
2005_04_881,0,lawyer,Brian Wolfman,-1,,,2
2005_04_881,0,judge,Antonin Scalia,0,lawyer,Brian Wolfman,1
2005_04_881,-1,,,0,lawyer,Brian Wolfman,1
2006_04_1350,0,judge,Anthony M. Kennedy,0,lawyer,Thomas C. Goldstein,2
2006_04_1350,0,judge,Anthony M. Kennedy,0,lawyer,James W. Dabney,6
2006_04_1350,1,judge,Ruth Bader Ginsburg,,lawyer,Thomas G. Hungar,2
2006_04_1350,1,judge,Ruth Bader Ginsburg,0,lawyer,James W. Dabney,2
2006_04_1350,0,judge,"John G. Roberts, Jr.",0,lawyer,Thomas C. Goldstein,6
2006_04_1350,0,judge,"John G. Roberts, Jr.",0,lawyer,James W. Dabney,1
2006_04_1350,0,judge,Stephen G. Breyer,0,lawyer,Thomas C. Goldstein,6
2006_04_1350,0,judge,Stephen G. Breyer,0,judge,Ruth Bader Ginsburg,1
2006_04_1350,0,lawyer,James W. Dabney,0,judge,Stephen G. Breyer,1
2006_04_1350,0,lawyer,James W. Dabney,0,judge,Antonin Scalia,1
2006_04_1350,0,judge,John Paul Stevens,0,lawyer,Thomas C. Goldstein,1
2006_04_1350,0,lawyer,Thomas C. Goldstein,0,judge,Stephen G. Breyer,1
2006_04_1350,0,judge,Antonin Scalia,0,lawyer,Thomas C. Goldstein,5
2006_04_1350,0,judge,Antonin Scalia,0,lawyer,James W. Dabney,1
2006_05_1056,1,judge,Ruth Bader Ginsburg,,lawyer,Daryl Joseffer,1
2006_05_1056,1,judge,Ruth Bader Ginsburg,,lawyer,Seth P. Waxman,2
2006_05_1056,0,judge,Anthony M. Kennedy,0,judge,Stephen G. Breyer,1
2006_05_1056,0,judge,Anthony M. Kennedy,0,lawyer,Theodore B. Olson,8
2006_05_1056,0,judge,Anthony M. Kennedy,,lawyer,Seth P. Waxman,1
2006_05_1056,0,lawyer,Theodore B. Olson,0,judge,Anthony M. Kennedy,1
2006_05_1056,0,lawyer,Theodore B. Olson,0,judge,Antonin Scalia,1
2006_05_1056,,lawyer,Daryl Joseffer,0,judge,Ruth Bader Ginsburg,1
2006_05_1056,,lawyer,Daryl Joseffer,0,judge,Stephen G. Breyer,1
2006_05_1056,0,judge,Stephen G. Breyer,,lawyer,Daryl Joseffer,1
2006_05_1056,0,judge,Stephen G. Breyer,0,lawyer,Theodore B. Olson,2
2006_05_1056,0,judge,Stephen G. Breyer,,lawyer,Seth P. Waxman,5
2006_05_1056,0,judge,John Paul Stevens,,lawyer,Daryl Joseffer,1
2006_05_1056,0,judge,John Paul Stevens,0,lawyer,Theodore B. Olson,2
2006_05_1056,0,judge,John Paul Stevens,,lawyer,Seth P. Waxman,5
2006_05_1056,0,judge,"Samuel A. Alito, Jr.",,lawyer,Daryl Joseffer,1
2006_05_1056,0,judge,"Samuel A. Alito, Jr.",,lawyer,Seth P. Waxman,1
2006_05_1056,0,judge,David H. Souter,,lawyer,Daryl Joseffer,2
2006_05_1056,0,judge,David H. Souter,0,lawyer,Theodore B. Olson,1
2006_05_1056,0,judge,David H. Souter,,lawyer,Seth P. Waxman,5
2006_05_1056,,lawyer,Seth P. Waxman,0,judge,Ruth Bader Ginsburg,1
2006_05_1056,,lawyer,Seth P. Waxman,0,judge,Stephen G. Breyer,2
2006_05_1056,,lawyer,Seth P. Waxman,0,judge,David H. Souter,2
2006_05_1056,,lawyer,Seth P. Waxman,0,judge,John Paul Stevens,1
2006_05_1056,0,judge,Antonin Scalia,,lawyer,Daryl Joseffer,1
2006_05_1056,0,judge,Antonin Scalia,,lawyer,Seth P. Waxman,2
2006_05_1074,1,judge,Ruth Bader Ginsburg,0,lawyer,Glen D. Nager,3
2006_05_1074,1,judge,Ruth Bader Ginsburg,0,lawyer,Irving L. Gornstein,4
