docket_id,interrupt_gender,interrupt_identity,interrupt,interrupted_gender,interrupted_identity,interrupted,num
2009_08_1175,0,judge,"John G. Roberts, Jr.",0,lawyer,Joseph W. Jacquot,2
2009_08_1175,0,judge,"John G. Roberts, Jr.",-1,,,2
2009_08_1175,0,judge,Stephen G. Breyer,0,lawyer,Joseph W. Jacquot,3
2009_08_1175,0,judge,Stephen G. Breyer,0,judge,Antonin Scalia,1
2009_08_1175,0,judge,Stephen G. Breyer,-1,,,6
2009_08_1175,0,judge,John Paul Stevens,1,lawyer,Deborah K. Brueckheimer,2
2009_08_1175,0,judge,John Paul Stevens,0,lawyer,Joseph W. Jacquot,3
2009_08_1175,0,judge,John Paul Stevens,-1,,,1
2009_08_1175,1,judge,Sonia Sotomayor,0,lawyer,Joseph W. Jacquot,2
2009_08_1175,1,judge,Sonia Sotomayor,-1,,,5
2009_08_1175,0,judge,"Samuel A. Alito, Jr.",1,lawyer,Deborah K. Brueckheimer,1
2009_08_1175,1,lawyer,Deborah K. Brueckheimer,0,judge,Ruth Bader Ginsburg,4
2009_08_1175,1,lawyer,Deborah K. Brueckheimer,0,judge,Anthony M. Kennedy,2
2009_08_1175,1,lawyer,Deborah K. Brueckheimer,0,judge,"John G. Roberts, Jr.",3
2009_08_1175,1,lawyer,Deborah K. Brueckheimer,0,judge,Stephen G. Breyer,1
2009_08_1175,1,lawyer,Deborah K. Brueckheimer,0,judge,John Paul Stevens,1
2009_08_1175,1,lawyer,Deborah K. Brueckheimer,0,judge,Sonia Sotomayor,2
2009_08_1175,1,lawyer,Deborah K. Brueckheimer,0,judge,Antonin Scalia,3
2009_08_1175,0,judge,Antonin Scalia,0,judge,Ruth Bader Ginsburg,1
2009_08_1175,0,judge,Antonin Scalia,1,lawyer,Deborah K. Brueckheimer,3
2009_08_1175,0,judge,Antonin Scalia,0,lawyer,Joseph W. Jacquot,3
2009_08_1175,0,judge,Antonin Scalia,-1,,,1
2009_08_1191,1,judge,Ruth Bader Ginsburg,0,lawyer,George T. Conway III,1
2009_08_1191,1,judge,Ruth Bader Ginsburg,0,lawyer,Thomas A. Dubbs,5
2009_08_1191,0,judge,Anthony M. Kennedy,0,lawyer,George T. Conway III,1
2009_08_1191,0,judge,Anthony M. Kennedy,0,judge,Ruth Bader Ginsburg,2
2009_08_1191,0,judge,Anthony M. Kennedy,0,lawyer,Thomas A. Dubbs,1
2009_08_1191,0,judge,"John G. Roberts, Jr.",,lawyer,Matthew D. Roberts,1
2009_08_1191,0,judge,Stephen G. Breyer,0,lawyer,George T. Conway III,2
2009_08_1191,0,judge,Stephen G. Breyer,,lawyer,Matthew D. Roberts,3
2009_08_1191,0,judge,Stephen G. Breyer,0,judge,"Samuel A. Alito, Jr.",1
2009_08_1191,0,lawyer,George T. Conway III,0,judge,Stephen G. Breyer,1
2009_08_1191,0,lawyer,George T. Conway III,0,judge,Anthony M. Kennedy,1
2009_08_1191,0,lawyer,Thomas A. Dubbs,0,judge,Ruth Bader Ginsburg,1
2009_08_1191,0,lawyer,Thomas A. Dubbs,0,judge,"Samuel A. Alito, Jr.",1
2009_08_1191,0,lawyer,Thomas A. Dubbs,0,judge,Antonin Scalia,1
2009_08_1191,0,judge,"Samuel A. Alito, Jr.",0,lawyer,Thomas A. Dubbs,1
2009_08_1191,,lawyer,Matthew D. Roberts,0,judge,Stephen G. Breyer,2
2009_08_1191,0,judge,Antonin Scalia,0,lawyer,George T. Conway III,3
2009_08_1191,0,judge,Antonin Scalia,0,lawyer,Thomas A. Dubbs,7
2009_08_1341,1,judge,Ruth Bader Ginsburg,-1,,,2
2009_08_1341,0,judge,Anthony M. Kennedy,-1,,,3
2009_08_1341,0,judge,Anthony M. Kennedy,0,lawyer,Eric D. Miller,3
2009_08_1341,0,lawyer,Eric D. Miller,0,judge,Antonin Scalia,1
2009_08_1341,-1,,,0,judge,Ruth Bader Ginsburg,1
2009_08_1341,-1,,,0,judge,John Paul Stevens,1
2009_08_1341,-1,,,0,judge,Antonin Scalia,2
2009_08_1341,0,judge,Stephen G. Breyer,-1,,,3
2009_08_1341,0,judge,Stephen G. Breyer,0,judge,"Samuel A. Alito, Jr.",1
2009_08_1341,0,judge,John Paul Stevens,-1,,,2
2009_08_1341,0,judge,John Paul Stevens,0,lawyer,Eric D. Miller,2
2009_08_1341,0,judge,"Samuel A. Alito, Jr.",-1,,,1
2009_08_1341,0,judge,"Samuel A. Alito, Jr.",0,lawyer,Eric D. Miller,1
2009_08_1341,0,judge,Antonin Scalia,-1,,,6
2009_08_1341,0,judge,Antonin Scalia,0,judge,Stephen G. Breyer,1
2009_08_1341,0,judge,Antonin Scalia,0,lawyer,Eric D. Miller,1
2009_08_1457,1,judge,Ruth Bader Ginsburg,,lawyer,Neal Kumar Katyal,1
2009_08_1457,0,lawyer,Sheldon E. Richie,0,judge,"John G. Roberts, Jr.",1
2009_08_1457,0,lawyer,Sheldon E. Richie,0,judge,Antonin Scalia,1
2009_08_1457,0,judge,"John G. Roberts, Jr.",0,lawyer,Sheldon E. Richie,1
2009_08_1457,0,judge,"John G. Roberts, Jr.",,lawyer,Neal Kumar Katyal,5
2009_08_1457,0,judge,Stephen G. Breyer,,lawyer,Neal Kumar Katyal,4
2009_08_1457,0,judge,John Paul Stevens,,lawyer,Neal Kumar Katyal,3
2009_08_1457,,lawyer,Neal Kumar Katyal,0,judge,"John G. Roberts, Jr.",1
2009_08_1457,,lawyer,Neal Kumar Katyal,0,judge,Stephen G. Breyer,1
2009_08_1457,1,judge,Sonia Sotomayor,0,lawyer,Sheldon E. Richie,1
2009_08_1457,0,judge,"Samuel A. Alito, Jr.",,lawyer,Neal Kumar Katyal,1
2009_08_1457,0,judge,Anthony M. Kennedy,0,lawyer,Sheldon E. Richie,2
2009_08_1457,0,judge,Anthony M. Kennedy,0,judge,"Samuel A. Alito, Jr.",1
2009_08_1457,0,judge,Antonin Scalia,0,judge,"John G. Roberts, Jr.",1
2009_08_1457,0,judge,Antonin Scalia,0,lawyer,Sheldon E. Richie,10
2009_08_1457,0,judge,Antonin Scalia,,lawyer,Neal Kumar Katyal,6
2009_08_1470,1,judge,Ruth Bader Ginsburg,0,lawyer,B. Eric Restuccia,3
2009_08_1470,1,judge,Ruth Bader Ginsburg,,lawyer,Elizabeth L. Jacobs,2
2009_08_1470,0,judge,Anthony M. Kennedy,0,lawyer,B. Eric Restuccia,1
2009_08_1470,0,judge,Anthony M. Kennedy,0,judge,"John G. Roberts, Jr.",1
2009_08_1470,0,judge,Anthony M. Kennedy,1,lawyer,Nicole A. Saharsky,2
2009_08_1470,0,judge,Anthony M. Kennedy,,lawyer,Elizabeth L. Jacobs,1
2009_08_1470,0,lawyer,B. Eric Restuccia,0,judge,Ruth Bader Ginsburg,2
2009_08_1470,0,lawyer,B. Eric Restuccia,0,judge,Sonia Sotomayor,2
2009_08_1470,0,lawyer,B. Eric Restuccia,0,judge,Stephen G. Breyer,1
2009_08_1470,0,lawyer,B. Eric Restuccia,0,judge,Anthony M. Kennedy,1
2009_08_1470,0,lawyer,B. Eric Restuccia,0,judge,Antonin Scalia,1
2009_08_1470,0,judge,"John G. Roberts, Jr.",0,lawyer,B. Eric Restuccia,1
2009_08_1470,0,judge,"John G. Roberts, Jr.",,lawyer,Elizabeth L. Jacobs,5
2009_08_1470,0,judge,Stephen G. Breyer,0,lawyer,B. Eric Restuccia,6
2009_08_1470,0,judge,Stephen G. Breyer,0,judge,"Samuel A. Alito, Jr.",1
2009_08_1470,0,judge,Stephen G. Breyer,1,lawyer,Nicole A. Saharsky,1
2009_08_1470,0,judge,Stephen G. Breyer,0,judge,John Paul Stevens,1
2009_08_1470,0,judge,John Paul Stevens,0,lawyer,B. Eric Restuccia,2
2009_08_1470,0,judge,John Paul Stevens,1,lawyer,Nicole A. Saharsky,1
2009_08_1470,0,judge,John Paul Stevens,,lawyer,Elizabeth L. Jacobs,1
2009_08_1470,0,judge,"Samuel A. Alito, Jr.",,lawyer,Elizabeth L. Jacobs,3
2009_08_1470,1,judge,Sonia Sotomayor,0,lawyer,B. Eric Restuccia,4
2009_08_1470,,lawyer,Elizabeth L. Jacobs,0,judge,Ruth Bader Ginsburg,1
2009_08_1470,,lawyer,Elizabeth L. Jacobs,0,judge,Stephen G. Breyer,1
2009_08_1470,,lawyer,Elizabeth L. Jacobs,0,judge,"Samuel A. Alito, Jr.",1
2009_08_1470,,lawyer,Elizabeth L. Jacobs,0,judge,Antonin Scalia,4
2009_08_1470,0,judge,Antonin Scalia,0,lawyer,B. Eric Restuccia,5
2009_08_1470,0,judge,Antonin Scalia,0,judge,"John G. Roberts, Jr.",1
2009_08_1470,0,judge,Antonin Scalia,1,lawyer,Nicole A. Saharsky,2
2009_08_1470,0,judge,Antonin Scalia,,lawyer,Elizabeth L. Jacobs,4
2009_08_1521,1,judge,Ruth Bader Ginsburg,0,lawyer,Alan Gura,4
2009_08_1521,1,judge,Ruth Bader Ginsburg,,lawyer,James A. Feldman,1
2009_08_1521,0,judge,Anthony M. Kennedy,,lawyer,James A. Feldman,4
2009_08_1521,0,judge,"John G. Roberts, Jr.",0,lawyer,Alan Gura,2
2009_08_1521,0,judge,"John G. Roberts, Jr.",0,judge,"Samuel A. Alito, Jr.",1
2009_08_1521,0,judge,"John G. Roberts, Jr.",,lawyer,James A. Feldman,3
2009_08_1521,0,judge,Stephen G. Breyer,0,lawyer,Alan Gura,2
2009_08_1521,0,judge,Stephen G. Breyer,,lawyer,James A. Feldman,2
2009_08_1521,1,judge,Sonia Sotomayor,0,lawyer,Alan Gura,1
2009_08_1521,1,judge,Sonia Sotomayor,,lawyer,James A. Feldman,1
2009_08_1521,0,judge,John Paul Stevens,0,lawyer,Paul D. Clement,4
2009_08_1521,0,judge,John Paul Stevens,0,lawyer,Alan Gura,1
2009_08_1521,,lawyer,James A. Feldman,0,judge,"John G. Roberts, Jr.",1
2009_08_1521,,lawyer,James A. Feldman,0,judge,Sonia Sotomayor,1
2009_08_1521,,lawyer,James A. Feldman,0,judge,Stephen G. Breyer,2
2009_08_1521,,lawyer,James A. Feldman,0,judge,"Samuel A. Alito, Jr.",1
2009_08_1521,,lawyer,James A. Feldman,0,judge,Antonin Scalia,6
2009_08_1521,0,lawyer,Paul D. Clement,0,judge,"Samuel A. Alito, Jr.",1
2009_08_1521,0,lawyer,Alan Gura,0,judge,Ruth Bader Ginsburg,1
2009_08_1521,0,lawyer,Alan Gura,0,judge,Anthony M. Kennedy,1
2009_08_1521,0,judge,"Samuel A. Alito, Jr.",0,lawyer,Paul D. Clement,1
2009_08_1521,0,judge,"Samuel A. Alito, Jr.",0,lawyer,Alan Gura,1
2009_08_1521,0,judge,"Samuel A. Alito, Jr.",,lawyer,James A. Feldman,2
2009_08_1521,0,judge,Antonin Scalia,0,judge,Anthony M. Kennedy,1
2009_08_1521,0,judge,Antonin Scalia,0,lawyer,Paul D. Clement,1
2009_08_1521,0,judge,Antonin Scalia,0,judge,Stephen G. Breyer,1
2009_08_1521,0,judge,Antonin Scalia,0,lawyer,Alan Gura,5
2009_08_1521,0,judge,Antonin Scalia,,lawyer,James A. Feldman,11
2009_08_1529,1,judge,Ruth Bader Ginsburg,0,lawyer,Conal Doyle,3
2009_08_1529,1,judge,Ruth Bader Ginsburg,0,judge,John Paul Stevens,1
2009_08_1529,1,judge,Ruth Bader Ginsburg,,lawyer,Pratik A. Shah,1
2009_08_1529,0,judge,Anthony M. Kennedy,1,lawyer,Elaine J. Goldenberg,2
2009_08_1529,0,judge,Anthony M. Kennedy,0,lawyer,Conal Doyle,1
2009_08_1529,0,judge,"John G. Roberts, Jr.",0,lawyer,Conal Doyle,1
2009_08_1529,1,lawyer,Elaine J. Goldenberg,0,judge,Sonia Sotomayor,1
2009_08_1529,0,judge,Stephen G. Breyer,0,lawyer,Conal Doyle,5
2009_08_1529,0,judge,John Paul Stevens,0,lawyer,Conal Doyle,1
2009_08_1529,,lawyer,Pratik A. Shah,0,judge,Sonia Sotomayor,1
2009_08_1529,1,judge,Sonia Sotomayor,1,lawyer,Elaine J. Goldenberg,1
2009_08_1529,0,judge,"Samuel A. Alito, Jr.",,lawyer,Pratik A. Shah,1
2009_08_1529,0,lawyer,Conal Doyle,0,judge,Ruth Bader Ginsburg,1
2009_08_1529,0,judge,Antonin Scalia,1,lawyer,Elaine J. Goldenberg,1
2009_08_1529,0,judge,Antonin Scalia,0,lawyer,Conal Doyle,5
2009_08_240,1,judge,Ruth Bader Ginsburg,,lawyer,Jeffrey A. Lamken,4
2009_08_240,1,judge,Ruth Bader Ginsburg,-1,,,1
2009_08_240,0,judge,Anthony M. Kennedy,,lawyer,Jeffrey A. Lamken,6
2009_08_240,0,judge,Anthony M. Kennedy,-1,,,2
2009_08_240,-1,,,0,judge,Antonin Scalia,1
2009_08_240,-1,,,0,judge,Sonia Sotomayor,1
2009_08_240,0,judge,Stephen G. Breyer,-1,,,7
2009_08_240,0,judge,Stephen G. Breyer,-1,,,1
2009_08_240,,lawyer,Jeffrey A. Lamken,0,judge,"John G. Roberts, Jr.",3
2009_08_240,,lawyer,Jeffrey A. Lamken,0,judge,Anthony M. Kennedy,1
2009_08_240,,lawyer,Jeffrey A. Lamken,0,judge,Antonin Scalia,2
2009_08_240,0,judge,John Paul Stevens,,lawyer,Jeffrey A. Lamken,1
2009_08_240,1,judge,Sonia Sotomayor,-1,,,4
2009_08_240,1,judge,Sonia Sotomayor,-1,,,1
2009_08_240,0,judge,"Samuel A. Alito, Jr.",,lawyer,Jeffrey A. Lamken,2
2009_08_240,0,judge,"Samuel A. Alito, Jr.",-1,,,3
2009_08_240,0,judge,"John G. Roberts, Jr.",,lawyer,Jeffrey A. Lamken,1
2009_08_240,0,judge,"John G. Roberts, Jr.",-1,,,1
2009_08_240,0,judge,Antonin Scalia,,lawyer,Jeffrey A. Lamken,5
2009_08_240,0,judge,Antonin Scalia,0,judge,"Samuel A. Alito, Jr.",2
2009_08_240,0,judge,Antonin Scalia,-1,,,2
2009_08_351,1,judge,Ruth Bader Ginsburg,0,lawyer,Thomas Peters,4
2009_08_351,1,judge,Ruth Bader Ginsburg,0,lawyer,Paul A. Castiglione,3
2009_08_351,0,judge,"John G. Roberts, Jr.",0,lawyer,Thomas Peters,3
2009_08_351,0,judge,"John G. Roberts, Jr.",0,lawyer,Paul A. Castiglione,1
2009_08_351,0,judge,"John G. Roberts, Jr.",,lawyer,William M. Jay,1
2009_08_351,0,judge,Stephen G. Breyer,0,lawyer,Thomas Peters,2
2009_08_351,0,judge,Stephen G. Breyer,0,lawyer,Paul A. Castiglione,2
2009_08_351,0,judge,Stephen G. Breyer,0,judge,Antonin Scalia,1
2009_08_351,0,judge,Stephen G. Breyer,,lawyer,William M. Jay,1
2009_08_351,0,judge,John Paul Stevens,0,lawyer,Thomas Peters,1
2009_08_351,0,judge,John Paul Stevens,0,lawyer,Paul A. Castiglione,2
2009_08_351,0,judge,John Paul Stevens,,lawyer,William M. Jay,3
2009_08_351,0,lawyer,Thomas Peters,0,judge,Stephen G. Breyer,1
2009_08_351,0,lawyer,Thomas Peters,0,judge,"Samuel A. Alito, Jr.",2
2009_08_351,0,lawyer,Thomas Peters,0,judge,Antonin Scalia,3
2009_08_351,1,judge,Sonia Sotomayor,0,lawyer,Thomas Peters,2
2009_08_351,1,judge,Sonia Sotomayor,0,lawyer,Paul A. Castiglione,2
2009_08_351,1,judge,Sonia Sotomayor,,lawyer,William M. Jay,2
2009_08_351,0,judge,Antonin Scalia,0,lawyer,Thomas Peters,9
2009_08_351,0,judge,Antonin Scalia,0,judge,Ruth Bader Ginsburg,1
2009_08_351,0,judge,Antonin Scalia,0,judge,Stephen G. Breyer,1
2009_08_351,0,judge,Antonin Scalia,0,lawyer,Paul A. Castiglione,6
2009_08_351,0,judge,Antonin Scalia,,lawyer,William M. Jay,1
2009_08_351,0,lawyer,Paul A. Castiglione,0,judge,Sonia Sotomayor,4
2009_08_351,0,lawyer,Paul A. Castiglione,0,judge,Stephen G. Breyer,1
2009_08_351,0,lawyer,Paul A. Castiglione,0,judge,Antonin Scalia,2
2009_08_472,1,judge,Ruth Bader Ginsburg,0,lawyer,Peter J. Eliasberg,1
2009_08_472,1,judge,Ruth Bader Ginsburg,0,judge,Elena Kagan,4
2009_08_472,0,judge,"John G. Roberts, Jr.",0,lawyer,Peter J. Eliasberg,9
2009_08_472,0,judge,"John G. Roberts, Jr.",0,judge,Elena Kagan,2
2009_08_472,0,judge,Stephen G. Breyer,0,judge,Ruth Bader Ginsburg,1
2009_08_472,0,judge,Stephen G. Breyer,0,judge,Elena Kagan,1
2009_08_472,0,judge,John Paul Stevens,0,lawyer,Peter J. Eliasberg,3
2009_08_472,0,judge,John Paul Stevens,0,judge,Elena Kagan,3
2009_08_472,0,judge,"Samuel A. Alito, Jr.",0,lawyer,Peter J. Eliasberg,3
2009_08_472,1,judge,Sonia Sotomayor,0,lawyer,Peter J. Eliasberg,2
2009_08_472,1,judge,Sonia Sotomayor,0,judge,Elena Kagan,4
2009_08_472,0,judge,Antonin Scalia,0,lawyer,Peter J. Eliasberg,5
2009_08_472,0,judge,Antonin Scalia,0,judge,Elena Kagan,1
2009_08_472,0,lawyer,Peter J. Eliasberg,0,judge,Antonin Scalia,1
2009_08_472,1,judge,Elena Kagan,0,judge,Sonia Sotomayor,1
2009_08_472,1,judge,Elena Kagan,0,judge,Stephen G. Breyer,1
2009_08_538,1,judge,Ruth Bader Ginsburg,0,lawyer,"G. Eric Brunstad, Jr.",3
2009_08_538,1,judge,Ruth Bader Ginsburg,,lawyer,Jeffrey B. Wall,2
2009_08_538,1,judge,Ruth Bader Ginsburg,-1,,,5
2009_08_538,0,judge,Anthony M. Kennedy,0,lawyer,"G. Eric Brunstad, Jr.",5
2009_08_538,0,judge,Anthony M. Kennedy,-1,,,1
2009_08_538,0,judge,"John G. Roberts, Jr.",0,lawyer,"G. Eric Brunstad, Jr.",3
2009_08_538,0,judge,"John G. Roberts, Jr.",,lawyer,Jeffrey B. Wall,2
2009_08_538,0,judge,"John G. Roberts, Jr.",-1,,,1
2009_08_538,0,judge,Stephen G. Breyer,0,lawyer,"G. Eric Brunstad, Jr.",2
2009_08_538,0,judge,Stephen G. Breyer,,lawyer,Jeffrey B. Wall,1
2009_08_538,0,judge,Stephen G. Breyer,-1,,,4
2009_08_538,1,judge,Sonia Sotomayor,0,lawyer,"G. Eric Brunstad, Jr.",2
2009_08_538,0,lawyer,"G. Eric Brunstad, Jr.",0,judge,"Samuel A. Alito, Jr.",1
2009_08_538,0,judge,"Samuel A. Alito, Jr.",0,lawyer,"G. Eric Brunstad, Jr.",3
2009_08_538,0,judge,Antonin Scalia,0,judge,Ruth Bader Ginsburg,1
2009_08_538,0,judge,Antonin Scalia,0,lawyer,"G. Eric Brunstad, Jr.",1
2009_08_538,0,judge,Antonin Scalia,-1,,,1
2009_08_604,1,judge,Ruth Bader Ginsburg,0,lawyer,Thomas H. Shipps,1
2009_08_604,1,judge,Ruth Bader Ginsburg,0,lawyer,James Scott Ballenger,8
2009_08_604,0,lawyer,Thomas H. Shipps,0,judge,"Samuel A. Alito, Jr.",1
2009_08_604,0,lawyer,Thomas H. Shipps,0,judge,Antonin Scalia,3
2009_08_604,0,judge,"John G. Roberts, Jr.",0,lawyer,Thomas H. Shipps,10
2009_08_604,0,judge,Stephen G. Breyer,0,lawyer,James Scott Ballenger,2
2009_08_604,0,judge,John Paul Stevens,0,lawyer,Thomas H. Shipps,2
2009_08_604,0,judge,John Paul Stevens,0,lawyer,James Scott Ballenger,3
2009_08_604,1,judge,Sonia Sotomayor,0,lawyer,James Scott Ballenger,8
2009_08_604,0,lawyer,James Scott Ballenger,0,judge,Ruth Bader Ginsburg,1
2009_08_604,0,lawyer,James Scott Ballenger,0,judge,Sonia Sotomayor,2
2009_08_604,0,judge,Antonin Scalia,0,lawyer,Thomas H. Shipps,3
2009_08_6261,1,judge,Ruth Bader Ginsburg,,lawyer,Jaclyn S. Frankfurt,1
2009_08_6261,0,lawyer,"Robert A. Long, Jr.",0,judge,Sonia Sotomayor,5
2009_08_6261,0,lawyer,"Robert A. Long, Jr.",0,judge,Stephen G. Breyer,4
2009_08_6261,0,lawyer,"Robert A. Long, Jr.",0,judge,Antonin Scalia,2
2009_08_6261,0,judge,Anthony M. Kennedy,0,lawyer,"Robert A. Long, Jr.",5
2009_08_6261,0,judge,Anthony M. Kennedy,0,judge,Elena Kagan,1
2009_08_6261,0,judge,"John G. Roberts, Jr.",0,lawyer,"Robert A. Long, Jr.",6
2009_08_6261,0,judge,"John G. Roberts, Jr.",0,judge,Elena Kagan,1
2009_08_6261,0,judge,Stephen G. Breyer,0,lawyer,"Robert A. Long, Jr.",7
2009_08_6261,0,judge,Stephen G. Breyer,0,judge,Elena Kagan,2
2009_08_6261,0,judge,John Paul Stevens,,lawyer,Jaclyn S. Frankfurt,3
2009_08_6261,0,judge,John Paul Stevens,0,judge,Elena Kagan,3
2009_08_6261,0,judge,"Samuel A. Alito, Jr.",,lawyer,Jaclyn S. Frankfurt,3
2009_08_6261,0,judge,"Samuel A. Alito, Jr.",0,lawyer,"Robert A. Long, Jr.",1
2009_08_6261,1,judge,Sonia Sotomayor,,lawyer,Jaclyn S. Frankfurt,1
2009_08_6261,1,judge,Sonia Sotomayor,0,lawyer,"Robert A. Long, Jr.",7
2009_08_6261,1,judge,Sonia Sotomayor,0,judge,Elena Kagan,1
2009_08_6261,,lawyer,Jaclyn S. Frankfurt,0,judge,Sonia Sotomayor,1
2009_08_6261,,lawyer,Jaclyn S. Frankfurt,0,judge,Antonin Scalia,2
2009_08_6261,0,judge,Antonin Scalia,,lawyer,Jaclyn S. Frankfurt,7
2009_08_6261,0,judge,Antonin Scalia,0,lawyer,"Robert A. Long, Jr.",6
2009_08_6261,0,judge,Antonin Scalia,0,judge,Elena Kagan,3
2009_08_651,1,judge,Ruth Bader Ginsburg,0,lawyer,Stephen B. Kinnaird,1
2009_08_651,0,lawyer,Michael R. Dreeben,0,judge,Stephen G. Breyer,1
2009_08_651,0,judge,Anthony M. Kennedy,0,lawyer,Michael R. Dreeben,1
2009_08_651,0,judge,Anthony M. Kennedy,0,lawyer,Stephen B. Kinnaird,1
2009_08_651,0,judge,"John G. Roberts, Jr.",0,lawyer,Michael R. Dreeben,5
2009_08_651,0,judge,"John G. Roberts, Jr.",0,lawyer,Stephen B. Kinnaird,4
2009_08_651,0,judge,Stephen G. Breyer,0,lawyer,Michael R. Dreeben,1
2009_08_651,0,judge,Stephen G. Breyer,0,lawyer,Wm. Robert Long Jr.,3
2009_08_651,0,judge,John Paul Stevens,0,judge,Antonin Scalia,1
2009_08_651,0,judge,"Samuel A. Alito, Jr.",0,lawyer,Stephen B. Kinnaird,2
2009_08_651,1,judge,Sonia Sotomayor,0,lawyer,Wm. Robert Long Jr.,1
2009_08_651,0,lawyer,Stephen B. Kinnaird,0,judge,"Samuel A. Alito, Jr.",1
2009_08_651,0,judge,Antonin Scalia,0,lawyer,Michael R. Dreeben,1
2009_08_651,0,judge,Antonin Scalia,0,lawyer,Stephen B. Kinnaird,5
2009_08_651,0,judge,Antonin Scalia,0,lawyer,Wm. Robert Long Jr.,2
2009_08_661,1,judge,Ruth Bader Ginsburg,0,lawyer,Glen D. Nager,1
2009_08_661,1,judge,Ruth Bader Ginsburg,0,lawyer,Gregg H. Levy,1
2009_08_661,0,judge,Anthony M. Kennedy,0,lawyer,Glen D. Nager,1
2009_08_661,0,judge,Anthony M. Kennedy,0,lawyer,Gregg H. Levy,1
2009_08_661,0,judge,"John G. Roberts, Jr.",0,lawyer,Malcolm L. Stewart,1
2009_08_661,0,judge,"John G. Roberts, Jr.",0,lawyer,Glen D. Nager,2
2009_08_661,0,judge,"John G. Roberts, Jr.",0,lawyer,Gregg H. Levy,1
2009_08_661,0,judge,Stephen G. Breyer,0,lawyer,Malcolm L. Stewart,2
2009_08_661,0,judge,Stephen G. Breyer,0,lawyer,Glen D. Nager,7
2009_08_661,0,judge,Stephen G. Breyer,0,lawyer,Gregg H. Levy,2
2009_08_661,0,judge,Stephen G. Breyer,0,judge,Antonin Scalia,1
2009_08_661,0,lawyer,Gregg H. Levy,0,judge,Sonia Sotomayor,2
2009_08_661,0,lawyer,Gregg H. Levy,0,judge,Stephen G. Breyer,1
2009_08_661,0,judge,John Paul Stevens,0,lawyer,Glen D. Nager,1
2009_08_661,0,judge,John Paul Stevens,0,lawyer,Malcolm L. Stewart,1
2009_08_661,1,judge,Sonia Sotomayor,0,lawyer,Malcolm L. Stewart,2
2009_08_661,1,judge,Sonia Sotomayor,0,lawyer,Glen D. Nager,1
2009_08_661,1,judge,Sonia Sotomayor,0,lawyer,Gregg H. Levy,4
2009_08_661,0,judge,"Samuel A. Alito, Jr.",0,lawyer,Glen D. Nager,1
2009_08_661,0,lawyer,Glen D. Nager,0,judge,Stephen G. Breyer,2
2009_08_661,0,lawyer,Glen D. Nager,0,judge,Antonin Scalia,1
2009_08_661,0,judge,Antonin Scalia,0,lawyer,Glen D. Nager,2
2009_08_661,0,judge,Antonin Scalia,0,lawyer,Gregg H. Levy,3
2009_08_680,1,judge,Ruth Bader Ginsburg,,lawyer,Toby J. Heytens,1
2009_08_680,1,judge,Ruth Bader Ginsburg,1,lawyer,Celia A. Davis,1
2009_08_680,1,judge,Ruth Bader Ginsburg,0,lawyer,Douglas F. Gansler,2
2009_08_680,0,judge,Anthony M. Kennedy,,lawyer,Toby J. Heytens,2
2009_08_680,0,judge,"John G. Roberts, Jr.",0,judge,Sonia Sotomayor,1
2009_08_680,0,judge,"John G. Roberts, Jr.",1,lawyer,Celia A. Davis,6
2009_08_680,,lawyer,Toby J. Heytens,0,judge,Antonin Scalia,1
2009_08_680,0,judge,Stephen G. Breyer,,lawyer,Toby J. Heytens,1
2009_08_680,0,judge,Stephen G. Breyer,1,lawyer,Celia A. Davis,2
2009_08_680,0,judge,John Paul Stevens,,lawyer,Toby J. Heytens,2
2009_08_680,0,judge,John Paul Stevens,1,lawyer,Celia A. Davis,5
2009_08_680,0,judge,John Paul Stevens,0,lawyer,Douglas F. Gansler,4
2009_08_680,0,judge,John Paul Stevens,0,judge,Antonin Scalia,1
2009_08_680,1,judge,Sonia Sotomayor,1,lawyer,Celia A. Davis,4
2009_08_680,1,judge,Sonia Sotomayor,0,lawyer,Douglas F. Gansler,5
2009_08_680,1,judge,Sonia Sotomayor,0,judge,John Paul Stevens,1
2009_08_680,1,lawyer,Celia A. Davis,0,judge,"John G. Roberts, Jr.",4
2009_08_680,1,lawyer,Celia A. Davis,0,judge,Sonia Sotomayor,2
2009_08_680,1,lawyer,Celia A. Davis,0,judge,John Paul Stevens,1
2009_08_680,1,lawyer,Celia A. Davis,0,judge,"Samuel A. Alito, Jr.",1
2009_08_680,0,judge,"Samuel A. Alito, Jr.",1,lawyer,Celia A. Davis,4
2009_08_680,0,lawyer,Douglas F. Gansler,0,judge,Ruth Bader Ginsburg,2
2009_08_680,0,judge,Antonin Scalia,,lawyer,Toby J. Heytens,1
2009_08_680,0,judge,Antonin Scalia,1,lawyer,Celia A. Davis,4
2009_08_680,0,judge,Antonin Scalia,0,lawyer,Douglas F. Gansler,1
2009_08_680,0,judge,Antonin Scalia,0,judge,John Paul Stevens,1
2009_08_680,0,judge,Antonin Scalia,0,judge,"Samuel A. Alito, Jr.",1
2009_08_6925,1,judge,Ruth Bader Ginsburg,1,lawyer,Lisa Call,1
2009_08_6925,1,judge,Ruth Bader Ginsburg,1,lawyer,Leondra R. Kruger,2
2009_08_6925,0,judge,Stephen G. Breyer,1,lawyer,Lisa Call,7
2009_08_6925,0,judge,Stephen G. Breyer,1,lawyer,Leondra R. Kruger,4
