Year,TextGrid,TierNumber,TierName,useable,
1999,1999_98_1101.TextGrid,4,antonin scalia,1,
1999,1999_98_1101.TextGrid,5,john paul stevens,1,
1999,1999_98_1101.TextGrid,6,anthony kennedy,1,
1999,1999_98_1101.TextGrid,7,kent l jones,1,
1999,1999_98_1101.TextGrid,8,unidentified justice,1,
1999,1999_98_1101.TextGrid,9,ruth bader ginsburg,1,
1999,1999_98_1101.TextGrid,10,stephen g breyer,1,
1999,1999_98_1101.TextGrid,11,william h rehnquist,1,
1999,1999_98_1109.TextGrid,1,sandra day oconnor,1,
1999,1999_98_1109.TextGrid,2,kimball r anderson,1,
1999,1999_98_1109.TextGrid,3,david h souter,1,
1999,1999_98_1109.TextGrid,4,antonin scalia,1,
1999,1999_98_1109.TextGrid,5,jeffrey a lamken,1,
1999,1999_98_1109.TextGrid,6,john paul stevens,1,
1999,1999_98_1109.TextGrid,7,anthony kennedy,1,
1999,1999_98_1109.TextGrid,8,unknown,1,
1999,1999_98_1109.TextGrid,9,ruth bader ginsburg,1,
1999,1999_98_1109.TextGrid,10,stephen g breyer,1,
1999,1999_98_1109.TextGrid,11,william h rehnquist,1,
1999,1999_98_1152.TextGrid,1,sandra day oconnor,1,
1999,1999_98_1152.TextGrid,2,david h souter,1,
1999,1999_98_1152.TextGrid,3,antonin scalia,1,
1999,1999_98_1152.TextGrid,4,richard m cooper,1,
1999,1999_98_1152.TextGrid,5,john paul stevens,1,
1999,1999_98_1152.TextGrid,6,anthony kennedy,1,
1999,1999_98_1152.TextGrid,7,ruth bader ginsburg,1,
1999,1999_98_1152.TextGrid,8,gen seth p waxman,1,
1999,1999_98_1152.TextGrid,9,unidentified justice,1,
1999,1999_98_1152.TextGrid,10,stephen g breyer,1,
1999,1999_98_1152.TextGrid,11,william h rehnquist,1,
1999,1999_98_1161.TextGrid,1,john h weston,1,
1999,1999_98_1161.TextGrid,2,sandra day oconnor,1,
1999,1999_98_1161.TextGrid,3,david h souter,1,
1999,1999_98_1161.TextGrid,4,gregory a karle,1,
1999,1999_98_1161.TextGrid,5,antonin scalia,1,
1999,1999_98_1161.TextGrid,6,john paul stevens,1,
1999,1999_98_1161.TextGrid,7,anthony kennedy,1,
1999,1999_98_1161.TextGrid,8,ruth bader ginsburg,1,
1999,1999_98_1161.TextGrid,9,unidentified justice,1,
1999,1999_98_1161.TextGrid,10,stephen g breyer,1,
1999,1999_98_1161.TextGrid,11,william h rehnquist,1,
1999,1999_98_1167.TextGrid,1,sandra day oconnor,1,
1999,1999_98_1167.TextGrid,2,matthew d roberts,1,
1999,1999_98_1167.TextGrid,3,david h souter,1,
1999,1999_98_1167.TextGrid,4,antonin scalia,1,
1999,1999_98_1167.TextGrid,5,michael t leibig,1,
1999,1999_98_1167.TextGrid,6,john paul stevens,1,
1999,1999_98_1167.TextGrid,7,anthony kennedy,1,
1999,1999_98_1167.TextGrid,8,unidentified justice,1,
1999,1999_98_1167.TextGrid,9,michael p fleming,1,
1999,1999_98_1167.TextGrid,10,ruth bader ginsburg,1,
1999,1999_98_1167.TextGrid,11,stephen g breyer,1,
1999,1999_98_1167.TextGrid,12,william h rehnquist,1,
1999,1999_98_1170.TextGrid,1,jonathan a nuechterlein,1,
1999,1999_98_1170.TextGrid,2,andrew zwerling,1,
1999,1999_98_1170.TextGrid,3,sandra day oconnor,1,
1999,1999_98_1170.TextGrid,4,david h souter,1,
1999,1999_98_1170.TextGrid,5,antonin scalia,1,
1999,1999_98_1170.TextGrid,6,beverly van ness,1,
1999,1999_98_1170.TextGrid,7,john paul stevens,1,
1999,1999_98_1170.TextGrid,8,anthony kennedy,1,
1999,1999_98_1170.TextGrid,9,unidentified justice,1,
1999,1999_98_1170.TextGrid,10,ruth bader ginsburg,1,
1999,1999_98_1170.TextGrid,11,stephen g breyer,1,
1999,1999_98_1170.TextGrid,12,william h rehnquist,1,
1999,1999_98_1189.TextGrid,1,sandra day oconnor,1,
1999,1999_98_1189.TextGrid,2,david h souter,1,
1999,1999_98_1189.TextGrid,3,antonin scalia,1,
1999,1999_98_1189.TextGrid,4,john paul stevens,1,
1999,1999_98_1189.TextGrid,5,susan k ullman,1,
1999,1999_98_1189.TextGrid,6,anthony kennedy,1,
1999,1999_98_1189.TextGrid,7,jordan w lorence,1,
1999,1999_98_1189.TextGrid,8,ruth bader ginsburg,1,
1999,1999_98_1189.TextGrid,9,unidentified justice,1,
1999,1999_98_1189.TextGrid,10,stephen g breyer,1,
1999,1999_98_1189.TextGrid,11,william h rehnquist,1,
1999,1999_98_1255.TextGrid,1,sandra day oconnor,1,
1999,1999_98_1255.TextGrid,2,michael r dreeben,1,
1999,1999_98_1255.TextGrid,3,david h souter,1,
1999,1999_98_1255.TextGrid,4,antonin scalia,1,
1999,1999_98_1255.TextGrid,5,john paul stevens,1,
1999,1999_98_1255.TextGrid,6,michael gordon,1,
1999,1999_98_1255.TextGrid,7,anthony kennedy,1,
1999,1999_98_1255.TextGrid,8,ruth bader ginsburg,1,
1999,1999_98_1255.TextGrid,9,unidentified justice,1,
1999,1999_98_1255.TextGrid,10,stephen g breyer,1,
1999,1999_98_1255.TextGrid,11,william h rehnquist,1,
1999,1999_98_1288.TextGrid,1,irving l gornstein,1,
1999,1999_98_1288.TextGrid,2,sandra day oconnor,1,
1999,1999_98_1288.TextGrid,3,david h souter,1,
1999,1999_98_1288.TextGrid,4,antonin scalia,1,
1999,1999_98_1288.TextGrid,5,john r wimmer,1,
1999,1999_98_1288.TextGrid,6,john paul stevens,1,
1999,1999_98_1288.TextGrid,7,anthony kennedy,1,
1999,1999_98_1288.TextGrid,8,james l deano,1,
1999,1999_98_1288.TextGrid,9,ruth bader ginsburg,1,
1999,1999_98_1288.TextGrid,10,unidentified justice,1,
1999,1999_98_1288.TextGrid,11,stephen g breyer,1,
1999,1999_98_1288.TextGrid,12,william h rehnquist,1,
1999,1999_98_1299.TextGrid,1,sandra day oconnor,1,
1999,1999_98_1299.TextGrid,2,david h souter,1,
1999,1999_98_1299.TextGrid,3,antonin scalia,1,
1999,1999_98_1299.TextGrid,4,brian shiffrin,1,
1999,1999_98_1299.TextGrid,5,lisa s blatt,1,
1999,1999_98_1299.TextGrid,6,john paul stevens,1,
1999,1999_98_1299.TextGrid,7,anthony kennedy,1,
1999,1999_98_1299.TextGrid,8,ruth bader ginsburg,1,
1999,1999_98_1299.TextGrid,9,unidentified justice,1,
1999,1999_98_1299.TextGrid,10,robert mastrocola,1,
1999,1999_98_1299.TextGrid,11,stephen g breyer,1,
1999,1999_98_1299.TextGrid,12,william h rehnquist,1,
1999,1999_98_1441.TextGrid,1,sandra day oconnor,1,
1999,1999_98_1441.TextGrid,2,david h souter,1,
1999,1999_98_1441.TextGrid,3,antonin scalia,1,
1999,1999_98_1441.TextGrid,4,quin denvir,1,
1999,1999_98_1441.TextGrid,5,edward c dumont,1,
1999,1999_98_1441.TextGrid,6,john paul stevens,1,
1999,1999_98_1441.TextGrid,7,anthony kennedy,1,
1999,1999_98_1441.TextGrid,8,ruth bader ginsburg,1,
1999,1999_98_1441.TextGrid,9,unidentified justice,1,
1999,1999_98_1441.TextGrid,10,stephen g breyer,1,
1999,1999_98_1441.TextGrid,11,william h rehnquist,1,
1999,1999_98_1441.TextGrid,12,paul e oconnor,1,
1999,1999_98_1464.TextGrid,1,sandra day oconnor,1,
1999,1999_98_1464.TextGrid,2,david h souter,1,
1999,1999_98_1464.TextGrid,3,antonin scalia,1,
1999,1999_98_1464.TextGrid,4,john paul stevens,1,
1999,1999_98_1464.TextGrid,5,anthony kennedy,1,
1999,1999_98_1464.TextGrid,6,charles condon,1,
1999,1999_98_1464.TextGrid,7,seth p waxman,1,
1999,1999_98_1464.TextGrid,8,unidentified justice,1,
1999,1999_98_1464.TextGrid,9,ruth bader ginsburg,1,
1999,1999_98_1464.TextGrid,10,stephen g breyer,1,
1999,1999_98_1464.TextGrid,11,william h rehnquist,1,
1999,1999_98_1480.TextGrid,1,sandra day oconnor,1,
1999,1999_98_1480.TextGrid,2,david h souter,1,
1999,1999_98_1480.TextGrid,3,antonin scalia,1,
1999,1999_98_1480.TextGrid,4,jay starkman,1,
1999,1999_98_1480.TextGrid,5,michael m rosenbaum,1,
1999,1999_98_1480.TextGrid,6,john paul stevens,1,
1999,1999_98_1480.TextGrid,7,anthony kennedy,1,
1999,1999_98_1480.TextGrid,8,ruth bader ginsburg,1,
1999,1999_98_1480.TextGrid,9,stephen g breyer,1,
1999,1999_98_1480.TextGrid,10,william h rehnquist,1,
1999,1999_98_1648.TextGrid,1,sandra day oconnor,1,
1999,1999_98_1648.TextGrid,2,david h souter,1,
1999,1999_98_1648.TextGrid,3,antonin scalia,1,
1999,1999_98_1648.TextGrid,4,barbara d underwood,1,
1999,1999_98_1648.TextGrid,5,john paul stevens,1,
1999,1999_98_1648.TextGrid,6,anthony kennedy,1,
1999,1999_98_1648.TextGrid,7,unidentified justice,1,
1999,1999_98_1648.TextGrid,8,ruth bader ginsburg,1,
1999,1999_98_1648.TextGrid,9,michael w mcconnell,1,
1999,1999_98_1648.TextGrid,10,stephen g breyer,1,
1999,1999_98_1648.TextGrid,11,lee boothby,1,
1999,1999_98_1648.TextGrid,12,william h rehnquist,1,
1999,1999_98_1667.TextGrid,1,sandra day oconnor,1,
1999,1999_98_1667.TextGrid,2,david h souter,1,
1999,1999_98_1667.TextGrid,3,antonin scalia,1,
1999,1999_98_1667.TextGrid,4,walter j rockler,1,
1999,1999_98_1667.TextGrid,5,john paul stevens,1,
1999,1999_98_1667.TextGrid,6,anthony kennedy,1,
1999,1999_98_1667.TextGrid,7,kent l jones,1,
1999,1999_98_1667.TextGrid,8,unidentified justice,1,
1999,1999_98_1667.TextGrid,9,ruth bader ginsburg,1,
1999,1999_98_1667.TextGrid,10,stephen g breyer,1,
1999,1999_98_1667.TextGrid,11,william h rehnquist,1,
1999,1999_98_1682.TextGrid,1,james a feldman,1,
1999,1999_98_1682.TextGrid,2,sandra day oconnor,1,
1999,1999_98_1682.TextGrid,3,david h souter,1,
1999,1999_98_1682.TextGrid,4,antonin scalia,1,
1999,1999_98_1682.TextGrid,5,john paul stevens,1,
1999,1999_98_1682.TextGrid,6,anthony kennedy,1,
1999,1999_98_1682.TextGrid,7,ruth bader ginsburg,1,
1999,1999_98_1682.TextGrid,8,robert corn-revere,1,
1999,1999_98_1682.TextGrid,9,stephen g breyer,1,
1999,1999_98_1682.TextGrid,10,william h rehnquist,1,
1999,1999_98_1696.TextGrid,1,barbara b mcdowell,1,
1999,1999_98_1696.TextGrid,2,kevin m schad,1,
1999,1999_98_1696.TextGrid,3,sandra day oconnor,1,
1999,1999_98_1696.TextGrid,4,david h souter,1,
1999,1999_98_1696.TextGrid,5,antonin scalia,1,
1999,1999_98_1696.TextGrid,6,john paul stevens,1,
1999,1999_98_1696.TextGrid,7,anthony kennedy,1,
1999,1999_98_1696.TextGrid,8,unidentified justice,1,
1999,1999_98_1696.TextGrid,9,ruth bader ginsburg,1,
1999,1999_98_1696.TextGrid,10,stephen g breyer,1,
1999,1999_98_1696.TextGrid,11,william h rehnquist,1,
1999,1999_98_1701.TextGrid,1,william b collins,0,
1999,1999_98_1701.TextGrid,2,sandra day oconnor,0,
1999,1999_98_1701.TextGrid,3,david h souter,0,
1999,1999_98_1701.TextGrid,4,antonin scalia,0,
1999,1999_98_1701.TextGrid,5,c jonathan benner,0,
1999,1999_98_1701.TextGrid,6,john paul stevens,0,
1999,1999_98_1701.TextGrid,7,anthony kennedy,0,
1999,1999_98_1701.TextGrid,8,david c frederick,0,
1999,1999_98_1701.TextGrid,9,unidentified justice,0,
1999,1999_98_1701.TextGrid,10,ruth bader ginsburg,0,
1999,1999_98_1701.TextGrid,11,stephen g breyer,0,
1999,1999_98_1701.TextGrid,12,william h rehnquist,0,
1999,1999_98_1811.TextGrid,1,arthur h bryant,1,
1999,1999_98_1811.TextGrid,2,sandra day oconnor,1,
1999,1999_98_1811.TextGrid,3,david h souter,1,
1999,1999_98_1811.TextGrid,4,antonin scalia,1,
1999,1999_98_1811.TextGrid,5,john paul stevens,1,
1999,1999_98_1811.TextGrid,6,lawrence g wallace,1,
1999,1999_98_1811.TextGrid,7,anthony kennedy,1,
1999,1999_98_1811.TextGrid,8,malcolm e wheeler,1,
1999,1999_98_1811.TextGrid,9,ruth bader ginsburg,1,
1999,1999_98_1811.TextGrid,10,unidentified justice,1,
1999,1999_98_1811.TextGrid,11,stephen g breyer,1,
1999,1999_98_1811.TextGrid,12,william h rehnquist,1,
1999,1999_98_1828.TextGrid,1,sandra day oconnor,1,
1999,1999_98_1828.TextGrid,2,david h souter,1,
1999,1999_98_1828.TextGrid,3,antonin scalia,1,
1999,1999_98_1828.TextGrid,4,theodore b olson,1,
1999,1999_98_1828.TextGrid,5,j wallace malley jr,1,
1999,1999_98_1828.TextGrid,6,john paul stevens,1,
1999,1999_98_1828.TextGrid,7,anthony kennedy,1,
1999,1999_98_1828.TextGrid,8,unidentified justice,1,
1999,1999_98_1828.TextGrid,9,ruth bader ginsburg,1,
1999,1999_98_1828.TextGrid,10,edwin s kneedler,1,
1999,1999_98_1828.TextGrid,11,stephen g breyer,1,
1999,1999_98_1828.TextGrid,12,william h rehnquist,1,
1999,1999_98_1856.TextGrid,1,sandra day oconnor,1,
1999,1999_98_1856.TextGrid,2,jay a sekulow,1,
1999,1999_98_1856.TextGrid,3,michael e mclachlan,1,
1999,1999_98_1856.TextGrid,4,david h souter,1,
1999,1999_98_1856.TextGrid,5,antonin scalia,1,
1999,1999_98_1856.TextGrid,6,barbara d underwood,1,
1999,1999_98_1856.TextGrid,7,john paul stevens,1,
1999,1999_98_1856.TextGrid,8,anthony kennedy,1,
1999,1999_98_1856.TextGrid,9,ruth bader ginsburg,1,
1999,1999_98_1856.TextGrid,10,unidentified justice,1,
1999,1999_98_1856.TextGrid,11,stephen g breyer,1,
1999,1999_98_1856.TextGrid,12,william h rehnquist,1,
1999,1999_98_1949.TextGrid,1,james a feldman,1,
1999,1999_98_1949.TextGrid,2,sandra day oconnor,1,
1999,1999_98_1949.TextGrid,3,david h souter,1,
1999,1999_98_1949.TextGrid,4,antonin scalia,1,
1999,1999_98_1949.TextGrid,5,james p ginzkey,1,
1999,1999_98_1949.TextGrid,6,carter g phillips,1,
1999,1999_98_1949.TextGrid,7,john paul stevens,1,
1999,1999_98_1949.TextGrid,8,anthony kennedy,1,
1999,1999_98_1949.TextGrid,9,ruth bader ginsburg,1,
1999,1999_98_1949.TextGrid,10,unidentified justice,1,
1999,1999_98_1949.TextGrid,11,stephen g breyer,1,
1999,1999_98_1949.TextGrid,12,william h rehnquist,1,
1999,1999_98_1960.TextGrid,1,sandra day oconnor,1,
1999,1999_98_1960.TextGrid,2,daniel h bromberg,1,
1999,1999_98_1960.TextGrid,3,david h souter,1,
1999,1999_98_1960.TextGrid,4,antonin scalia,1,
1999,1999_98_1960.TextGrid,5,john paul stevens,1,
1999,1999_98_1960.TextGrid,6,anthony kennedy,1,
1999,1999_98_1960.TextGrid,7,unidentified justice,1,
1999,1999_98_1960.TextGrid,8,ruth bader ginsburg,1,
1999,1999_98_1960.TextGrid,9,stephen g breyer,1,
1999,1999_98_1960.TextGrid,10,william h rehnquist,1,
1999,1999_98_1960.TextGrid,11,susan s wagner,1,
1999,1999_98_1991.TextGrid,1,sandra day oconnor,1,
1999,1999_98_1991.TextGrid,2,david h souter,1,
1999,1999_98_1991.TextGrid,3,antonin scalia,1,
1999,1999_98_1991.TextGrid,4,timothy s bishop,1,
1999,1999_98_1991.TextGrid,5,john paul stevens,1,
1999,1999_98_1991.TextGrid,6,anthony kennedy,1,
1999,1999_98_1991.TextGrid,7,ruth bader ginsburg,1,
1999,1999_98_1991.TextGrid,8,stephen g breyer,1,
1999,1999_98_1991.TextGrid,9,edwin s kneedler,1,
1999,1999_98_1991.TextGrid,10,william h rehnquist,1,
1999,1999_98_2043.TextGrid,1,sandra day oconnor,1,
1999,1999_98_2043.TextGrid,2,david h souter,1,
1999,1999_98_2043.TextGrid,3,antonin scalia,1,
1999,1999_98_2043.TextGrid,4,john paul stevens,1,
1999,1999_98_2043.TextGrid,5,anthony kennedy,1,
1999,1999_98_2043.TextGrid,6,walter hellerstein,1,
1999,1999_98_2043.TextGrid,7,david lew,1,
1999,1999_98_2043.TextGrid,8,unidentified justice,1,
1999,1999_98_2043.TextGrid,9,ruth bader ginsburg,1,
1999,1999_98_2043.TextGrid,10,stephen g breyer,1,
1999,1999_98_2043.TextGrid,11,william h rehnquist,1,
1999,1999_98_678.TextGrid,1,sandra day oconnor,1,
1999,1999_98_678.TextGrid,2,david h souter,1,
1999,1999_98_678.TextGrid,3,antonin scalia,1,
1999,1999_98_678.TextGrid,4,edward c dumont,1,
1999,1999_98_678.TextGrid,5,john paul stevens,1,
1999,1999_98_678.TextGrid,6,anthony kennedy,1,
1999,1999_98_678.TextGrid,7,thomas c goldstein,1,
1999,1999_98_678.TextGrid,8,ruth bader ginsburg,1,
1999,1999_98_678.TextGrid,9,unidentified justice,1,
1999,1999_98_678.TextGrid,10,stephen g breyer,1,
1999,1999_98_678.TextGrid,11,bruce j ennis,1,
1999,1999_98_678.TextGrid,12,william h rehnquist,1,
1999,1999_98_7540.TextGrid,1,beth s brinkmann,1,
1999,1999_98_7540.TextGrid,2,sandra day oconnor,1,
1999,1999_98_7540.TextGrid,3,john cornyn,1,
1999,1999_98_7540.TextGrid,4,david h souter,1,
1999,1999_98_7540.TextGrid,5,richard d bernstein,1,
1999,1999_98_7540.TextGrid,6,antonin scalia,1,
1999,1999_98_7540.TextGrid,7,john paul stevens,1,
1999,1999_98_7540.TextGrid,8,anthony kennedy,1,
1999,1999_98_7540.TextGrid,9,ruth bader ginsburg,1,
1999,1999_98_7540.TextGrid,10,stephen g breyer,1,
1999,1999_98_7540.TextGrid,11,william h rehnquist,1,
1999,1999_98_7809.TextGrid,1,sandra day oconnor,1,
1999,1999_98_7809.TextGrid,2,david h souter,1,
1999,1999_98_7809.TextGrid,3,ronald d maines,1,
1999,1999_98_7809.TextGrid,4,antonin scalia,1,
1999,1999_98_7809.TextGrid,5,john paul stevens,1,
1999,1999_98_7809.TextGrid,6,anthony kennedy,1,
1999,1999_98_7809.TextGrid,7,ruth bader ginsburg,1,
1999,1999_98_7809.TextGrid,8,unidentified justice,1,
1999,1999_98_7809.TextGrid,9,stephen g breyer,1,
1999,1999_98_7809.TextGrid,10,robert m foster,1,
1999,1999_98_7809.TextGrid,11,william h rehnquist,1,
1999,1999_98_791.TextGrid,1,jeffrey s sutton,1,
1999,1999_98_791.TextGrid,2,sandra day oconnor,1,
1999,1999_98_791.TextGrid,3,david h souter,1,
1999,1999_98_791.TextGrid,4,antonin scalia,1,
1999,1999_98_791.TextGrid,5,barbara d underwood,1,
1999,1999_98_791.TextGrid,6,john paul stevens,1,
1999,1999_98_791.TextGrid,7,anthony kennedy,1,
1999,1999_98_791.TextGrid,8,jeremiah a collins,1,
1999,1999_98_791.TextGrid,9,ruth bader ginsburg,1,
1999,1999_98_791.TextGrid,10,unidentified justice,1,
1999,1999_98_791.TextGrid,11,stephen g breyer,1,
1999,1999_98_791.TextGrid,12,william h rehnquist,1,
1999,1999_98_818.TextGrid,1,sandra day oconnor,1,
1999,1999_98_818.TextGrid,2,david h souter,1,
1999,1999_98_818.TextGrid,3,antonin scalia,1,
1999,1999_98_818.TextGrid,4,john g roberts jr,1,
1999,1999_98_818.TextGrid,5,theodore b olson,1,
1999,1999_98_818.TextGrid,6,john paul stevens,1,
1999,1999_98_818.TextGrid,7,anthony kennedy,1,
1999,1999_98_818.TextGrid,8,unidentified justice,1,
1999,1999_98_818.TextGrid,9,ruth bader ginsburg,1,
1999,1999_98_818.TextGrid,10,edwin s kneedler,1,
1999,1999_98_818.TextGrid,11,stephen g breyer,1,
1999,1999_98_818.TextGrid,12,william h rehnquist,1,
1999,1999_98_822.TextGrid,1,sandra day oconnor,1,
1999,1999_98_822.TextGrid,2,bruce j terris,1,
1999,1999_98_822.TextGrid,3,david h souter,1,
1999,1999_98_822.TextGrid,4,antonin scalia,1,
1999,1999_98_822.TextGrid,5,donald a cockrill,1,
1999,1999_98_822.TextGrid,6,john paul stevens,1,
1999,1999_98_822.TextGrid,7,anthony kennedy,1,
1999,1999_98_822.TextGrid,8,jeffrey p minear,1,
1999,1999_98_822.TextGrid,9,unidentified justice,1,
1999,1999_98_822.TextGrid,10,ruth bader ginsburg,1,
1999,1999_98_822.TextGrid,11,stephen g breyer,1,
1999,1999_98_822.TextGrid,12,william h rehnquist,1,
1999,1999_98_8384.TextGrid,1,sandra day oconnor,1,
1999,1999_98_8384.TextGrid,2,david h souter,1,
1999,1999_98_8384.TextGrid,3,antonin scalia,1,
1999,1999_98_8384.TextGrid,4,robert q harris,1,
1999,1999_98_8384.TextGrid,5,john paul stevens,1,
1999,1999_98_8384.TextGrid,6,anthony kennedy,1,
1999,1999_98_8384.TextGrid,7,john j gibbons,1,
1999,1999_98_8384.TextGrid,8,ruth bader ginsburg,1,
1999,1999_98_8384.TextGrid,9,stephen g breyer,1,
1999,1999_98_8384.TextGrid,10,william h rehnquist,1,
1999,1999_98_896.TextGrid,1,richard p hogan jr,1,
1999,1999_98_896.TextGrid,2,charles t frazier jr,1,
1999,1999_98_896.TextGrid,3,sandra day oconnor,1,
1999,1999_98_896.TextGrid,4,david h souter,1,
1999,1999_98_896.TextGrid,5,antonin scalia,1,
1999,1999_98_896.TextGrid,6,john paul stevens,1,
1999,1999_98_896.TextGrid,7,anthony kennedy,1,
1999,1999_98_896.TextGrid,8,unidentified justice,1,
1999,1999_98_896.TextGrid,9,ruth bader ginsburg,1,
1999,1999_98_896.TextGrid,10,stephen g breyer,1,
1999,1999_98_896.TextGrid,11,william h rehnquist,1,
1999,1999_98_9349.TextGrid,1,sandra day oconnor,1,
1999,1999_98_9349.TextGrid,2,david h souter,1,
1999,1999_98_9349.TextGrid,3,antonin scalia,1,
1999,1999_98_9349.TextGrid,4,m carolyn fuentes,1,
1999,1999_98_9349.TextGrid,5,john paul stevens,1,
1999,1999_98_9349.TextGrid,6,jeffrey a lamken,1,
1999,1999_98_9349.TextGrid,7,anthony kennedy,1,
1999,1999_98_9349.TextGrid,8,ruth bader ginsburg,1,
1999,1999_98_9349.TextGrid,9,stephen g breyer,1,
1999,1999_98_9349.TextGrid,10,william h rehnquist,1,
1999,1999_98_942.TextGrid,1,sandra day oconnor,1,
1999,1999_98_942.TextGrid,2,david h souter,1,
1999,1999_98_942.TextGrid,3,james b lieber,1,
1999,1999_98_942.TextGrid,4,antonin scalia,1,
1999,1999_98_942.TextGrid,5,john paul stevens,1,
1999,1999_98_942.TextGrid,6,anthony kennedy,1,
1999,1999_98_942.TextGrid,7,ruth bader ginsburg,1,
1999,1999_98_942.TextGrid,8,unidentified justice,1,
1999,1999_98_942.TextGrid,9,robert a graci,1,
1999,1999_98_942.TextGrid,10,stephen g breyer,1,
1999,1999_98_942.TextGrid,11,william h rehnquist,1,
1999,1999_98_9537.TextGrid,1,sarah h bohr,1,
1999,1999_98_9537.TextGrid,2,sandra day oconnor,1,
1999,1999_98_9537.TextGrid,3,antonin scalia,1,
1999,1999_98_9537.TextGrid,4,john paul stevens,1,
1999,1999_98_9537.TextGrid,5,anthony kennedy,1,
1999,1999_98_9537.TextGrid,6,ruth bader ginsburg,1,
1999,1999_98_9537.TextGrid,7,stephen g breyer,1,
1999,1999_98_9537.TextGrid,8,malcolm l stewart,1,
1999,1999_98_9537.TextGrid,9,william h rehnquist,1,
1999,1999_98_963.TextGrid,1,d bruce la pierre,1,
1999,1999_98_963.TextGrid,2,sandra day oconnor,1,
1999,1999_98_963.TextGrid,3,david h souter,1,
1999,1999_98_963.TextGrid,4,antonin scalia,1,
1999,1999_98_963.TextGrid,5,john paul stevens,1,
1999,1999_98_963.TextGrid,6,anthony kennedy,1,
1999,1999_98_963.TextGrid,7,seth p waxman,1,
1999,1999_98_963.TextGrid,8,unidentified justice,1,
1999,1999_98_963.TextGrid,9,ruth bader ginsburg,1,
1999,1999_98_963.TextGrid,10,stephen g breyer,1,
1999,1999_98_963.TextGrid,11,william h rehnquist,1,
1999,1999_98_963.TextGrid,12,jeremiah w nixon,1,
1999,1999_98_9828.TextGrid,1,barbara b mcdowell,1,
1999,1999_98_9828.TextGrid,2,sandra day oconnor,1,
1999,1999_98_9828.TextGrid,3,david h souter,1,
1999,1999_98_9828.TextGrid,4,antonin scalia,1,
1999,1999_98_9828.TextGrid,5,benjamin l coleman,1,
1999,1999_98_9828.TextGrid,6,john paul stevens,1,
1999,1999_98_9828.TextGrid,7,anthony kennedy,1,
1999,1999_98_9828.TextGrid,8,ruth bader ginsburg,1,
1999,1999_98_9828.TextGrid,9,stephen g breyer,1,
1999,1999_98_9828.TextGrid,10,william h rehnquist,1,
1999,1999_99_116.TextGrid,1,sandra day oconnor,1,
1999,1999_99_116.TextGrid,2,david h souter,1,
1999,1999_99_116.TextGrid,3,mark l horwitz,1,
1999,1999_99_116.TextGrid,4,antonin scalia,1,
1999,1999_99_116.TextGrid,5,lisa s blatt,1,
1999,1999_99_116.TextGrid,6,john paul stevens,1,
1999,1999_99_116.TextGrid,7,anthony kennedy,1,
1999,1999_99_116.TextGrid,8,ruth bader ginsburg,1,
1999,1999_99_116.TextGrid,9,stephen g breyer,1,
1999,1999_99_116.TextGrid,10,william h rehnquist,1,
1999,1999_99_137.TextGrid,1,sandra day oconnor,1,
