Year,TextGrid,TierNumber,TierName,useable,
2006,2006_05_7058.TextGrid,10,jean claude andre,1,
2006,2006_05_85.TextGrid,1,david h souter,1,
2006,2006_05_85.TextGrid,2,antonin scalia,1,
2006,2006_05_85.TextGrid,3,john g roberts jr,1,
2006,2006_05_85.TextGrid,4,douglas hallward driemeier,1,
2006,2006_05_85.TextGrid,5,john paul stevens,1,
2006,2006_05_85.TextGrid,6,anthony kennedy,1,
2006,2006_05_85.TextGrid,7,david c frederick,1,
2006,2006_05_85.TextGrid,8,samuel a alito jr,1,
2006,2006_05_85.TextGrid,9,leonard b simon,1,
2006,2006_05_85.TextGrid,10,ruth bader ginsburg,1,
2006,2006_05_85.TextGrid,11,stephen g breyer,1,
2006,2006_05_8820.TextGrid,1,david h souter,1,
2006,2006_05_8820.TextGrid,2,antonin scalia,1,
2006,2006_05_8820.TextGrid,3,john g roberts jr,1,
2006,2006_05_8820.TextGrid,4,mary catherine bonner,1,
2006,2006_05_8820.TextGrid,5,john paul stevens,1,
2006,2006_05_8820.TextGrid,6,anthony kennedy,1,
2006,2006_05_8820.TextGrid,7,samuel a alito jr,1,
2006,2006_05_8820.TextGrid,8,ruth bader ginsburg,1,
2006,2006_05_8820.TextGrid,9,christopher m kise,1,
2006,2006_05_8820.TextGrid,10,stephen g breyer,1,
2006,2006_05_9222.TextGrid,1,william b collins,1,
2006,2006_05_9222.TextGrid,2,matthew d roberts,1,
2006,2006_05_9222.TextGrid,3,david h souter,1,
2006,2006_05_9222.TextGrid,4,jeffrey l fisher,1,
2006,2006_05_9222.TextGrid,5,antonin scalia,1,
2006,2006_05_9222.TextGrid,6,john g roberts jr,1,
2006,2006_05_9222.TextGrid,7,john paul stevens,1,
2006,2006_05_9222.TextGrid,8,anthony kennedy,1,
2006,2006_05_9222.TextGrid,9,unknown,1,
2006,2006_05_9222.TextGrid,10,ruth bader ginsburg,1,
2006,2006_05_9222.TextGrid,11,stephen g breyer,1,
2006,2006_05_9264.TextGrid,1,david h souter,1,
2006,2006_05_9264.TextGrid,2,antonin scalia,1,
2006,2006_05_9264.TextGrid,3,john g roberts jr,1,
2006,2006_05_9264.TextGrid,4,john paul stevens,1,
2006,2006_05_9264.TextGrid,5,anthony kennedy,1,
