speakerA,speakerA_id,petitioner_won,respondent_won,num_votes_for,num_votes_against,docket_id,axbya_id,speakerX,speakerX_id,speakerX_for_petitioner,speakerB,speakerB_id,speakerB_vote,speakerY,speakerY_id,speakerY_for_petitioner,AdvocateXwon,AdvocateYwon,majority,minority
David H. Souter,3,True,False,9.0,0.0,1999_98_1949,0,,,,Antonin Scalia,4,majority,,,,,,9.0,0.0
John Paul Stevens,7,True,False,9.0,0.0,1999_98_1949,1,Carter G. Phillips,6.0,True,John Paul Stevens,7,majority,Carter G. Phillips,6.0,True,True,True,9.0,0.0
Antonin Scalia,4,True,False,9.0,0.0,1999_98_1949,2,Carter G. Phillips,6.0,True,Sandra Day O'Connor,2,majority,Carter G. Phillips,6.0,True,True,True,9.0,0.0
Anthony M. Kennedy,8,True,False,9.0,0.0,1999_98_1949,3,Carter G. Phillips,6.0,True,Anthony M. Kennedy,8,majority,Carter G. Phillips,6.0,True,True,True,9.0,0.0
Anthony M. Kennedy,8,True,False,9.0,0.0,1999_98_1949,4,Carter G. Phillips,6.0,True,Anthony M. Kennedy,8,majority,Carter G. Phillips,6.0,True,True,True,9.0,0.0
Stephen G. Breyer,11,True,False,9.0,0.0,1999_98_1949,5,Carter G. Phillips,6.0,True,Stephen G. Breyer,11,majority,Carter G. Phillips,6.0,True,True,True,9.0,0.0
David H. Souter,3,True,False,9.0,0.0,1999_98_1949,6,Carter G. Phillips,6.0,True,David H. Souter,3,majority,Carter G. Phillips,6.0,True,True,True,9.0,0.0
David H. Souter,3,True,False,9.0,0.0,1999_98_1949,7,Carter G. Phillips,6.0,True,David H. Souter,3,majority,Carter G. Phillips,6.0,True,True,True,9.0,0.0
John Paul Stevens,7,True,False,9.0,0.0,1999_98_1949,8,James A. Feldman,1.0,True,John Paul Stevens,7,majority,James A. Feldman,1.0,True,True,True,9.0,0.0
William H. Rehnquist,12,True,False,9.0,0.0,1999_98_1949,9,James A. Feldman,1.0,True,John Paul Stevens,7,majority,James A. Feldman,1.0,True,True,True,9.0,0.0
Stephen G. Breyer,11,True,False,9.0,0.0,1999_98_1949,10,James A. Feldman,1.0,True,Stephen G. Breyer,11,majority,James A. Feldman,1.0,True,True,True,9.0,0.0
Stephen G. Breyer,11,True,False,9.0,0.0,1999_98_1949,11,James A. Feldman,1.0,True,Stephen G. Breyer,11,majority,James A. Feldman,1.0,True,True,True,9.0,0.0
Stephen G. Breyer,11,True,False,9.0,0.0,1999_98_1949,12,James A. Feldman,1.0,True,Stephen G. Breyer,11,majority,James A. Feldman,1.0,True,True,True,9.0,0.0
Stephen G. Breyer,11,True,False,9.0,0.0,1999_98_1949,13,James A. Feldman,1.0,True,Stephen G. Breyer,11,majority,James A. Feldman,1.0,True,True,True,9.0,0.0
Stephen G. Breyer,11,True,False,9.0,0.0,1999_98_1949,14,James A. Feldman,1.0,True,William H. Rehnquist,12,majority,James P. Ginzkey,5.0,False,True,False,9.0,0.0
Stephen G. Breyer,11,True,False,9.0,0.0,1999_98_1949,15,James P. Ginzkey,5.0,False,Stephen G. Breyer,11,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
Stephen G. Breyer,11,True,False,9.0,0.0,1999_98_1949,16,James P. Ginzkey,5.0,False,Stephen G. Breyer,11,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
Antonin Scalia,4,True,False,9.0,0.0,1999_98_1949,17,James P. Ginzkey,5.0,False,Antonin Scalia,4,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
William H. Rehnquist,12,True,False,9.0,0.0,1999_98_1949,18,James P. Ginzkey,5.0,False,William H. Rehnquist,12,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
David H. Souter,3,True,False,9.0,0.0,1999_98_1949,19,James P. Ginzkey,5.0,False,David H. Souter,3,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
David H. Souter,3,True,False,9.0,0.0,1999_98_1949,20,James P. Ginzkey,5.0,False,David H. Souter,3,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
John Paul Stevens,7,True,False,9.0,0.0,1999_98_1949,21,James P. Ginzkey,5.0,False,William H. Rehnquist,12,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
Antonin Scalia,4,True,False,9.0,0.0,1999_98_1949,22,James P. Ginzkey,5.0,False,Antonin Scalia,4,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
Antonin Scalia,4,True,False,9.0,0.0,1999_98_1949,23,James P. Ginzkey,5.0,False,Antonin Scalia,4,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
Antonin Scalia,4,True,False,9.0,0.0,1999_98_1949,24,James P. Ginzkey,5.0,False,Antonin Scalia,4,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
Antonin Scalia,4,True,False,9.0,0.0,1999_98_1949,25,James P. Ginzkey,5.0,False,Antonin Scalia,4,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
Antonin Scalia,4,True,False,9.0,0.0,1999_98_1949,26,James P. Ginzkey,5.0,False,Antonin Scalia,4,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
Antonin Scalia,4,True,False,9.0,0.0,1999_98_1949,27,James P. Ginzkey,5.0,False,Antonin Scalia,4,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
John Paul Stevens,7,True,False,9.0,0.0,1999_98_1949,28,James P. Ginzkey,5.0,False,John Paul Stevens,7,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
William H. Rehnquist,12,True,False,9.0,0.0,1999_98_1949,29,James P. Ginzkey,5.0,False,William H. Rehnquist,12,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
David H. Souter,3,True,False,9.0,0.0,1999_98_1949,30,James P. Ginzkey,5.0,False,David H. Souter,3,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
David H. Souter,3,True,False,9.0,0.0,1999_98_1949,31,James P. Ginzkey,5.0,False,David H. Souter,3,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
David H. Souter,3,True,False,9.0,0.0,1999_98_1949,32,James P. Ginzkey,5.0,False,David H. Souter,3,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
David H. Souter,3,True,False,9.0,0.0,1999_98_1949,33,James P. Ginzkey,5.0,False,David H. Souter,3,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
David H. Souter,3,True,False,9.0,0.0,1999_98_1949,34,James P. Ginzkey,5.0,False,David H. Souter,3,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
David H. Souter,3,True,False,9.0,0.0,1999_98_1949,35,James P. Ginzkey,5.0,False,David H. Souter,3,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
David H. Souter,3,True,False,9.0,0.0,1999_98_1949,36,James P. Ginzkey,5.0,False,David H. Souter,3,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
David H. Souter,3,True,False,9.0,0.0,1999_98_1949,37,James P. Ginzkey,5.0,False,David H. Souter,3,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
David H. Souter,3,True,False,9.0,0.0,1999_98_1949,38,James P. Ginzkey,5.0,False,David H. Souter,3,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
Antonin Scalia,4,True,False,9.0,0.0,1999_98_1949,39,James P. Ginzkey,5.0,False,Antonin Scalia,4,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
Stephen G. Breyer,11,True,False,9.0,0.0,1999_98_1949,40,James P. Ginzkey,5.0,False,Stephen G. Breyer,11,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
Stephen G. Breyer,11,True,False,9.0,0.0,1999_98_1949,41,James P. Ginzkey,5.0,False,Stephen G. Breyer,11,majority,James P. Ginzkey,5.0,False,False,False,9.0,0.0
David H. Souter,3,False,True,9.0,0.0,2006_05_9222,0,Jeffrey L. Fisher,4.0,True,David H. Souter,3,majority,Jeffrey L. Fisher,4.0,True,False,False,9.0,0.0
David H. Souter,3,False,True,9.0,0.0,2006_05_9222,1,Jeffrey L. Fisher,4.0,True,David H. Souter,3,majority,Jeffrey L. Fisher,4.0,True,False,False,9.0,0.0
David H. Souter,3,False,True,9.0,0.0,2006_05_9222,2,Jeffrey L. Fisher,4.0,True,David H. Souter,3,majority,Jeffrey L. Fisher,4.0,True,False,False,9.0,0.0
David H. Souter,3,False,True,9.0,0.0,2006_05_9222,3,Jeffrey L. Fisher,4.0,True,Stephen G. Breyer,11,majority,Jeffrey L. Fisher,4.0,True,False,False,9.0,0.0
"John G. Roberts, Jr.",6,False,True,9.0,0.0,2006_05_9222,4,Jeffrey L. Fisher,4.0,True,"John G. Roberts, Jr.",6,majority,Jeffrey L. Fisher,4.0,True,False,False,9.0,0.0
Anthony M. Kennedy,8,False,True,9.0,0.0,2006_05_9222,5,Jeffrey L. Fisher,4.0,True,Anthony M. Kennedy,8,majority,Jeffrey L. Fisher,4.0,True,False,False,9.0,0.0
Anthony M. Kennedy,8,False,True,9.0,0.0,2006_05_9222,6,Jeffrey L. Fisher,4.0,True,Anthony M. Kennedy,8,majority,Jeffrey L. Fisher,4.0,True,False,False,9.0,0.0
"John G. Roberts, Jr.",6,False,True,9.0,0.0,2006_05_9222,7,Jeffrey L. Fisher,4.0,True,"John G. Roberts, Jr.",6,majority,Jeffrey L. Fisher,4.0,True,False,False,9.0,0.0
"John G. Roberts, Jr.",6,False,True,9.0,0.0,2006_05_9222,8,Jeffrey L. Fisher,4.0,True,"John G. Roberts, Jr.",6,majority,Jeffrey L. Fisher,4.0,True,False,False,9.0,0.0
"John G. Roberts, Jr.",6,False,True,9.0,0.0,2006_05_9222,9,William B. Collins,1.0,False,David H. Souter,3,majority,William B. Collins,1.0,False,True,True,9.0,0.0
"John G. Roberts, Jr.",6,False,True,9.0,0.0,2006_05_9222,10,William B. Collins,1.0,False,"John G. Roberts, Jr.",6,majority,William B. Collins,1.0,False,True,True,9.0,0.0
Stephen G. Breyer,11,False,True,9.0,0.0,2006_05_9222,11,William B. Collins,1.0,False,Stephen G. Breyer,11,majority,William B. Collins,1.0,False,True,True,9.0,0.0
Stephen G. Breyer,11,False,True,9.0,0.0,2006_05_9222,12,William B. Collins,1.0,False,Stephen G. Breyer,11,majority,William B. Collins,1.0,False,True,True,9.0,0.0
Stephen G. Breyer,11,False,True,9.0,0.0,2006_05_9222,13,William B. Collins,1.0,False,Stephen G. Breyer,11,majority,William B. Collins,1.0,False,True,True,9.0,0.0
John Paul Stevens,7,False,True,9.0,0.0,2006_05_9222,14,William B. Collins,1.0,False,John Paul Stevens,7,majority,William B. Collins,1.0,False,True,True,9.0,0.0
Antonin Scalia,5,False,True,9.0,0.0,2006_05_9222,15,William B. Collins,1.0,False,Antonin Scalia,5,majority,William B. Collins,1.0,False,True,True,9.0,0.0
John Paul Stevens,7,False,True,9.0,0.0,2006_05_9222,16,William B. Collins,1.0,False,John Paul Stevens,7,majority,William B. Collins,1.0,False,True,True,9.0,0.0
John Paul Stevens,7,False,True,9.0,0.0,2006_05_9222,17,William B. Collins,1.0,False,John Paul Stevens,7,majority,William B. Collins,1.0,False,True,True,9.0,0.0
Stephen G. Breyer,1,True,False,5.0,4.0,2011_10_209,0,Valerie R. Newman,4.0,False,Antonin Scalia,2,minority,,,,False,,5.0,4.0
Ruth Bader Ginsburg,8,True,False,5.0,4.0,2011_10_209,1,,,,Anthony M. Kennedy,9,majority,Valerie R. Newman,4.0,False,,False,5.0,4.0
Elena Kagan,3,True,False,5.0,4.0,2011_10_209,2,John J. Bursch,11.0,True,Elena Kagan,3,majority,John J. Bursch,11.0,True,True,True,5.0,4.0
Elena Kagan,3,True,False,5.0,4.0,2011_10_209,3,John J. Bursch,11.0,True,Elena Kagan,3,majority,John J. Bursch,11.0,True,True,True,5.0,4.0
Anthony M. Kennedy,9,True,False,5.0,4.0,2011_10_209,4,John J. Bursch,11.0,True,Anthony M. Kennedy,9,majority,John J. Bursch,11.0,True,True,True,5.0,4.0
Ruth Bader Ginsburg,8,True,False,5.0,4.0,2011_10_209,5,John J. Bursch,11.0,True,Ruth Bader Ginsburg,8,majority,John J. Bursch,11.0,True,True,True,5.0,4.0
Anthony M. Kennedy,9,True,False,5.0,4.0,2011_10_209,6,John J. Bursch,11.0,True,Antonin Scalia,2,minority,John J. Bursch,11.0,True,True,True,5.0,4.0
Stephen G. Breyer,1,True,False,5.0,4.0,2011_10_209,7,William M. Jay,7.0,True,Stephen G. Breyer,1,majority,William M. Jay,7.0,True,True,True,5.0,4.0
Stephen G. Breyer,1,True,False,5.0,4.0,2011_10_209,8,William M. Jay,7.0,True,Stephen G. Breyer,1,majority,William M. Jay,7.0,True,True,True,5.0,4.0
Stephen G. Breyer,1,True,False,5.0,4.0,2011_10_209,9,William M. Jay,7.0,True,Stephen G. Breyer,1,majority,William M. Jay,7.0,True,True,True,5.0,4.0
Stephen G. Breyer,1,True,False,5.0,4.0,2011_10_209,10,William M. Jay,7.0,True,"Samuel A. Alito, Jr.",10,minority,William M. Jay,7.0,True,True,True,5.0,4.0
Stephen G. Breyer,1,True,False,5.0,4.0,2011_10_209,11,William M. Jay,7.0,True,Antonin Scalia,2,minority,William M. Jay,7.0,True,True,True,5.0,4.0
Elena Kagan,3,True,False,5.0,4.0,2011_10_209,12,John J. Bursch,11.0,True,Elena Kagan,3,majority,John J. Bursch,11.0,True,True,True,5.0,4.0
Elena Kagan,3,True,False,5.0,4.0,2011_10_209,13,John J. Bursch,11.0,True,Elena Kagan,3,majority,John J. Bursch,11.0,True,True,True,5.0,4.0
Elena Kagan,3,True,False,5.0,4.0,2011_10_209,14,John J. Bursch,11.0,True,Elena Kagan,3,majority,William M. Jay,7.0,True,True,True,5.0,4.0
Anthony M. Kennedy,9,True,False,5.0,4.0,2011_10_209,15,Valerie R. Newman,4.0,False,Anthony M. Kennedy,9,majority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
Ruth Bader Ginsburg,8,True,False,5.0,4.0,2011_10_209,16,Valerie R. Newman,4.0,False,Ruth Bader Ginsburg,8,majority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
"John G. Roberts, Jr.",6,True,False,5.0,4.0,2011_10_209,17,Valerie R. Newman,4.0,False,"John G. Roberts, Jr.",6,minority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
"John G. Roberts, Jr.",6,True,False,5.0,4.0,2011_10_209,18,Valerie R. Newman,4.0,False,"John G. Roberts, Jr.",6,minority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
Antonin Scalia,2,True,False,5.0,4.0,2011_10_209,19,Valerie R. Newman,4.0,False,Antonin Scalia,2,minority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
Antonin Scalia,2,True,False,5.0,4.0,2011_10_209,20,Valerie R. Newman,4.0,False,Antonin Scalia,2,minority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
Antonin Scalia,2,True,False,5.0,4.0,2011_10_209,21,Valerie R. Newman,4.0,False,Antonin Scalia,2,minority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
Stephen G. Breyer,1,True,False,5.0,4.0,2011_10_209,22,Valerie R. Newman,4.0,False,Stephen G. Breyer,1,majority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
Elena Kagan,3,True,False,5.0,4.0,2011_10_209,23,Valerie R. Newman,4.0,False,Elena Kagan,3,majority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
Antonin Scalia,2,True,False,5.0,4.0,2011_10_209,24,Valerie R. Newman,4.0,False,Antonin Scalia,2,minority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
Stephen G. Breyer,1,True,False,5.0,4.0,2011_10_209,25,Valerie R. Newman,4.0,False,Stephen G. Breyer,1,majority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
Sonia Sotomayor,5,True,False,5.0,4.0,2011_10_209,26,Valerie R. Newman,4.0,False,Sonia Sotomayor,5,majority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
"John G. Roberts, Jr.",6,True,False,5.0,4.0,2011_10_209,27,Valerie R. Newman,4.0,False,"John G. Roberts, Jr.",6,minority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
"John G. Roberts, Jr.",6,True,False,5.0,4.0,2011_10_209,28,Valerie R. Newman,4.0,False,"John G. Roberts, Jr.",6,minority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
"John G. Roberts, Jr.",6,True,False,5.0,4.0,2011_10_209,29,Valerie R. Newman,4.0,False,"John G. Roberts, Jr.",6,minority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
"John G. Roberts, Jr.",6,True,False,5.0,4.0,2011_10_209,30,Valerie R. Newman,4.0,False,"John G. Roberts, Jr.",6,minority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
Anthony M. Kennedy,9,True,False,5.0,4.0,2011_10_209,31,Valerie R. Newman,4.0,False,Ruth Bader Ginsburg,8,majority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
Sonia Sotomayor,5,True,False,5.0,4.0,2011_10_209,32,Valerie R. Newman,4.0,False,Sonia Sotomayor,5,majority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
Sonia Sotomayor,5,True,False,5.0,4.0,2011_10_209,33,Valerie R. Newman,4.0,False,Sonia Sotomayor,5,majority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
Sonia Sotomayor,5,True,False,5.0,4.0,2011_10_209,34,Valerie R. Newman,4.0,False,Sonia Sotomayor,5,majority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
Sonia Sotomayor,5,True,False,5.0,4.0,2011_10_209,35,Valerie R. Newman,4.0,False,Sonia Sotomayor,5,majority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
Sonia Sotomayor,5,True,False,5.0,4.0,2011_10_209,36,Valerie R. Newman,4.0,False,Sonia Sotomayor,5,majority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
"John G. Roberts, Jr.",6,True,False,5.0,4.0,2011_10_209,37,Valerie R. Newman,4.0,False,"John G. Roberts, Jr.",6,minority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
"John G. Roberts, Jr.",6,True,False,5.0,4.0,2011_10_209,38,Valerie R. Newman,4.0,False,"John G. Roberts, Jr.",6,minority,Valerie R. Newman,4.0,False,False,False,5.0,4.0
Anthony M. Kennedy,9,False,True,6.0,3.0,2011_11_210,0,"Donald B. Verrilli, Jr.",2.0,True,Anthony M. Kennedy,9,majority,"Donald B. Verrilli, Jr.",2.0,True,False,False,6.0,3.0
Sonia Sotomayor,6,False,True,6.0,3.0,2011_11_210,1,"Donald B. Verrilli, Jr.",2.0,True,Sonia Sotomayor,6,majority,"Donald B. Verrilli, Jr.",2.0,True,False,False,6.0,3.0
Sonia Sotomayor,6,False,True,6.0,3.0,2011_11_210,2,"Donald B. Verrilli, Jr.",2.0,True,Sonia Sotomayor,6,majority,"Donald B. Verrilli, Jr.",2.0,True,False,False,6.0,3.0
Antonin Scalia,4,False,True,6.0,3.0,2011_11_210,3,"Donald B. Verrilli, Jr.",2.0,True,Antonin Scalia,4,minority,"Donald B. Verrilli, Jr.",2.0,True,False,False,6.0,3.0
Elena Kagan,3,False,True,6.0,3.0,2011_11_210,4,"Donald B. Verrilli, Jr.",2.0,True,Elena Kagan,3,majority,"Donald B. Verrilli, Jr.",2.0,True,False,False,6.0,3.0
Elena Kagan,3,False,True,6.0,3.0,2011_11_210,5,"Donald B. Verrilli, Jr.",2.0,True,Elena Kagan,3,majority,"Donald B. Verrilli, Jr.",2.0,True,False,False,6.0,3.0
Elena Kagan,3,False,True,6.0,3.0,2011_11_210,6,"Donald B. Verrilli, Jr.",2.0,True,Elena Kagan,3,majority,"Donald B. Verrilli, Jr.",2.0,True,False,False,6.0,3.0
Antonin Scalia,4,False,True,6.0,3.0,2011_11_210,7,"Donald B. Verrilli, Jr.",2.0,True,Antonin Scalia,4,minority,"Donald B. Verrilli, Jr.",2.0,True,False,False,6.0,3.0
Antonin Scalia,4,False,True,6.0,3.0,2011_11_210,8,"Donald B. Verrilli, Jr.",2.0,True,Antonin Scalia,4,minority,"Donald B. Verrilli, Jr.",2.0,True,False,False,6.0,3.0
Antonin Scalia,4,False,True,6.0,3.0,2011_11_210,9,"Donald B. Verrilli, Jr.",2.0,True,Antonin Scalia,4,minority,"Donald B. Verrilli, Jr.",2.0,True,False,False,6.0,3.0
Sonia Sotomayor,6,False,True,6.0,3.0,2011_11_210,10,"Donald B. Verrilli, Jr.",2.0,True,Sonia Sotomayor,6,majority,"Donald B. Verrilli, Jr.",2.0,True,False,False,6.0,3.0
Sonia Sotomayor,6,False,True,6.0,3.0,2011_11_210,11,"Donald B. Verrilli, Jr.",2.0,True,Sonia Sotomayor,6,majority,"Donald B. Verrilli, Jr.",2.0,True,False,False,6.0,3.0
Sonia Sotomayor,6,False,True,6.0,3.0,2011_11_210,12,"Donald B. Verrilli, Jr.",2.0,True,Sonia Sotomayor,6,majority,"Donald B. Verrilli, Jr.",2.0,True,False,False,6.0,3.0
"John G. Roberts, Jr.",7,False,True,6.0,3.0,2011_11_210,13,Jonathan D. Libby,5.0,False,"John G. Roberts, Jr.",7,majority,Jonathan D. Libby,5.0,False,True,True,6.0,3.0
"John G. Roberts, Jr.",7,False,True,6.0,3.0,2011_11_210,14,Jonathan D. Libby,5.0,False,"John G. Roberts, Jr.",7,majority,Jonathan D. Libby,5.0,False,True,True,6.0,3.0
"John G. Roberts, Jr.",7,False,True,6.0,3.0,2011_11_210,15,Jonathan D. Libby,5.0,False,"John G. Roberts, Jr.",7,majority,Jonathan D. Libby,5.0,False,True,True,6.0,3.0
"John G. Roberts, Jr.",7,False,True,6.0,3.0,2011_11_210,16,Jonathan D. Libby,5.0,False,"John G. Roberts, Jr.",7,majority,Jonathan D. Libby,5.0,False,True,True,6.0,3.0
"John G. Roberts, Jr.",7,False,True,6.0,3.0,2011_11_210,17,Jonathan D. Libby,5.0,False,"John G. Roberts, Jr.",7,majority,Jonathan D. Libby,5.0,False,True,True,6.0,3.0
Antonin Scalia,4,False,True,6.0,3.0,2011_11_210,18,Jonathan D. Libby,5.0,False,Elena Kagan,3,majority,Jonathan D. Libby,5.0,False,True,True,6.0,3.0
Anthony M. Kennedy,9,False,True,6.0,3.0,2011_11_210,19,Jonathan D. Libby,5.0,False,Anthony M. Kennedy,9,majority,Jonathan D. Libby,5.0,False,True,True,6.0,3.0
Ruth Bader Ginsburg,8,False,True,6.0,3.0,2011_11_210,20,Jonathan D. Libby,5.0,False,Ruth Bader Ginsburg,8,majority,Jonathan D. Libby,5.0,False,True,True,6.0,3.0
"Samuel A. Alito, Jr.",10,False,True,6.0,3.0,2011_11_210,21,Jonathan D. Libby,5.0,False,"Samuel A. Alito, Jr.",10,minority,Jonathan D. Libby,5.0,False,True,True,6.0,3.0
"Samuel A. Alito, Jr.",10,False,True,6.0,3.0,2011_11_210,22,Jonathan D. Libby,5.0,False,"Samuel A. Alito, Jr.",10,minority,Jonathan D. Libby,5.0,False,True,True,6.0,3.0
Sonia Sotomayor,6,False,True,6.0,3.0,2011_11_210,23,Jonathan D. Libby,5.0,False,Sonia Sotomayor,6,majority,Jonathan D. Libby,5.0,False,True,True,6.0,3.0
Sonia Sotomayor,6,False,True,6.0,3.0,2011_11_210,24,Jonathan D. Libby,5.0,False,Sonia Sotomayor,6,majority,Jonathan D. Libby,5.0,False,True,True,6.0,3.0
"John G. Roberts, Jr.",7,False,True,6.0,3.0,2011_11_210,25,Jonathan D. Libby,5.0,False,"John G. Roberts, Jr.",7,majority,Jonathan D. Libby,5.0,False,True,True,6.0,3.0
"Samuel A. Alito, Jr.",10,False,True,6.0,3.0,2011_11_210,26,Jonathan D. Libby,5.0,False,"Samuel A. Alito, Jr.",10,minority,Jonathan D. Libby,5.0,False,True,True,6.0,3.0
"Samuel A. Alito, Jr.",10,False,True,6.0,3.0,2011_11_210,27,Jonathan D. Libby,5.0,False,"Samuel A. Alito, Jr.",10,minority,Jonathan D. Libby,5.0,False,True,True,6.0,3.0
Elena Kagan,3,False,True,6.0,3.0,2011_11_210,28,"Donald B. Verrilli, Jr.",2.0,True,Elena Kagan,3,majority,"Donald B. Verrilli, Jr.",2.0,True,False,False,6.0,3.0
Sonia Sotomayor,6,False,True,6.0,3.0,2011_11_210,29,"Donald B. Verrilli, Jr.",2.0,True,Sonia Sotomayor,6,majority,"Donald B. Verrilli, Jr.",2.0,True,False,False,6.0,3.0
David H. Souter,3,True,False,9.0,0.0,2004_04_480,0,"Donald B. Verrilli, Jr.",5.0,True,Antonin Scalia,4,majority,,,,True,,9.0,0.0
John Paul Stevens,7,True,False,9.0,0.0,2004_04_480,1,"Donald B. Verrilli, Jr.",5.0,True,John Paul Stevens,7,majority,"Donald B. Verrilli, Jr.",5.0,True,True,True,9.0,0.0
John Paul Stevens,7,True,False,9.0,0.0,2004_04_480,2,"Donald B. Verrilli, Jr.",5.0,True,John Paul Stevens,7,majority,"Donald B. Verrilli, Jr.",5.0,True,True,True,9.0,0.0
Sandra Day O'Connor,1,True,False,9.0,0.0,2004_04_480,3,"Donald B. Verrilli, Jr.",5.0,True,Sandra Day O'Connor,1,majority,"Donald B. Verrilli, Jr.",5.0,True,True,True,9.0,0.0
Sandra Day O'Connor,1,True,False,9.0,0.0,2004_04_480,4,"Donald B. Verrilli, Jr.",5.0,True,Sandra Day O'Connor,1,majority,"Donald B. Verrilli, Jr.",5.0,True,True,True,9.0,0.0
Anthony M. Kennedy,8,True,False,9.0,0.0,2004_04_480,5,"Donald B. Verrilli, Jr.",5.0,True,Anthony M. Kennedy,8,majority,"Donald B. Verrilli, Jr.",5.0,True,True,True,9.0,0.0
Stephen G. Breyer,10,True,False,9.0,0.0,2004_04_480,6,"Donald B. Verrilli, Jr.",5.0,True,Stephen G. Breyer,10,majority,"Donald B. Verrilli, Jr.",5.0,True,True,True,9.0,0.0
David H. Souter,3,True,False,9.0,0.0,2004_04_480,7,"Donald B. Verrilli, Jr.",5.0,True,David H. Souter,3,majority,"Donald B. Verrilli, Jr.",5.0,True,True,True,9.0,0.0
Stephen G. Breyer,10,True,False,9.0,0.0,2004_04_480,8,Paul D. Clement,2.0,True,Stephen G. Breyer,10,majority,Paul D. Clement,2.0,True,True,True,9.0,0.0
Stephen G. Breyer,10,True,False,9.0,0.0,2004_04_480,9,Paul D. Clement,2.0,True,Stephen G. Breyer,10,majority,Paul D. Clement,2.0,True,True,True,9.0,0.0
Antonin Scalia,4,True,False,9.0,0.0,2004_04_480,10,Paul D. Clement,2.0,True,Antonin Scalia,4,majority,Paul D. Clement,2.0,True,True,True,9.0,0.0
Antonin Scalia,4,True,False,9.0,0.0,2004_04_480,11,Paul D. Clement,2.0,True,Antonin Scalia,4,majority,Paul D. Clement,2.0,True,True,True,9.0,0.0
David H. Souter,3,True,False,9.0,0.0,2004_04_480,12,Richard G. Taranto,6.0,False,David H. Souter,3,majority,Richard G. Taranto,6.0,False,False,False,9.0,0.0
Anthony M. Kennedy,8,True,False,9.0,0.0,2004_04_480,13,Richard G. Taranto,6.0,False,Anthony M. Kennedy,8,majority,Richard G. Taranto,6.0,False,False,False,9.0,0.0
Anthony M. Kennedy,8,True,False,9.0,0.0,2004_04_480,14,Richard G. Taranto,6.0,False,Anthony M. Kennedy,8,majority,Richard G. Taranto,6.0,False,False,False,9.0,0.0
Stephen G. Breyer,10,True,False,9.0,0.0,2004_04_480,15,Richard G. Taranto,6.0,False,Stephen G. Breyer,10,majority,Richard G. Taranto,6.0,False,False,False,9.0,0.0
Ruth Bader Ginsburg,9,True,False,9.0,0.0,2004_04_480,16,Richard G. Taranto,6.0,False,Ruth Bader Ginsburg,9,majority,Richard G. Taranto,6.0,False,False,False,9.0,0.0
